aluno_id,escola,serie,turno,idade,sexo,renda_familiar,escolaridade_pais,acesso_internet,frequencia_pct,nota_matematica,nota_portugues,nota_media_geral
ALU-04425,Escola Kappa,2º Médio,Tarde,16,M,2-3 SM,Médio Completo,1,76.3,47.8,72.4,60.1
ALU-04426,Escola Kappa,2º Médio,Tarde,16,M,,Superior Completo,0,79.0,46.0,74.5,60.2
ALU-04427,Escola Kappa,2º Médio,Tarde,16,M,2-3 SM,Superior Completo,1,87.4,66.9,67.8,67.4
ALU-04428,Escola Kappa,2º Médio,Tarde,17,F,Até 1 SM,Superior Completo,1,96.5,48.2,66.4,57.3
ALU-04429,Escola Kappa,2º Médio,Tarde,17,F,2-3 SM,Médio Completo,0,95.1,64.6,50.4,57.5
ALU-04430,Escola Kappa,2º Médio,Tarde,17,F,3-5 SM,Superior Completo,1,95.6,92.4,88.1,90.2
ALU-04431,Escola Kappa,2º Médio,Tarde,16,F,1-2 SM,Fundamental Incompleto,1,85.2,63.9,63.8,63.9
ALU-04432,Escola Kappa,2º Médio,Tarde,16,F,5+ SM,Médio Completo,1,78.5,70.6,76.3,73.5
ALU-04433,Escola Kappa,2º Médio,Tarde,16,F,Até 1 SM,Médio Completo,1,77.2,58.9,47.7,53.3
ALU-04434,Escola Kappa,2º Médio,Tarde,16,M,Até 1 SM,Médio Completo,1,81.6,41.5,53.6,47.6
ALU-04435,Escola Kappa,2º Médio,Tarde,16,M,2-3 SM,Fundamental Completo,1,100.0,64.2,65.4,64.8
ALU-04436,Escola Kappa,2º Médio,Tarde,17,F,,Médio Completo,0,99.2,38.7,65.9,52.3
ALU-04437,Escola Kappa,2º Médio,Tarde,16,M,3-5 SM,Superior Completo,1,84.7,70.1,67.5,68.8
ALU-04438,Escola Kappa,2º Médio,Tarde,16,F,3-5 SM,Médio Completo,1,99.2,82.8,82.1,82.4
ALU-04439,Escola Kappa,2º Médio,Tarde,17,M,2-3 SM,Fundamental Completo,0,100.0,66.8,44.4,55.6
ALU-04440,Escola Kappa,2º Médio,Tarde,16,F,3-5 SM,Médio Completo,1,91.6,61.2,79.7,70.4
ALU-04441,Escola Kappa,2º Médio,Tarde,17,M,1-2 SM,Superior Completo,1,84.7,63.5,62.7,63.1
ALU-04442,Escola Kappa,2º Médio,Tarde,17,F,1-2 SM,Médio Completo,0,83.4,49.3,74.5,61.9
ALU-04443,Escola Kappa,2º Médio,Tarde,17,M,Até 1 SM,Médio Completo,1,85.9,48.0,59.3,53.6
ALU-04444,Escola Kappa,2º Médio,Tarde,17,F,Até 1 SM,,1,92.1,82.9,59.7,71.3
ALU-04445,Escola Kappa,2º Médio,Tarde,17,F,2-3 SM,Fundamental Completo,1,87.7,70.9,75.0,72.9
ALU-04446,Escola Kappa,2º Médio,Tarde,16,M,1-2 SM,,1,78.7,71.3,60.6,66.0
ALU-04447,Escola Kappa,2º Médio,Tarde,16,M,1-2 SM,Médio Completo,0,92.4,50.6,57.8,54.2
ALU-04448,Escola Kappa,2º Médio,Tarde,17,F,1-2 SM,Superior Completo,1,82.1,69.9,85.2,77.6
ALU-04449,Escola Kappa,2º Médio,Tarde,17,F,1-2 SM,Médio Completo,1,82.1,51.5,73.9,62.7
ALU-04450,Escola Kappa,2º Médio,Tarde,16,M,2-3 SM,Médio Completo,1,87.3,49.3,70.5,59.9
ALU-04451,Escola Kappa,2º Médio,Tarde,17,F,Até 1 SM,Médio Completo,1,95.8,51.9,60.0,56.0
ALU-04452,Escola Kappa,2º Médio,Tarde,17,M,3-5 SM,Fundamental Completo,1,91.6,51.4,64.4,57.9
ALU-04453,Escola Kappa,2º Médio,Tarde,16,M,2-3 SM,Fundamental Incompleto,1,77.6,50.5,53.7,52.1
ALU-04454,Escola Kappa,2º Médio,Tarde,16,M,1-2 SM,Fundamental Completo,1,92.6,73.1,59.6,66.4
ALU-04455,Escola Kappa,2º Médio,Tarde,16,M,1-2 SM,Fundamental Completo,0,82.2,54.6,69.4,62.0
ALU-04456,Escola Kappa,2º Médio,Tarde,17,F,2-3 SM,Fundamental Incompleto,0,99.6,44.9,56.9,50.9
ALU-04457,Escola Kappa,3º Médio,Manhã,18,M,1-2 SM,Fundamental Incompleto,1,80.7,55.6,54.0,54.8
ALU-04458,Escola Kappa,3º Médio,Manhã,18,M,1-2 SM,Médio Completo,0,89.3,45.1,46.2,45.6
ALU-04459,Escola Kappa,3º Médio,Manhã,18,F,Até 1 SM,Fundamental Completo,0,86.3,39.8,54.6,47.2
ALU-04460,Escola Kappa,3º Médio,Manhã,17,M,1-2 SM,Médio Completo,1,67.3,34.3,46.7,40.5
ALU-04461,Escola Kappa,3º Médio,Manhã,18,M,3-5 SM,Médio Completo,1,91.0,65.5,72.9,69.2
ALU-04462,Escola Kappa,3º Médio,Manhã,18,M,2-3 SM,Fundamental Incompleto,0,100.0,46.8,70.5,58.7
ALU-04463,Escola Kappa,3º Médio,Manhã,17,F,2-3 SM,Superior Completo,1,75.2,76.3,76.3,76.3
ALU-04464,Escola Kappa,3º Médio,Manhã,17,F,5+ SM,Médio Completo,1,94.7,56.1,78.4,67.3
ALU-04465,Escola Kappa,3º Médio,Manhã,18,F,2-3 SM,Fundamental Incompleto,1,72.3,60.2,49.5,54.9
ALU-04466,Escola Kappa,3º Médio,Manhã,17,M,3-5 SM,Fundamental Incompleto,1,89.9,63.8,82.1,72.9
ALU-04467,Escola Kappa,3º Médio,Manhã,18,M,Até 1 SM,Fundamental Completo,0,85.5,51.6,60.8,56.2
ALU-04468,Escola Kappa,3º Médio,Manhã,17,M,1-2 SM,Médio Completo,1,81.5,38.7,62.7,50.7
ALU-04469,Escola Kappa,3º Médio,Manhã,18,F,1-2 SM,Fundamental Completo,1,99.4,77.1,59.7,68.4
ALU-04470,Escola Kappa,3º Médio,Manhã,17,F,1-2 SM,Médio Completo,1,85.4,45.5,41.7,43.6
ALU-04471,Escola Kappa,3º Médio,Manhã,18,F,2-3 SM,Médio Completo,1,89.3,59.2,53.3,56.2
ALU-04472,Escola Kappa,3º Médio,Manhã,18,F,3-5 SM,Pós-graduação,1,70.6,80.5,48.9,64.7
ALU-04473,Escola Kappa,3º Médio,Manhã,17,F,Até 1 SM,Superior Completo,1,82.8,60.4,65.5,63.0
ALU-04474,Escola Kappa,3º Médio,Manhã,18,M,3-5 SM,Médio Completo,1,98.6,79.3,80.0,79.7
ALU-04475,Escola Kappa,3º Médio,Manhã,17,F,Até 1 SM,Médio Completo,1,95.9,67.3,71.0,69.1
ALU-04476,Escola Kappa,3º Médio,Manhã,17,M,Até 1 SM,Fundamental Completo,1,85.5,59.8,62.0,60.9
ALU-04477,Escola Kappa,3º Médio,Manhã,17,M,1-2 SM,,1,100.0,51.9,47.0,49.5
ALU-04478,Escola Kappa,3º Médio,Manhã,17,F,1-2 SM,Fundamental Incompleto,0,89.4,69.8,53.5,61.6
ALU-04479,Escola Kappa,3º Médio,Manhã,18,F,2-3 SM,Fundamental Incompleto,1,81.2,73.4,64.5,68.9
ALU-04480,Escola Kappa,3º Médio,Manhã,17,F,1-2 SM,Médio Completo,0,83.7,67.6,59.5,63.6
ALU-04481,Escola Kappa,3º Médio,Manhã,17,M,3-5 SM,Médio Completo,0,80.7,67.8,71.2,69.5
ALU-04482,Escola Kappa,3º Médio,Manhã,17,M,3-5 SM,Fundamental Completo,1,92.4,70.9,69.3,70.1
ALU-04483,Escola Kappa,3º Médio,Manhã,17,M,Até 1 SM,Médio Completo,1,79.8,32.3,56.4,44.4
ALU-04484,Escola Kappa,3º Médio,Manhã,18,F,3-5 SM,Superior Completo,1,93.9,61.6,70.6,66.1
ALU-04485,Escola Kappa,3º Médio,Manhã,17,F,2-3 SM,Superior Completo,1,85.9,67.8,59.3,63.5
ALU-04486,Escola Kappa,3º Médio,Manhã,18,M,Até 1 SM,Médio Completo,1,87.0,58.0,58.9,58.5
ALU-04487,Escola Kappa,3º Médio,Manhã,18,M,2-3 SM,Fundamental Incompleto,1,83.8,75.5,86.4,81.0
ALU-04488,Escola Kappa,3º Médio,Manhã,17,F,3-5 SM,Fundamental Completo,1,84.3,39.6,67.5,53.5
ALU-04489,Escola Kappa,3º Médio,Manhã,17,M,1-2 SM,Fundamental Completo,0,82.5,51.1,29.8,40.5
ALU-04490,Escola Kappa,3º Médio,Manhã,18,M,Até 1 SM,Fundamental Incompleto,0,90.4,69.7,61.7,65.7
ALU-04491,Escola Kappa,3º Médio,Manhã,18,F,2-3 SM,Superior Completo,1,79.3,100.0,84.9,92.5
ALU-04492,Escola Kappa,3º Médio,Manhã,17,M,5+ SM,Fundamental Incompleto,1,78.7,70.8,54.0,62.4
ALU-04493,Escola Kappa,3º Médio,Manhã,17,M,1-2 SM,Fundamental Incompleto,1,71.2,64.4,44.8,54.6
ALU-04494,Escola Kappa,3º Médio,Manhã,18,F,1-2 SM,Médio Completo,1,90.3,77.6,60.9,69.3
ALU-04495,Escola Kappa,3º Médio,Manhã,17,F,2-3 SM,Fundamental Incompleto,1,97.0,42.1,59.1,50.6
ALU-04496,Escola Kappa,3º Médio,Manhã,18,F,2-3 SM,Médio Completo,1,83.7,65.0,48.7,56.9
ALU-04497,Escola Kappa,3º Médio,Tarde,18,M,1-2 SM,Médio Completo,0,64.1,35.3,45.4,40.3
ALU-04498,Escola Kappa,3º Médio,Tarde,17,M,5+ SM,Fundamental Incompleto,1,95.6,86.2,71.5,78.8
ALU-04499,Escola Kappa,3º Médio,Tarde,17,M,,Fundamental Completo,1,81.8,66.1,69.3,67.7
ALU-04500,Escola Kappa,3º Médio,Tarde,18,F,Até 1 SM,Médio Completo,0,100.0,45.5,56.7,51.1
ALU-04501,Escola Kappa,3º Médio,Tarde,18,F,1-2 SM,Fundamental Incompleto,0,89.1,58.0,54.9,56.5
ALU-04502,Escola Kappa,3º Médio,Tarde,17,M,5+ SM,Médio Completo,1,93.8,73.5,77.5,75.5
ALU-04503,Escola Kappa,3º Médio,Tarde,18,M,2-3 SM,Fundamental Completo,0,56.5,43.8,40.0,41.9
ALU-04504,Escola Kappa,3º Médio,Tarde,18,M,Até 1 SM,Médio Completo,1,72.6,58.7,28.1,43.4
ALU-04505,Escola Kappa,3º Médio,Tarde,18,F,Até 1 SM,,0,77.9,40.0,55.7,47.9
ALU-04506,Escola Kappa,3º Médio,Tarde,18,M,2-3 SM,Médio Completo,1,88.5,52.7,79.1,65.9
ALU-04507,Escola Kappa,3º Médio,Tarde,18,M,1-2 SM,Superior Completo,1,87.6,73.3,82.3,77.8
ALU-04508,Escola Kappa,3º Médio,Tarde,18,M,1-2 SM,Fundamental Completo,0,84.3,45.2,64.3,54.8
ALU-04509,Escola Kappa,3º Médio,Tarde,17,F,5+ SM,Médio Completo,0,84.1,71.5,50.4,60.9
ALU-04510,Escola Kappa,3º Médio,Tarde,18,M,2-3 SM,Médio Completo,1,77.8,54.8,60.9,57.8
ALU-04511,Escola Kappa,3º Médio,Tarde,17,F,2-3 SM,Médio Completo,0,77.7,37.6,61.1,49.3
ALU-04512,Escola Kappa,3º Médio,Tarde,18,M,1-2 SM,Fundamental Incompleto,1,80.9,38.2,68.9,53.6
ALU-04513,Escola Kappa,3º Médio,Tarde,18,M,3-5 SM,,1,93.6,73.4,70.7,72.0
ALU-04514,Escola Kappa,3º Médio,Tarde,18,F,5+ SM,Médio Completo,1,84.2,76.6,75.5,76.1
ALU-04515,Escola Kappa,3º Médio,Tarde,17,F,3-5 SM,Fundamental Completo,1,98.8,91.0,73.7,82.4
ALU-04516,Escola Kappa,3º Médio,Tarde,18,M,Até 1 SM,Superior Completo,1,92.3,42.1,57.3,49.7
ALU-04517,Escola Kappa,3º Médio,Tarde,18,M,1-2 SM,Médio Completo,1,82.6,61.2,65.4,63.3
ALU-04518,Escola Kappa,3º Médio,Tarde,18,F,Até 1 SM,Médio Completo,1,100.0,69.0,57.9,63.4
ALU-04519,Escola Kappa,3º Médio,Tarde,18,M,1-2 SM,Médio Completo,1,93.9,50.4,69.5,60.0
ALU-04520,Escola Kappa,3º Médio,Tarde,18,F,1-2 SM,Médio Completo,1,83.7,52.1,58.6,55.4
ALU-04521,Escola Kappa,3º Médio,Tarde,17,M,3-5 SM,Superior Completo,1,66.3,67.7,68.9,68.3
ALU-04522,Escola Kappa,3º Médio,Tarde,18,F,,Médio Completo,1,77.4,76.4,67.0,71.7
ALU-04523,Escola Kappa,3º Médio,Tarde,17,F,3-5 SM,Fundamental Incompleto,1,87.3,70.7,69.7,70.2
ALU-04524,Escola Kappa,3º Médio,Tarde,18,F,2-3 SM,Fundamental Incompleto,1,100.0,72.8,46.6,59.7
ALU-04525,Escola Kappa,3º Médio,Tarde,18,M,Até 1 SM,Médio Completo,1,81.2,67.0,49.6,58.3
ALU-04526,Escola Kappa,3º Médio,Tarde,18,F,2-3 SM,Fundamental Completo,1,78.4,38.9,50.4,44.6
ALU-04527,Escola Kappa,3º Médio,Tarde,17,F,3-5 SM,Superior Completo,0,81.0,63.7,80.9,72.3
ALU-04528,Escola Lambda,6º Ano,Manhã,16,F,2-3 SM,Superior Completo,1,94.4,78.6,74.8,76.7
ALU-04529,Escola Lambda,6º Ano,Manhã,18,M,Até 1 SM,Médio Completo,1,73.4,35.7,32.6,34.1
ALU-04530,Escola Lambda,6º Ano,Manhã,16,F,1-2 SM,Médio Completo,1,70.2,36.3,27.9,32.1
ALU-04531,Escola Lambda,6º Ano,Manhã,16,M,2-3 SM,Fundamental Completo,1,85.8,44.4,78.7,61.5
ALU-04532,Escola Lambda,6º Ano,Manhã,16,F,1-2 SM,Fundamental Completo,1,78.8,46.4,59.7,53.1
ALU-04533,Escola Lambda,6º Ano,Manhã,17,F,2-3 SM,Médio Completo,1,95.9,69.9,39.7,54.8
ALU-04534,Escola Lambda,6º Ano,Manhã,17,F,3-5 SM,Superior Completo,1,96.2,74.3,69.2,71.8
ALU-04535,Escola Lambda,6º Ano,Manhã,16,M,3-5 SM,Médio Completo,1,84.9,75.1,75.6,75.3
ALU-04536,Escola Lambda,6º Ano,Manhã,16,M,2-3 SM,Médio Completo,1,86.8,89.5,64.5,77.0
ALU-04537,Escola Lambda,6º Ano,Manhã,16,F,3-5 SM,Fundamental Incompleto,1,79.3,86.6,72.3,79.4
ALU-04538,Escola Lambda,6º Ano,Manhã,18,M,3-5 SM,Pós-graduação,1,87.0,73.5,89.0,81.2
ALU-04539,Escola Lambda,6º Ano,Manhã,16,F,2-3 SM,Superior Completo,1,85.7,73.7,54.0,63.8
ALU-04540,Escola Lambda,6º Ano,Manhã,17,M,1-2 SM,Fundamental Completo,1,83.3,72.6,43.7,58.1
ALU-04541,Escola Lambda,6º Ano,Manhã,16,M,1-2 SM,Médio Completo,1,78.4,49.1,54.1,51.6
ALU-04542,Escola Lambda,6º Ano,Manhã,16,M,1-2 SM,Superior Completo,1,77.8,75.8,73.5,74.6
ALU-04543,Escola Lambda,6º Ano,Manhã,16,F,1-2 SM,Médio Completo,0,68.8,44.5,36.9,40.7
ALU-04544,Escola Lambda,6º Ano,Manhã,16,F,3-5 SM,,1,87.1,79.2,79.2,79.2
ALU-04545,Escola Lambda,6º Ano,Manhã,17,M,Até 1 SM,Fundamental Incompleto,1,84.2,60.3,58.5,59.4
ALU-04546,Escola Lambda,6º Ano,Manhã,18,M,1-2 SM,Superior Completo,1,70.8,48.8,36.0,42.4
ALU-04547,Escola Lambda,6º Ano,Manhã,18,M,1-2 SM,Médio Completo,1,70.5,31.6,52.0,41.8
ALU-04548,Escola Lambda,6º Ano,Manhã,17,M,1-2 SM,Fundamental Completo,1,80.6,64.6,56.1,60.3
ALU-04549,Escola Lambda,6º Ano,Manhã,17,F,5+ SM,Fundamental Incompleto,1,95.5,61.6,66.0,63.8
ALU-04550,Escola Lambda,6º Ano,Manhã,16,M,1-2 SM,Superior Completo,1,84.2,70.2,69.0,69.6
ALU-04551,Escola Lambda,6º Ano,Manhã,16,F,2-3 SM,Médio Completo,1,94.9,42.0,75.8,58.9
ALU-04552,Escola Lambda,6º Ano,Manhã,16,M,1-2 SM,Fundamental Incompleto,0,82.5,51.5,66.0,58.7
ALU-04553,Escola Lambda,6º Ano,Manhã,16,M,3-5 SM,Médio Completo,1,86.0,74.3,63.4,68.8
ALU-04554,Escola Lambda,6º Ano,Manhã,18,F,2-3 SM,Fundamental Completo,1,89.1,63.3,65.1,64.2
ALU-04555,Escola Lambda,6º Ano,Manhã,17,F,3-5 SM,Médio Completo,1,93.3,90.9,91.6,91.2
ALU-04556,Escola Lambda,6º Ano,Manhã,18,F,2-3 SM,Médio Completo,0,98.7,48.6,50.9,49.8
ALU-04557,Escola Lambda,6º Ano,Manhã,18,F,2-3 SM,Médio Completo,1,88.6,61.0,52.4,56.7
ALU-04558,Escola Lambda,6º Ano,Manhã,17,M,5+ SM,Fundamental Incompleto,1,66.9,40.8,53.4,47.1
ALU-04559,Escola Lambda,6º Ano,Manhã,18,M,2-3 SM,Fundamental Incompleto,0,92.7,47.1,56.8,52.0
ALU-04560,Escola Lambda,6º Ano,Manhã,16,M,2-3 SM,Superior Completo,1,88.1,90.6,84.9,87.8
ALU-04561,Escola Lambda,6º Ano,Manhã,18,F,5+ SM,Médio Completo,1,86.2,62.1,75.9,69.0
ALU-04562,Escola Lambda,6º Ano,Manhã,18,M,3-5 SM,Médio Completo,1,81.0,68.5,68.2,68.4
ALU-04563,Escola Lambda,6º Ano,Manhã,16,F,2-3 SM,Fundamental Completo,1,75.6,73.7,72.0,72.9
ALU-04564,Escola Lambda,6º Ano,Manhã,18,F,3-5 SM,Fundamental Incompleto,0,74.7,67.2,57.5,62.3
ALU-04565,Escola Lambda,6º Ano,Manhã,16,M,2-3 SM,Médio Completo,1,85.3,61.3,67.3,64.3
ALU-04566,Escola Lambda,6º Ano,Tarde,17,M,Até 1 SM,Fundamental Completo,1,74.1,31.4,38.3,34.8
ALU-04567,Escola Lambda,6º Ano,Tarde,18,M,Até 1 SM,Médio Completo,1,78.8,31.8,59.5,45.6
ALU-04568,Escola Lambda,6º Ano,Tarde,17,F,Até 1 SM,Pós-graduação,0,87.6,41.6,59.4,50.5
ALU-04569,Escola Lambda,6º Ano,Tarde,17,M,1-2 SM,Fundamental Completo,1,92.1,57.8,67.7,62.7
ALU-04570,Escola Lambda,6º Ano,Tarde,16,M,5+ SM,Fundamental Completo,0,79.1,80.7,43.4,62.0
ALU-04571,Escola Lambda,6º Ano,Tarde,16,M,5+ SM,Médio Completo,1,98.3,54.6,74.1,64.3
ALU-04572,Escola Lambda,6º Ano,Tarde,16,F,3-5 SM,Médio Completo,1,100.0,52.5,81.8,67.2
ALU-04573,Escola Lambda,6º Ano,Tarde,17,M,3-5 SM,Superior Completo,0,96.3,82.8,73.6,78.2
ALU-04574,Escola Lambda,6º Ano,Tarde,18,F,1-2 SM,Fundamental Completo,1,97.0,66.0,68.1,67.1
ALU-04575,Escola Lambda,6º Ano,Tarde,17,F,Até 1 SM,Superior Completo,0,96.9,62.5,93.5,78.0
ALU-04576,Escola Lambda,6º Ano,Tarde,16,M,2-3 SM,Fundamental Completo,1,79.2,73.0,57.7,65.3
ALU-04577,Escola Lambda,6º Ano,Tarde,17,F,Até 1 SM,Médio Completo,1,72.4,41.8,42.5,42.1
ALU-04578,Escola Lambda,6º Ano,Tarde,18,F,Até 1 SM,Fundamental Incompleto,1,88.0,52.0,77.0,64.5
ALU-04579,Escola Lambda,6º Ano,Tarde,18,F,5+ SM,Fundamental Completo,1,81.3,73.9,62.2,68.1
ALU-04580,Escola Lambda,6º Ano,Tarde,18,M,,Superior Completo,1,85.7,64.7,55.3,60.0
ALU-04581,Escola Lambda,6º Ano,Tarde,16,F,Até 1 SM,Médio Completo,1,73.0,64.1,52.3,58.2
ALU-04582,Escola Lambda,6º Ano,Tarde,16,F,1-2 SM,Médio Completo,1,74.6,49.0,48.1,48.5
ALU-04583,Escola Lambda,6º Ano,Tarde,17,F,1-2 SM,Pós-graduação,1,100.0,73.8,63.0,68.4
ALU-04584,Escola Lambda,6º Ano,Tarde,16,M,5+ SM,Pós-graduação,1,89.7,89.1,86.9,88.0
ALU-04585,Escola Lambda,6º Ano,Tarde,18,F,2-3 SM,Médio Completo,1,100.0,67.1,92.0,79.5
ALU-04586,Escola Lambda,6º Ano,Tarde,16,M,Até 1 SM,Pós-graduação,1,82.9,58.7,56.0,57.3
ALU-04587,Escola Lambda,6º Ano,Tarde,16,M,1-2 SM,Superior Completo,1,75.8,28.7,69.8,49.3
ALU-04588,Escola Lambda,6º Ano,Tarde,17,F,1-2 SM,Médio Completo,0,75.5,51.2,75.2,63.2
ALU-04589,Escola Lambda,6º Ano,Tarde,16,M,1-2 SM,Médio Completo,1,80.0,46.4,52.4,49.4
ALU-04590,Escola Lambda,6º Ano,Tarde,17,M,3-5 SM,Fundamental Incompleto,1,80.8,50.2,48.0,49.1
ALU-04591,Escola Lambda,6º Ano,Tarde,17,F,Até 1 SM,Pós-graduação,1,84.5,64.0,61.2,62.6
ALU-04592,Escola Lambda,7º Ano,Manhã,18,M,1-2 SM,Médio Completo,1,83.5,57.0,49.2,53.1
ALU-04593,Escola Lambda,7º Ano,Manhã,19,M,1-2 SM,Superior Completo,0,83.9,64.3,43.7,54.0
ALU-04594,Escola Lambda,7º Ano,Manhã,17,F,2-3 SM,Fundamental Completo,1,70.5,47.8,32.2,40.0
ALU-04595,Escola Lambda,7º Ano,Manhã,18,F,,Médio Completo,0,100.0,53.8,55.4,54.6
ALU-04596,Escola Lambda,7º Ano,Manhã,17,M,2-3 SM,Superior Completo,1,82.3,85.5,78.9,82.2
ALU-04597,Escola Lambda,7º Ano,Manhã,19,M,3-5 SM,Médio Completo,0,79.2,44.7,65.2,54.9
ALU-04598,Escola Lambda,7º Ano,Manhã,19,F,1-2 SM,Médio Completo,0,88.8,43.9,51.5,47.7
ALU-04599,Escola Lambda,7º Ano,Manhã,18,F,1-2 SM,Fundamental Incompleto,1,94.6,49.3,43.0,46.2
ALU-04600,Escola Lambda,7º Ano,Manhã,18,F,5+ SM,Fundamental Incompleto,1,82.8,81.1,91.8,86.4
ALU-04601,Escola Lambda,7º Ano,Manhã,18,F,3-5 SM,Médio Completo,0,87.2,56.9,73.7,65.3
ALU-04602,Escola Lambda,7º Ano,Manhã,19,M,1-2 SM,Pós-graduação,1,86.2,70.4,82.7,76.6
ALU-04603,Escola Lambda,7º Ano,Manhã,18,M,1-2 SM,Fundamental Completo,0,95.4,66.8,59.0,62.9
ALU-04604,Escola Lambda,7º Ano,Manhã,18,F,2-3 SM,Superior Completo,1,93.7,73.7,71.3,72.5
ALU-04605,Escola Lambda,7º Ano,Manhã,18,F,1-2 SM,Fundamental Incompleto,0,86.5,64.6,54.8,59.7
ALU-04606,Escola Lambda,7º Ano,Manhã,19,M,2-3 SM,Superior Completo,1,92.3,78.1,67.5,72.8
ALU-04607,Escola Lambda,7º Ano,Manhã,17,M,1-2 SM,Fundamental Incompleto,0,97.0,66.5,53.0,59.7
ALU-04608,Escola Lambda,7º Ano,Manhã,19,M,1-2 SM,Médio Completo,1,100.0,60.2,73.0,66.6
ALU-04609,Escola Lambda,7º Ano,Manhã,17,M,5+ SM,Médio Completo,0,87.7,49.2,64.7,57.0
ALU-04610,Escola Lambda,7º Ano,Manhã,17,F,3-5 SM,Médio Completo,0,97.4,70.0,66.9,68.4
ALU-04611,Escola Lambda,7º Ano,Manhã,17,M,1-2 SM,Superior Completo,1,77.9,79.2,79.6,79.4
ALU-04612,Escola Lambda,7º Ano,Manhã,18,M,1-2 SM,Fundamental Incompleto,0,94.7,68.9,45.3,57.1
ALU-04613,Escola Lambda,7º Ano,Manhã,17,F,1-2 SM,Pós-graduação,0,86.9,76.2,54.4,65.3
ALU-04614,Escola Lambda,7º Ano,Manhã,17,F,3-5 SM,Médio Completo,1,78.9,77.8,66.1,71.9
ALU-04615,Escola Lambda,7º Ano,Manhã,19,F,Até 1 SM,Fundamental Completo,1,84.4,57.2,82.2,69.7
ALU-04616,Escola Lambda,7º Ano,Manhã,19,M,1-2 SM,Médio Completo,0,79.3,43.1,61.0,52.1
ALU-04617,Escola Lambda,7º Ano,Manhã,19,F,3-5 SM,Médio Completo,0,76.9,57.5,62.2,59.9
ALU-04618,Escola Lambda,7º Ano,Manhã,17,F,Até 1 SM,Médio Completo,0,77.8,36.1,54.6,45.3
ALU-04619,Escola Lambda,7º Ano,Manhã,18,F,1-2 SM,Superior Completo,1,87.1,72.5,87.9,80.2
ALU-04620,Escola Lambda,7º Ano,Manhã,19,M,1-2 SM,Médio Completo,1,97.7,57.7,84.6,71.1
ALU-04621,Escola Lambda,7º Ano,Tarde,19,F,2-3 SM,,1,78.6,59.0,67.9,63.5
ALU-04622,Escola Lambda,7º Ano,Tarde,17,F,2-3 SM,Médio Completo,1,95.7,74.6,65.8,70.2
ALU-04623,Escola Lambda,7º Ano,Tarde,18,M,Até 1 SM,Fundamental Completo,0,74.6,36.8,39.8,38.3
ALU-04624,Escola Lambda,7º Ano,Tarde,18,F,1-2 SM,Pós-graduação,1,82.1,74.9,60.7,67.8
ALU-04625,Escola Lambda,7º Ano,Tarde,18,F,2-3 SM,Fundamental Incompleto,0,84.7,46.2,60.7,53.5
ALU-04626,Escola Lambda,7º Ano,Tarde,18,M,2-3 SM,Fundamental Incompleto,1,100.0,67.5,85.3,76.4
ALU-04627,Escola Lambda,7º Ano,Tarde,19,M,1-2 SM,Fundamental Completo,0,85.0,56.8,73.9,65.3
ALU-04628,Escola Lambda,7º Ano,Tarde,19,F,2-3 SM,Fundamental Incompleto,1,99.3,53.9,65.3,59.6
ALU-04629,Escola Lambda,7º Ano,Tarde,19,M,1-2 SM,Superior Completo,1,100.0,68.9,86.5,77.7
ALU-04630,Escola Lambda,7º Ano,Tarde,18,M,3-5 SM,Médio Completo,0,85.5,56.1,46.6,51.3
ALU-04631,Escola Lambda,7º Ano,Tarde,19,M,Até 1 SM,Fundamental Completo,1,64.8,41.1,38.6,39.8
ALU-04632,Escola Lambda,7º Ano,Tarde,19,F,1-2 SM,Fundamental Incompleto,1,100.0,70.9,91.4,81.2
ALU-04633,Escola Lambda,7º Ano,Tarde,18,F,5+ SM,Fundamental Incompleto,1,76.1,78.5,70.4,74.5
ALU-04634,Escola Lambda,7º Ano,Tarde,19,F,2-3 SM,Pós-graduação,1,87.6,67.7,68.1,67.9
ALU-04635,Escola Lambda,7º Ano,Tarde,17,M,2-3 SM,Médio Completo,1,72.8,62.8,54.3,58.6
ALU-04636,Escola Lambda,7º Ano,Tarde,19,M,2-3 SM,Fundamental Completo,1,79.6,56.1,82.1,69.1
ALU-04637,Escola Lambda,7º Ano,Tarde,19,M,,Superior Completo,1,91.3,79.3,66.7,73.0
ALU-04638,Escola Lambda,7º Ano,Tarde,19,M,1-2 SM,,1,100.0,53.4,65.5,59.5
ALU-04639,Escola Lambda,7º Ano,Tarde,18,M,1-2 SM,Superior Completo,1,100.0,74.5,88.2,81.4
ALU-04640,Escola Lambda,7º Ano,Tarde,18,F,Até 1 SM,Médio Completo,1,78.7,48.4,57.7,53.0
ALU-04641,Escola Lambda,7º Ano,Tarde,17,F,1-2 SM,Médio Completo,1,80.9,64.1,51.5,57.8
ALU-04642,Escola Lambda,7º Ano,Tarde,18,F,2-3 SM,Médio Completo,1,79.4,70.5,60.6,65.5
ALU-04643,Escola Lambda,7º Ano,Tarde,17,M,,Fundamental Completo,1,63.8,40.4,67.3,53.8
ALU-04644,Escola Lambda,7º Ano,Tarde,18,F,1-2 SM,Fundamental Incompleto,1,88.2,55.8,76.3,66.0
ALU-04645,Escola Lambda,7º Ano,Tarde,18,M,1-2 SM,Fundamental Completo,0,72.9,35.8,42.7,39.2
