manutencao_id,veiculo_id,tipo_veiculo,ano_fabricacao,data_manutencao,oficina,tipo_manutencao,componente,custo_reais,tempo_parado_horas,km_odometro,cidade_servico
MAN-03796,VEI-0038,Utilitário,2016,2023-10-02,MecaPremium,Preventiva,Arrefecimento,404.48,6.4,110146,Teresina
MAN-03797,VEI-0141,Utilitário,2021,2024-05-18,MecaPremium,Corretiva,Direção,1213.23,29.8,348507,Sobral
MAN-03798,VEI-0131,Caminhão,2018,2024-09-30,Pneus & Cia,Corretiva,Suspensão,1300.63,35.5,190128,Fortaleza
MAN-03799,VEI-0191,Utilitário,2019,2024-01-20,Pneus & Cia,Corretiva,Arrefecimento,858.62,29.5,163794,Fortaleza
MAN-03800,VEI-0055,Utilitário,2021,2024-06-30,MecaPremium,Corretiva,Pneus,3852.6,16.5,201276,Juazeiro do Norte
MAN-03801,VEI-0122,Caminhão,2020,2024-07-29,Retífica Ceará,Corretiva,Freios,698.69,27.8,347920,Maracanaú
MAN-03802,VEI-0051,Van,2017,2024-10-10,Moto Peças,Corretiva,Elétrica,453.84,28.6,129177,Caucaia
MAN-03803,VEI-0129,Utilitário,2022,2023-08-07,MecaPremium,Corretiva,Direção,868.74,24.0,173230,Caucaia
MAN-03804,VEI-0198,Caminhão,2023,2024-08-11,ServiCar Express,Preventiva,Motor,1642.65,1.0,181288,Juazeiro do Norte
MAN-03805,VEI-0094,Utilitário,2017,2023-07-06,AutoCenter VIP,Corretiva,Arrefecimento,1347.85,32.2,308421,Sobral
MAN-03806,VEI-0098,Utilitário,2019,2024-05-27,Auto Elétrica Norte,Corretiva,Direção,1045.06,20.4,210232,Juazeiro do Norte
MAN-03807,VEI-0054,Van,2019,2024-02-04,Freios Total,Preventiva,Elétrica,540.24,6.1,272963,Maracanaú
MAN-03808,VEI-0089,Van,2022,2024-08-02,Auto Elétrica Norte,Preventiva,Transmissão,1845.98,,342791,Fortaleza
MAN-03809,VEI-0053,Utilitário,2021,2024-04-04,Pneus & Cia,Preventiva,Elétrica,442.35,16.0,313938,Juazeiro do Norte
MAN-03810,VEI-0125,Van,2021,2024-11-07,Oficina Popular,Corretiva,Motor,3601.23,9.5,190204,Fortaleza
MAN-03811,VEI-0026,Van,2020,2023-08-27,Moto Peças,Corretiva,Direção,711.96,24.5,211019,Juazeiro do Norte
MAN-03812,VEI-0122,Caminhão,2020,2024-07-09,Auto Elétrica Norte,Corretiva,Freios,536.77,38.3,346646,Maracanaú
MAN-03813,VEI-0179,Caminhão,2016,2024-08-10,Auto Elétrica Norte,Corretiva,Motor,2408.1,29.9,333854,Sobral
MAN-03814,VEI-0096,Van,2016,2024-02-23,AutoCenter VIP,Corretiva,Direção,1275.47,22.5,288267,Juazeiro do Norte
MAN-03815,VEI-0072,Van,2017,2024-07-06,Auto Elétrica Norte,Preventiva,Freios,758.05,1.0,75323,Caucaia
MAN-03816,VEI-0018,Van,2018,2024-12-03,Pneus & Cia,Corretiva,Suspensão,1629.57,19.8,266385,Sobral
MAN-03817,VEI-0004,Utilitário,2020,2023-09-01,Retífica Ceará,Preventiva,Transmissão,1403.74,6.8,298448,Fortaleza
MAN-03818,VEI-0144,Caminhão,2020,2024-02-01,Freios Total,Corretiva,Elétrica,604.33,32.1,152988,Sobral
MAN-03819,VEI-0103,Van,2015,2024-09-25,Auto Elétrica Norte,Corretiva,Suspensão,1356.05,27.7,226118,Juazeiro do Norte
MAN-03820,VEI-0105,Van,2021,2024-02-03,Oficina Popular,Corretiva,Freios,831.88,12.3,167471,Caucaia
MAN-03821,VEI-0180,Van,2015,2023-08-16,Oficina Popular,Preventiva,Elétrica,510.03,,266038,Sobral
MAN-03822,VEI-0013,Van,2019,2023-10-14,Retífica Ceará,Corretiva,Motor,2103.95,,268080,Sobral
MAN-03823,VEI-0143,Van,2022,2024-09-09,AutoCenter VIP,Corretiva,Suspensão,2462.92,26.5,233631,Fortaleza
MAN-03824,VEI-0179,Caminhão,2016,2024-02-24,Freios Total,Corretiva,Freios,915.29,21.7,352756,Sobral
MAN-03825,VEI-0059,Van,2023,2024-03-28,Mecânica Central,Corretiva,Pneus,1734.0,32.2,177595,Fortaleza
MAN-03826,VEI-0102,Caminhão,2023,2024-11-19,Mecânica Central,Corretiva,Suspensão,1038.62,20.6,265922,Caucaia
MAN-03827,VEI-0087,Caminhão,2020,2024-02-08,Mecânica Central,Corretiva,Direção,1016.38,23.8,154646,Maracanaú
MAN-03828,VEI-0026,Van,2020,2024-05-06,Moto Peças,Preventiva,Elétrica,435.98,7.4,175992,Juazeiro do Norte
MAN-03829,VEI-0173,Van,2023,2024-02-05,AutoCenter VIP,Preventiva,Direção,551.35,12.4,46311,Maracanaú
MAN-03830,VEI-0108,Van,2021,2023-08-20,AutoCenter VIP,Corretiva,Suspensão,2715.64,17.8,374603,Maracanaú
MAN-03831,VEI-0160,Caminhão,2017,2024-09-29,Freios Total,Corretiva,Direção,1077.03,18.0,261803,Juazeiro do Norte
MAN-03832,VEI-0077,Utilitário,2015,2024-09-26,Auto Elétrica Norte,Corretiva,Arrefecimento,418.94,24.2,171654,Juazeiro do Norte
MAN-03833,VEI-0082,Van,2022,2024-06-17,AutoCenter VIP,Corretiva,Arrefecimento,484.95,28.5,309071,Recife
MAN-03834,VEI-0026,Van,2020,2023-10-07,Mecânica Central,Preventiva,Direção,224.7,2.3,159261,Juazeiro do Norte
MAN-03835,VEI-0070,Van,2017,2024-05-31,Pneus & Cia,Corretiva,Motor,1467.55,17.5,202055,Juazeiro do Norte
MAN-03836,VEI-0052,Caminhão,2021,2024-10-09,Moto Peças,Preventiva,Freios,50.0,10.6,338622,Caucaia
MAN-03837,VEI-0100,Van,2020,2023-09-13,Auto Elétrica Norte,Corretiva,Elétrica,629.52,32.5,198741,Maracanaú
MAN-03838,VEI-0122,Caminhão,2020,2023-10-09,Oficina Popular,Corretiva,Suspensão,754.92,29.8,348217,Maracanaú
MAN-03839,VEI-0089,Van,2022,2024-11-27,Retífica Ceará,Preventiva,Transmissão,2026.12,7.7,333558,Fortaleza
MAN-03840,VEI-0026,Van,2020,2024-06-04,MecaPremium,Preventiva,Pneus,905.91,6.7,211754,Recife
MAN-03841,VEI-0140,Caminhão,2022,2024-07-31,Moto Peças,Preventiva,Direção,636.74,,290765,Juazeiro do Norte
MAN-03842,VEI-0072,Van,2017,2024-01-07,Oficina Popular,Corretiva,Motor,1619.15,22.6,77221,Caucaia
MAN-03843,VEI-0071,Van,2021,2024-09-17,MecaPremium,Corretiva,Pneus,1913.66,25.7,238038,Teresina
MAN-03844,VEI-0180,Van,2015,2023-07-22,ServiCar Express,Corretiva,Freios,1119.44,28.4,275342,Teresina
MAN-03845,VEI-0020,Utilitário,2015,2024-08-24,AutoCenter VIP,Preventiva,Motor,2640.94,2.9,242300,Fortaleza
MAN-03846,VEI-0073,Caminhão,2016,2023-12-18,ServiCar Express,Corretiva,Direção,1765.94,35.9,169322,Fortaleza
MAN-03847,VEI-0057,Utilitário,2015,2024-11-22,Retífica Ceará,Preventiva,Freios,258.47,8.7,291936,Caucaia
MAN-03848,VEI-0018,Van,2018,2024-01-24,Retífica Ceará,Corretiva,Direção,965.87,27.8,280058,Sobral
MAN-03849,VEI-0047,Van,2022,2024-09-11,Retífica Ceará,Corretiva,Elétrica,463.69,28.9,183021,Caucaia
MAN-03850,VEI-0023,Caminhão,2021,2023-10-29,MecaPremium,Corretiva,Pneus,3030.35,23.9,337161,Teresina
MAN-03851,VEI-0123,Caminhão,2020,2023-08-08,AutoCenter VIP,Preventiva,Freios,1150.52,2.5,348105,Maracanaú
MAN-03852,VEI-0112,Van,2019,2024-05-02,Mecânica Central,Corretiva,Direção,946.01,18.9,317558,Sobral
MAN-03853,VEI-0116,Caminhão,2022,2024-07-16,Retífica Ceará,Corretiva,Arrefecimento,991.44,,320085,Caucaia
MAN-03854,VEI-0160,Caminhão,2017,2024-05-19,Freios Total,Preventiva,Transmissão,1246.53,14.2,268241,Juazeiro do Norte
MAN-03855,VEI-0152,Van,2023,2023-09-12,AutoCenter VIP,Corretiva,Pneus,3387.52,24.2,50555,Sobral
MAN-03856,VEI-0164,Van,2016,2023-09-19,Moto Peças,Corretiva,Pneus,1991.94,26.1,297195,Caucaia
MAN-03857,VEI-0186,Caminhão,2017,2024-05-11,Freios Total,Preventiva,Transmissão,1380.33,10.6,298739,Maracanaú
MAN-03858,VEI-0136,Caminhão,2015,2023-11-08,ServiCar Express,Preventiva,Elétrica,688.5,12.5,212976,Salvador
MAN-03859,VEI-0108,Van,2021,2024-12-13,Mecânica Central,Preventiva,Motor,1316.24,10.0,330967,Maracanaú
MAN-03860,VEI-0129,Utilitário,2022,2024-06-18,Auto Elétrica Norte,Preventiva,Motor,1445.56,5.0,149032,Caucaia
MAN-03861,VEI-0125,Van,2021,2024-09-15,ServiCar Express,Corretiva,Transmissão,5253.83,16.2,162505,Teresina
MAN-03862,VEI-0019,Utilitário,2021,2023-08-14,Freios Total,Corretiva,Elétrica,712.18,39.2,222916,Juazeiro do Norte
MAN-03863,VEI-0038,Utilitário,2016,2024-08-25,Oficina Popular,Preventiva,Freios,249.04,11.3,82912,Juazeiro do Norte
MAN-03864,VEI-0167,Caminhão,2018,2023-12-30,Pneus & Cia,Corretiva,Arrefecimento,850.56,22.2,306610,Maracanaú
MAN-03865,VEI-0199,Van,2016,2024-02-27,ServiCar Express,Corretiva,Transmissão,7482.98,35.5,279244,Sobral
MAN-03866,VEI-0192,Caminhão,2019,2023-09-05,MecaPremium,Corretiva,Pneus,1998.67,24.1,198949,Juazeiro do Norte
MAN-03867,VEI-0026,Van,2020,2024-08-07,AutoCenter VIP,Preventiva,Pneus,1982.39,11.3,202134,Juazeiro do Norte
MAN-03868,VEI-0109,Utilitário,2016,2024-01-06,ServiCar Express,Corretiva,Pneus,3276.94,22.2,177927,Juazeiro do Norte
MAN-03869,VEI-0105,Van,2021,2024-03-08,Retífica Ceará,Corretiva,Arrefecimento,503.88,25.6,200497,Caucaia
MAN-03870,VEI-0089,Van,2022,2024-12-24,Retífica Ceará,Preventiva,Direção,554.28,7.3,370870,Fortaleza
MAN-03871,VEI-0158,Utilitário,2020,2023-09-01,MecaPremium,Preventiva,Elétrica,583.49,12.9,135706,Maracanaú
MAN-03872,VEI-0121,Utilitário,2021,2023-07-25,Auto Elétrica Norte,Corretiva,Elétrica,821.4,20.9,140206,Maracanaú
MAN-03873,VEI-0134,Utilitário,2023,2024-10-27,Auto Elétrica Norte,Corretiva,Freios,1121.1,31.6,57140,Fortaleza
MAN-03874,VEI-0146,Utilitário,2017,2024-03-08,Freios Total,Preventiva,Motor,1052.65,1.8,311269,Sobral
MAN-03875,VEI-0199,Van,2016,2024-07-09,AutoCenter VIP,Corretiva,Suspensão,1907.98,27.2,308380,Sobral
MAN-03876,VEI-0145,Van,2016,2024-05-26,Auto Elétrica Norte,Preventiva,Freios,541.28,6.2,88093,Sobral
MAN-03877,VEI-0148,Utilitário,2016,2023-11-08,ServiCar Express,Corretiva,Direção,1219.98,8.4,218707,Fortaleza
MAN-03878,VEI-0061,Van,2023,2024-12-24,Pneus & Cia,Corretiva,Elétrica,725.64,12.0,236825,Fortaleza
MAN-03879,VEI-0029,Van,2020,2023-10-19,Retífica Ceará,Preventiva,Elétrica,560.87,5.3,284168,Caucaia
MAN-03880,VEI-0057,Utilitário,2015,2024-04-01,ServiCar Express,Corretiva,Motor,5616.78,30.5,304508,Teresina
MAN-03881,VEI-0022,Caminhão,2016,2024-09-23,ServiCar Express,Corretiva,Freios,1084.15,21.4,175719,Fortaleza
MAN-03882,VEI-0001,Caminhão,2016,2024-08-12,Freios Total,Corretiva,Elétrica,591.25,16.8,34393,Fortaleza
MAN-03883,VEI-0085,Van,2020,2024-01-09,MecaPremium,Corretiva,Suspensão,1463.31,25.9,97704,Teresina
MAN-03884,VEI-0071,Van,2021,2024-05-27,MecaPremium,Preventiva,Direção,1142.02,1.0,253712,Fortaleza
MAN-03885,VEI-0094,Utilitário,2017,2024-01-21,ServiCar Express,Corretiva,Motor,4425.22,30.8,253004,Sobral
MAN-03886,VEI-0136,Caminhão,2015,2024-07-04,Retífica Ceará,Preventiva,Direção,856.61,1.0,166373,Maracanaú
MAN-03887,VEI-0160,Caminhão,2017,2024-08-15,AutoCenter VIP,Preventiva,Direção,487.76,10.2,266713,Juazeiro do Norte
MAN-03888,VEI-0080,Van,2021,2023-09-04,AutoCenter VIP,Corretiva,Pneus,2430.02,25.1,114962,Juazeiro do Norte
MAN-03889,VEI-0069,Caminhão,2017,2023-12-03,Pneus & Cia,Preventiva,Direção,639.64,5.0,99000,Caucaia
MAN-03890,VEI-0026,Van,2020,2024-05-05,Pneus & Cia,Corretiva,Motor,1676.74,11.6,175750,Juazeiro do Norte
MAN-03891,VEI-0082,Van,2022,2024-09-26,Moto Peças,Corretiva,Pneus,1845.17,27.1,271607,Caucaia
MAN-03892,VEI-0143,Van,2022,2024-03-30,AutoCenter VIP,Corretiva,Motor,5554.77,23.3,240694,Fortaleza
MAN-03893,VEI-0128,Utilitário,2022,2024-09-05,Moto Peças,Corretiva,Freios,676.49,17.2,86795,Maracanaú
MAN-03894,VEI-0053,Utilitário,2021,2024-08-28,Oficina Popular,Corretiva,Suspensão,685.72,30.0,277567,Juazeiro do Norte
MAN-03895,VEI-0041,Caminhão,2019,2024-08-02,Oficina Popular,Corretiva,Arrefecimento,706.18,17.5,20202,Caucaia
MAN-03896,VEI-0076,Utilitário,2016,2024-03-11,ServiCar Express,Corretiva,Motor,4837.3,21.0,156971,Juazeiro do Norte
MAN-03897,VEI-0023,Caminhão,2021,2024-10-15,Retífica Ceará,Preventiva,Elétrica,464.99,6.7,366027,Caucaia
MAN-03898,VEI-0074,Caminhão,2023,2024-05-28,AutoCenter VIP,Preventiva,Motor,3897.42,8.5,176185,Caucaia
MAN-03899,VEI-0075,Utilitário,2017,2024-08-17,ServiCar Express,Corretiva,Arrefecimento,1033.88,30.8,282494,Fortaleza
MAN-03900,VEI-0167,Caminhão,2018,2024-09-07,AutoCenter VIP,Preventiva,Suspensão,799.35,9.4,318400,Maracanaú
MAN-03901,VEI-0194,Van,2017,2023-09-08,Pneus & Cia,Preventiva,Motor,1409.69,14.9,366360,Juazeiro do Norte
MAN-03902,VEI-0119,Caminhão,2020,2024-08-25,Auto Elétrica Norte,Preventiva,Motor,3301.43,18.6,203498,Maracanaú
MAN-03903,VEI-0146,Utilitário,2017,2023-09-11,Oficina Popular,Preventiva,Suspensão,808.92,3.5,314575,Sobral
MAN-03904,VEI-0138,Utilitário,2016,2023-09-02,Auto Elétrica Norte,Corretiva,Elétrica,710.39,26.9,153844,Sobral
MAN-03905,VEI-0053,Utilitário,2021,2024-11-18,Oficina Popular,Preventiva,Elétrica,525.96,7.3,291079,Juazeiro do Norte
MAN-03906,VEI-0051,Van,2017,2024-06-29,MecaPremium,Corretiva,Freios,1664.36,15.2,174809,Teresina
MAN-03907,VEI-0069,Caminhão,2017,2024-10-03,Oficina Popular,Corretiva,Arrefecimento,836.12,17.7,142366,Caucaia
MAN-03908,VEI-0178,Utilitário,2018,2024-09-25,AutoCenter VIP,Preventiva,Direção,1030.23,12.6,55605,Teresina
MAN-03909,VEI-0007,Caminhão,2019,2024-11-28,Retífica Ceará,Corretiva,Pneus,1536.5,18.4,340188,Sobral
MAN-03910,VEI-0034,Caminhão,2021,2024-02-17,Oficina Popular,Corretiva,Transmissão,3832.84,26.8,324326,Juazeiro do Norte
MAN-03911,VEI-0009,Caminhão,2018,2024-06-24,AutoCenter VIP,Corretiva,Transmissão,5530.44,20.9,282977,Maracanaú
MAN-03912,VEI-0041,Caminhão,2019,2024-06-25,Auto Elétrica Norte,Preventiva,Pneus,204.5,12.5,72478,Caucaia
MAN-03913,VEI-0116,Caminhão,2022,2023-11-02,Moto Peças,Corretiva,Motor,2953.55,29.8,328114,Caucaia
MAN-03914,VEI-0161,Utilitário,2021,2024-06-03,Oficina Popular,Corretiva,Arrefecimento,1044.19,,150143,Caucaia
MAN-03915,VEI-0189,Utilitário,2023,2024-11-28,Oficina Popular,Preventiva,Freios,381.07,9.0,216160,Caucaia
MAN-03916,VEI-0186,Caminhão,2017,2024-08-29,Mecânica Central,Preventiva,Transmissão,1821.03,14.9,248008,Maracanaú
MAN-03917,VEI-0158,Utilitário,2020,2024-04-01,MecaPremium,Corretiva,Elétrica,516.2,26.6,124378,Maracanaú
MAN-03918,VEI-0106,Caminhão,2017,2024-10-29,Mecânica Central,Corretiva,Freios,283.38,24.2,161019,Fortaleza
MAN-03919,VEI-0156,Caminhão,2020,2024-03-01,Oficina Popular,Corretiva,Suspensão,1374.59,,32674,Juazeiro do Norte
MAN-03920,VEI-0071,Van,2021,2024-11-23,Retífica Ceará,Corretiva,Elétrica,795.43,17.6,233341,Fortaleza
MAN-03921,VEI-0090,Caminhão,2020,2024-08-04,ServiCar Express,Preventiva,Pneus,868.72,9.5,58839,Teresina
MAN-03922,VEI-0132,Van,2016,2023-08-26,Auto Elétrica Norte,Corretiva,Direção,1334.45,30.3,113346,Juazeiro do Norte
MAN-03923,VEI-0056,Caminhão,2020,2024-08-31,AutoCenter VIP,Corretiva,Freios,939.32,31.3,99288,Salvador
MAN-03924,VEI-0093,Utilitário,2019,2024-12-02,MecaPremium,Corretiva,Motor,3397.48,24.8,181999,Salvador
MAN-03925,VEI-0143,Van,2022,2023-08-25,AutoCenter VIP,Corretiva,Direção,1066.49,16.0,285385,Fortaleza
MAN-03926,VEI-0195,Caminhão,2019,2023-07-21,Mecânica Central,Preventiva,Direção,379.36,1.0,296654,Fortaleza
MAN-03927,VEI-0112,Van,2019,2023-10-29,ServiCar Express,Corretiva,Suspensão,2521.03,20.7,321559,Sobral
MAN-03928,VEI-0001,Caminhão,2016,2023-12-05,ServiCar Express,Corretiva,Arrefecimento,1064.45,20.6,65473,Fortaleza
MAN-03929,VEI-0150,Van,2015,2024-01-01,Oficina Popular,Corretiva,Suspensão,1425.42,20.3,143386,Caucaia
MAN-03930,VEI-0028,Caminhão,2016,2024-09-20,Pneus & Cia,Corretiva,Freios,954.63,25.9,266116,Sobral
MAN-03931,VEI-0020,Utilitário,2015,2024-12-29,MecaPremium,Preventiva,Transmissão,3473.6,15.8,230370,Fortaleza
MAN-03932,VEI-0058,Van,2020,2024-09-12,MecaPremium,Corretiva,Motor,5812.19,19.9,273315,Maracanaú
MAN-03933,VEI-0135,Van,2018,2024-03-17,Freios Total,Corretiva,Arrefecimento,578.28,23.4,229996,Fortaleza
MAN-03934,VEI-0161,Utilitário,2021,2023-09-06,Auto Elétrica Norte,Preventiva,Pneus,982.2,5.2,129149,Caucaia
MAN-03935,VEI-0114,Van,2016,2024-04-30,Freios Total,Preventiva,Elétrica,549.88,9.1,40414,Sobral
MAN-03936,VEI-0058,Van,2020,2024-05-11,Mecânica Central,Corretiva,Pneus,1628.11,21.5,272919,Maracanaú
MAN-03937,VEI-0043,Utilitário,2017,2024-11-11,Oficina Popular,Preventiva,Pneus,1132.18,7.9,247015,Juazeiro do Norte
MAN-03938,VEI-0102,Caminhão,2023,2024-12-09,AutoCenter VIP,Corretiva,Suspensão,1931.24,33.2,269865,Caucaia
MAN-03939,VEI-0034,Caminhão,2021,2023-10-04,AutoCenter VIP,Corretiva,Direção,847.47,18.9,318396,Juazeiro do Norte
MAN-03940,VEI-0006,Caminhão,2016,2023-09-20,Oficina Popular,Corretiva,Elétrica,510.88,24.3,212770,Sobral
MAN-03941,VEI-0084,Caminhão,2023,2023-09-28,Moto Peças,Corretiva,Pneus,785.97,20.6,368324,Juazeiro do Norte
MAN-03942,VEI-0052,Caminhão,2021,2024-01-21,AutoCenter VIP,Corretiva,Suspensão,1476.13,20.2,341111,Salvador
MAN-03943,VEI-0049,Caminhão,2015,2024-12-02,ServiCar Express,Corretiva,Pneus,2399.96,19.4,268826,Teresina
MAN-03944,VEI-0100,Van,2020,2023-08-06,Oficina Popular,Corretiva,Elétrica,788.14,18.7,186484,Maracanaú
MAN-03945,VEI-0127,Utilitário,2020,2024-08-11,Retífica Ceará,Preventiva,Direção,89.21,17.3,188587,Juazeiro do Norte
MAN-03946,VEI-0073,Caminhão,2016,2024-06-03,Auto Elétrica Norte,Corretiva,Arrefecimento,839.97,29.2,164951,Fortaleza
MAN-03947,VEI-0032,Utilitário,2016,2024-11-03,ServiCar Express,Preventiva,Motor,2468.66,1.8,139901,Teresina
MAN-03948,VEI-0049,Caminhão,2015,2023-10-28,MecaPremium,Preventiva,Motor,2817.05,9.1,267750,Teresina
MAN-03949,VEI-0185,Utilitário,2022,2023-11-24,Retífica Ceará,Preventiva,Motor,2659.68,1.0,265215,Maracanaú
MAN-03950,VEI-0133,Van,2016,2024-09-09,Retífica Ceará,Corretiva,Arrefecimento,238.43,26.1,311135,Sobral
MAN-03951,VEI-0167,Caminhão,2018,2024-04-04,ServiCar Express,Corretiva,Transmissão,3674.72,16.6,374563,Maracanaú
MAN-03952,VEI-0152,Van,2023,2024-10-02,Auto Elétrica Norte,Corretiva,Direção,806.35,33.3,112728,Sobral
MAN-03953,VEI-0182,Van,2022,2024-05-29,MecaPremium,Corretiva,Freios,1376.26,14.8,124928,Recife
MAN-03954,VEI-0157,Utilitário,2022,2023-08-08,Mecânica Central,Preventiva,Freios,897.06,5.3,266611,Maracanaú
MAN-03955,VEI-0037,Van,2018,2024-02-04,AutoCenter VIP,Corretiva,Suspensão,3265.47,14.4,90562,Maracanaú
MAN-03956,VEI-0046,Utilitário,2015,2024-11-30,ServiCar Express,Corretiva,Pneus,1961.56,23.7,34587,Juazeiro do Norte
MAN-03957,VEI-0037,Van,2018,2024-05-01,ServiCar Express,Corretiva,Suspensão,1848.19,26.6,113164,Salvador
MAN-03958,VEI-0180,Van,2015,2023-12-04,ServiCar Express,Corretiva,Freios,682.11,33.7,243519,Sobral
MAN-03959,VEI-0187,Utilitário,2022,2024-03-13,AutoCenter VIP,Corretiva,Pneus,2784.43,14.1,80625,Caucaia
MAN-03960,VEI-0148,Utilitário,2016,2024-10-08,Moto Peças,Corretiva,Elétrica,477.18,27.8,239758,Fortaleza
MAN-03961,VEI-0034,Caminhão,2021,2024-10-03,MecaPremium,Corretiva,Elétrica,1170.08,21.6,368030,Juazeiro do Norte
MAN-03962,VEI-0161,Utilitário,2021,2024-06-10,Moto Peças,Corretiva,Transmissão,3017.03,26.3,117226,Caucaia
MAN-03963,VEI-0182,Van,2022,2024-05-10,Pneus & Cia,Preventiva,Direção,730.73,1.0,142426,Fortaleza
MAN-03964,VEI-0162,Utilitário,2020,2024-05-15,Auto Elétrica Norte,Corretiva,Pneus,1709.99,18.9,144151,Juazeiro do Norte
MAN-03965,VEI-0086,Van,2018,2023-07-18,Freios Total,Corretiva,Arrefecimento,995.2,16.8,214991,Caucaia
MAN-03966,VEI-0040,Van,2021,2024-08-30,Auto Elétrica Norte,Corretiva,Arrefecimento,695.34,30.0,357871,Caucaia
MAN-03967,VEI-0021,Van,2021,2024-04-22,AutoCenter VIP,Corretiva,Transmissão,3096.49,39.2,58500,Fortaleza
MAN-03968,VEI-0106,Caminhão,2017,2024-06-26,MecaPremium,Corretiva,Suspensão,2079.63,29.3,201921,Teresina
MAN-03969,VEI-0033,Van,2021,2023-08-30,ServiCar Express,Corretiva,Direção,749.17,27.3,346642,Caucaia
MAN-03970,VEI-0112,Van,2019,2023-07-04,Pneus & Cia,Corretiva,Arrefecimento,894.9,25.3,316105,Sobral
MAN-03971,VEI-0140,Caminhão,2022,2023-09-07,ServiCar Express,Corretiva,Pneus,2148.2,18.8,262358,Juazeiro do Norte
MAN-03972,VEI-0141,Utilitário,2021,2024-04-10,Freios Total,Corretiva,Motor,4098.37,24.6,303051,Sobral
MAN-03973,VEI-0069,Caminhão,2017,2024-07-11,Mecânica Central,Corretiva,Freios,853.78,18.9,117480,Caucaia
MAN-03974,VEI-0126,Caminhão,2017,2024-11-29,Mecânica Central,Preventiva,Elétrica,221.27,1.0,44051,Juazeiro do Norte
MAN-03975,VEI-0115,Van,2019,2024-08-18,MecaPremium,Preventiva,Pneus,1776.84,1.0,114198,Juazeiro do Norte
MAN-03976,VEI-0084,Caminhão,2023,2024-07-16,MecaPremium,Corretiva,Suspensão,1592.97,32.9,332589,Juazeiro do Norte
MAN-03977,VEI-0062,Caminhão,2022,2024-02-04,Pneus & Cia,Corretiva,Pneus,2013.88,15.4,149886,Caucaia
MAN-03978,VEI-0189,Utilitário,2023,2024-08-22,Freios Total,Corretiva,Pneus,1441.02,16.1,263884,Caucaia
MAN-03979,VEI-0155,Utilitário,2018,2024-05-14,Pneus & Cia,Corretiva,Direção,267.95,30.3,248877,Fortaleza
MAN-03980,VEI-0128,Utilitário,2022,2024-09-16,MecaPremium,Corretiva,Pneus,2472.7,19.8,123511,Maracanaú
MAN-03981,VEI-0028,Caminhão,2016,2023-07-23,Auto Elétrica Norte,Corretiva,Freios,375.2,21.3,272049,Sobral
MAN-03982,VEI-0079,Caminhão,2022,2023-11-20,Freios Total,Corretiva,Pneus,1241.88,23.5,167066,Sobral
MAN-03983,VEI-0150,Van,2015,2024-12-07,Mecânica Central,Corretiva,Arrefecimento,857.63,12.9,127347,Caucaia
MAN-03984,VEI-0087,Caminhão,2020,2024-11-14,Oficina Popular,Preventiva,Freios,432.18,7.9,168760,Maracanaú
MAN-03985,VEI-0005,Utilitário,2020,2024-04-27,AutoCenter VIP,Preventiva,Suspensão,671.15,9.5,105024,Fortaleza
MAN-03986,VEI-0002,Caminhão,2019,2024-03-25,Moto Peças,Preventiva,Elétrica,393.85,10.7,150617,Fortaleza
MAN-03987,VEI-0141,Utilitário,2021,2024-05-02,Moto Peças,Corretiva,Elétrica,244.46,34.4,296074,Sobral
MAN-03988,VEI-0151,Utilitário,2019,2023-08-02,Auto Elétrica Norte,Corretiva,Elétrica,647.67,30.1,241524,Maracanaú
MAN-03989,VEI-0090,Caminhão,2020,2023-09-10,Freios Total,Corretiva,Motor,1866.06,14.4,52919,Caucaia
MAN-03990,VEI-0185,Utilitário,2022,2024-07-01,Mecânica Central,Corretiva,Pneus,2132.31,19.4,237478,Maracanaú
MAN-03991,VEI-0142,Caminhão,2016,2023-07-05,ServiCar Express,Corretiva,Freios,1241.37,24.6,163407,Fortaleza
MAN-03992,VEI-0126,Caminhão,2017,2024-09-21,Pneus & Cia,Corretiva,Motor,1899.3,26.5,87984,Juazeiro do Norte
MAN-03993,VEI-0194,Van,2017,2024-01-24,Moto Peças,Corretiva,Transmissão,2715.63,15.1,340809,Juazeiro do Norte
MAN-03994,VEI-0170,Caminhão,2021,2023-11-04,Freios Total,Preventiva,Suspensão,881.97,20.1,247598,Juazeiro do Norte
MAN-03995,VEI-0016,Van,2021,2023-09-26,ServiCar Express,Corretiva,Suspensão,1885.63,19.1,124378,Juazeiro do Norte
MAN-03996,VEI-0157,Utilitário,2022,2024-08-26,Retífica Ceará,Corretiva,Direção,1352.54,24.4,299076,Maracanaú
MAN-03997,VEI-0115,Van,2019,2024-08-23,Moto Peças,Preventiva,Arrefecimento,182.7,7.1,89989,Juazeiro do Norte
MAN-03998,VEI-0115,Van,2019,2024-02-11,Oficina Popular,Corretiva,Suspensão,1187.88,25.3,90674,Juazeiro do Norte
MAN-03999,VEI-0048,Caminhão,2021,2024-09-09,MecaPremium,Corretiva,Elétrica,1426.15,21.4,270718,Juazeiro do Norte
MAN-04000,VEI-0103,Van,2015,2023-10-31,AutoCenter VIP,Corretiva,Suspensão,2530.1,31.3,188353,Juazeiro do Norte
MAN-04001,VEI-0024,Caminhão,2019,2024-11-18,ServiCar Express,Preventiva,Freios,842.64,15.7,254425,Maracanaú
