ano,mes,unidade,especialidade,leitos_disponiveis,taxa_ocupacao,internacoes,tempo_medio_internacao_dias,taxa_reinternacao_30d,obitos,custo_medio_internacao,faixa_etaria_predominante,tipo_internacao
2024,5,Hospital Regional Sul,Cardiologia,36,0.662,46,6.9,0.064,0,4502.42,65+,Urgência
2024,5,Hospital Regional Sul,Obstetrícia,34,0.77,55,8.4,0.091,1,4065.81,65+,Eletiva
2024,5,Hospital Regional Sul,Oncologia,47,0.934,127,2.5,0.076,6,2331.13,65+,Urgência
2024,5,Hospital Regional Sul,Ortopedia,42,0.758,70,2.8,0.155,2,2700.63,0-14,Urgência
2024,5,Hospital Regional Sul,Cirurgia Geral,31,0.762,39,4.6,,1,2897.61,30-49,Eletiva
2024,5,Hospital Universitário,Clínica Médica,47,0.689,62,4.0,0.067,2,1867.25,15-29,Urgência
2024,5,Hospital Universitário,Oncologia,57,0.746,123,7.3,0.078,4,3000.85,65+,Urgência
2024,5,Hospital Universitário,Cardiologia,76,0.568,81,8.6,0.091,2,2368.07,0-14,Urgência
2024,5,Hospital Universitário,Obstetrícia,27,0.637,27,3.6,0.059,0,3683.19,15-29,Urgência
2024,5,Hospital Universitário,Neurologia,30,0.762,54,6.1,0.063,1,3161.57,50-64,Urgência
2024,5,Hospital Universitário,Cirurgia Geral,67,0.889,173,5.8,0.047,5,1349.67,65+,Urgência
2024,5,Hospital Municipal Centro,Oncologia,41,0.617,66,3.1,0.114,2,4525.95,15-29,Eletiva
2024,5,Hospital Municipal Centro,Cirurgia Geral,24,0.823,42,2.0,0.047,0,2148.6,0-14,Eletiva
2024,5,Hospital Municipal Centro,Cardiologia,39,0.644,60,5.2,0.135,0,1281.03,65+,Urgência
2024,5,Hospital Municipal Centro,Pediatria,78,0.785,180,9.6,0.047,6,1775.89,15-29,Urgência
2024,5,Hospital Municipal Centro,Ortopedia,51,0.725,110,4.0,0.099,3,3789.42,0-14,Eletiva
2024,5,Hospital Municipal Leste,Neurologia,22,0.797,167,6.0,0.066,7,5775.55,0-14,Eletiva
2024,5,Hospital Municipal Leste,Oncologia,18,0.572,57,6.6,0.139,0,6803.76,0-14,Urgência
2024,5,Hospital Municipal Leste,Cardiologia,31,0.677,121,4.4,0.0,7,7367.25,15-29,Urgência
2024,5,Hospital Municipal Leste,Clínica Médica,18,0.784,83,6.8,0.128,2,10562.73,30-49,Urgência
2024,5,Hospital Municipal Leste,Obstetrícia,22,0.443,64,8.4,0.098,2,4592.26,0-14,Urgência
2024,5,Hospital Maternidade Vida,Obstetrícia,65,0.602,111,6.1,0.145,2,2834.22,50-64,Eletiva
2024,5,Hospital Maternidade Vida,Clínica Médica,78,0.704,118,6.0,0.116,3,2504.87,15-29,Eletiva
2024,5,Hospital Maternidade Vida,Cirurgia Geral,42,0.728,78,9.0,0.045,1,6207.42,50-64,Urgência
2024,5,Hospital Maternidade Vida,Pediatria,43,0.669,70,4.5,,2,3963.85,50-64,Urgência
2024,5,Hospital Maternidade Vida,Oncologia,35,0.586,41,3.9,0.085,0,2952.61,65+,Urgência
2024,5,Hospital Pronto-Socorro 24h,Ortopedia,49,0.782,59,7.3,0.125,3,3470.57,50-64,Urgência
2024,5,Hospital Pronto-Socorro 24h,Oncologia,41,0.806,75,4.4,0.058,2,4918.87,50-64,Urgência
2024,5,Hospital Pronto-Socorro 24h,Neurologia,22,0.798,49,2.7,0.037,2,3274.29,15-29,Urgência
2024,5,Hospital Pronto-Socorro 24h,Cirurgia Geral,54,0.838,88,2.9,0.086,2,3139.36,15-29,Urgência
2024,5,Hospital Clínica Esperança,Oncologia,30,0.764,150,8.2,0.061,7,9891.21,50-64,Urgência
2024,5,Hospital Clínica Esperança,Cirurgia Geral,33,0.733,108,7.7,0.019,4,5982.19,65+,Urgência
2024,5,Hospital Clínica Esperança,Clínica Médica,20,0.78,89,9.2,0.007,0,8198.68,30-49,Urgência
2024,5,Hospital Clínica Esperança,Pediatria,22,0.82,157,1.8,0.111,6,2713.35,50-64,Urgência
2024,5,Hospital Hospital do Coração,Neurologia,69,0.792,141,6.3,0.056,6,3063.98,65+,Urgência
2024,5,Hospital Hospital do Coração,Oncologia,52,0.569,64,5.6,0.078,0,3625.8,50-64,Urgência
2024,5,Hospital Hospital do Coração,Pediatria,68,0.806,121,7.4,0.083,3,3629.33,0-14,Urgência
2024,5,Hospital Oncológico,Ortopedia,31,0.604,37,4.8,0.105,0,3832.67,15-29,Eletiva
2024,5,Hospital Oncológico,Cardiologia,77,0.699,87,9.0,0.093,1,3665.05,30-49,Urgência
2024,5,Hospital Oncológico,Obstetrícia,24,0.907,48,6.0,0.028,0,4063.81,30-49,Urgência
2024,5,Hospital Oncológico,Oncologia,69,0.769,98,4.6,0.075,1,2405.99,30-49,Urgência
2024,5,Hospital Oncológico,Clínica Médica,60,0.779,89,4.9,0.089,2,3341.35,15-29,Urgência
2024,5,Hospital Infantil Anjo,Neurologia,25,0.568,42,7.9,0.02,1,3654.27,15-29,Eletiva
2024,5,Hospital Infantil Anjo,Cirurgia Geral,46,0.84,94,7.3,0.113,3,3048.87,50-64,Eletiva
2024,5,Hospital Infantil Anjo,Oncologia,23,0.711,36,7.0,0.113,0,2926.64,15-29,Urgência
2024,5,Hospital Infantil Anjo,Obstetrícia,22,0.547,22,3.1,0.112,0,4357.32,15-29,Urgência
2024,5,Hospital Infantil Anjo,Pediatria,54,0.837,107,8.3,0.083,2,3348.76,0-14,Urgência
2024,5,Hospital Ortopédico Plus,Pediatria,21,0.745,34,3.8,0.106,1,3152.95,0-14,Urgência
2024,5,Hospital Ortopédico Plus,Oncologia,33,0.659,50,5.0,0.088,0,3378.43,50-64,Urgência
2024,5,Hospital Ortopédico Plus,Cardiologia,29,0.731,57,6.0,0.043,3,3742.42,0-14,Urgência
2024,5,Hospital Ortopédico Plus,Clínica Médica,27,0.524,33,1.0,0.043,1,4289.97,50-64,Urgência
2024,5,Hospital Saúde Mental,Ortopedia,68,0.645,126,10.2,0.106,5,4339.91,15-29,Urgência
2024,5,Hospital Saúde Mental,Oncologia,31,0.787,44,1.9,0.045,1,4763.78,0-14,Urgência
2024,5,Hospital Saúde Mental,Clínica Médica,39,0.713,76,2.8,0.109,1,4982.98,50-64,Urgência
2024,5,Hospital Saúde Mental,Cirurgia Geral,40,0.745,48,8.0,0.059,2,4032.55,30-49,Urgência
2024,5,Hospital Saúde Mental,Cardiologia,63,0.914,157,10.0,0.048,6,3709.58,0-14,Urgência
2024,6,Hospital São José,Obstetrícia,79,0.821,179,6.8,0.117,11,1344.1,30-49,Urgência
2024,6,Hospital São José,Cardiologia,36,0.674,68,5.8,0.139,1,4279.75,0-14,Urgência
2024,6,Hospital São José,Neurologia,52,0.896,106,4.8,0.109,2,3449.2,65+,Urgência
2024,6,Hospital Santa Casa,Clínica Médica,59,0.836,106,4.4,0.119,3,3361.08,15-29,Urgência
2024,6,Hospital Santa Casa,Ortopedia,58,0.597,101,2.2,0.026,3,777.95,30-49,Urgência
2024,6,Hospital Santa Casa,Pediatria,52,0.679,103,6.6,0.06,3,2405.33,30-49,Urgência
2024,6,Hospital Regional Norte,Pediatria,21,0.734,129,6.8,0.071,8,6658.44,15-29,Eletiva
2024,6,Hospital Regional Norte,Cirurgia Geral,16,0.95,114,5.9,0.075,0,4935.79,0-14,Urgência
2024,6,Hospital Regional Norte,Obstetrícia,23,0.846,118,11.7,0.094,4,6293.37,15-29,Eletiva
2024,6,Hospital Regional Norte,Clínica Médica,30,0.84,242,8.1,0.129,5,3594.51,0-14,Urgência
2024,6,Hospital Regional Norte,Neurologia,32,0.848,314,10.2,0.052,4,6264.55,15-29,Urgência
2024,6,Hospital Regional Norte,Cardiologia,15,0.98,140,3.3,0.068,2,9135.92,50-64,Urgência
2024,6,Hospital Regional Sul,Cirurgia Geral,62,0.837,124,3.2,0.031,3,3984.56,65+,Urgência
2024,6,Hospital Regional Sul,Pediatria,29,0.877,48,5.2,0.084,1,2923.15,15-29,Urgência
2024,6,Hospital Regional Sul,Clínica Médica,46,0.881,85,3.2,0.093,1,2889.6,30-49,Urgência
2024,6,Hospital Universitário,Neurologia,55,0.96,136,9.4,0.103,1,3074.8,65+,Eletiva
2024,6,Hospital Universitário,Ortopedia,78,0.787,104,6.0,,4,3113.27,0-14,Eletiva
2024,6,Hospital Universitário,Cirurgia Geral,77,0.776,120,5.9,,2,2686.72,50-64,Eletiva
2024,6,Hospital Universitário,Clínica Médica,70,0.559,112,4.4,0.06,1,5774.74,15-29,Urgência
2024,6,Hospital Universitário,Cardiologia,49,0.9,76,5.7,0.137,3,4705.68,30-49,Urgência
2024,6,Hospital Universitário,Oncologia,55,0.753,69,4.7,0.087,2,4765.83,30-49,Urgência
2024,6,Hospital Municipal Centro,Cardiologia,27,0.832,53,4.9,0.086,2,3221.06,15-29,Eletiva
2024,6,Hospital Municipal Centro,Obstetrícia,53,0.822,74,6.4,0.089,3,1996.57,15-29,Eletiva
2024,6,Hospital Municipal Centro,Ortopedia,56,0.774,92,1.0,0.068,3,3058.87,65+,Urgência
2024,6,Hospital Municipal Leste,Oncologia,25,0.722,122,9.8,0.024,3,6081.8,30-49,Eletiva
2024,6,Hospital Municipal Leste,Obstetrícia,19,0.924,110,5.1,0.003,6,7539.96,30-49,Urgência
2024,6,Hospital Municipal Leste,Ortopedia,35,0.832,339,3.7,0.152,9,10944.74,0-14,Urgência
2024,6,Hospital Maternidade Vida,Pediatria,62,0.915,169,4.8,0.003,4,3215.39,30-49,Urgência
2024,6,Hospital Maternidade Vida,Cirurgia Geral,80,0.686,94,,0.164,4,3122.88,50-64,Urgência
2024,6,Hospital Maternidade Vida,Oncologia,74,0.662,135,4.7,0.088,2,3098.99,15-29,Urgência
2024,6,Hospital Maternidade Vida,Clínica Médica,60,0.81,88,8.1,0.084,4,2755.97,30-49,Urgência
2024,6,Hospital Maternidade Vida,Neurologia,39,0.861,66,5.3,0.076,2,5018.69,50-64,Eletiva
2024,6,Hospital Maternidade Vida,Ortopedia,80,0.864,115,9.3,0.117,2,3812.74,30-49,Eletiva
2024,6,Hospital Pronto-Socorro 24h,Cardiologia,62,0.722,110,1.3,0.097,3,2841.08,15-29,Urgência
2024,6,Hospital Pronto-Socorro 24h,Oncologia,53,0.655,59,5.5,0.159,1,3869.14,30-49,Urgência
2024,6,Hospital Pronto-Socorro 24h,Cirurgia Geral,52,0.9,82,3.4,0.124,3,2607.58,0-14,Urgência
2024,6,Hospital Pronto-Socorro 24h,Clínica Médica,45,0.735,62,5.8,0.043,2,3766.99,0-14,Eletiva
2024,6,Hospital Pronto-Socorro 24h,Ortopedia,25,0.931,45,9.8,0.062,0,3706.76,0-14,Urgência
2024,6,Hospital Clínica Esperança,Clínica Médica,22,0.727,92,4.9,0.0,0,10595.17,0-14,Eletiva
2024,6,Hospital Clínica Esperança,Pediatria,34,0.587,185,7.0,0.096,5,6066.03,50-64,Urgência
2024,6,Hospital Clínica Esperança,Cardiologia,18,0.98,149,9.3,0.123,4,4087.78,0-14,Urgência
2024,6,Hospital Clínica Esperança,Obstetrícia,19,0.819,133,1.0,0.08,3,6862.31,50-64,Urgência
2024,6,Hospital Clínica Esperança,Ortopedia,26,0.797,203,11.1,0.127,4,8170.09,0-14,Urgência
2024,6,Hospital Clínica Esperança,Oncologia,20,0.632,111,4.2,0.102,3,4241.12,50-64,Urgência
2024,6,Hospital Hospital do Coração,Cirurgia Geral,50,0.841,124,8.5,0.15,2,1657.67,65+,Urgência
2024,6,Hospital Hospital do Coração,Ortopedia,36,0.594,49,6.0,0.004,1,5486.93,65+,Urgência
2024,6,Hospital Hospital do Coração,Clínica Médica,77,0.862,189,59.5,0.11,10,3649.99,65+,Urgência
2024,6,Hospital Hospital do Coração,Cardiologia,70,0.656,103,9.5,0.138,3,3094.71,15-29,Eletiva
2024,6,Hospital Hospital do Coração,Obstetrícia,76,0.713,113,8.1,0.178,5,4417.31,50-64,Urgência
2024,6,Hospital Hospital do Coração,Pediatria,55,0.721,83,7.7,0.041,2,2082.79,0-14,Urgência
2024,6,Hospital Oncológico,Ortopedia,64,0.864,145,6.5,0.065,2,4968.12,50-64,Urgência
2024,6,Hospital Oncológico,Cardiologia,72,0.829,132,6.3,0.106,4,5778.8,65+,Urgência
2024,6,Hospital Oncológico,Pediatria,77,0.882,181,5.2,0.107,5,3011.46,65+,Eletiva
2024,6,Hospital Infantil Anjo,Cardiologia,24,0.803,55,5.9,0.076,0,4169.76,30-49,Eletiva
2024,6,Hospital Infantil Anjo,Oncologia,22,0.595,22,4.8,0.091,0,3641.5,65+,Urgência
2024,6,Hospital Infantil Anjo,Pediatria,64,0.752,89,9.3,0.034,0,3972.67,65+,Urgência
2024,6,Hospital Infantil Anjo,Neurologia,25,0.734,27,6.7,0.082,0,1300.15,50-64,Urgência
2024,6,Hospital Ortopédico Plus,Oncologia,74,0.902,124,4.9,0.046,6,3916.93,65+,Urgência
2024,6,Hospital Ortopédico Plus,Cardiologia,77,0.77,128,1.0,0.083,5,4499.13,65+,Urgência
2024,6,Hospital Ortopédico Plus,Neurologia,52,0.893,80,6.9,0.115,1,3642.63,50-64,Eletiva
2024,6,Hospital Ortopédico Plus,Ortopedia,34,0.581,51,7.6,0.084,1,5125.11,30-49,Urgência
2024,6,Hospital Saúde Mental,Oncologia,48,0.907,69,7.2,0.06,2,2915.6,50-64,Eletiva
2024,6,Hospital Saúde Mental,Ortopedia,50,0.862,107,6.6,0.087,1,6024.77,65+,Urgência
2024,6,Hospital Saúde Mental,Cirurgia Geral,69,0.851,160,8.0,0.105,2,3001.0,15-29,Urgência
2024,6,Hospital Saúde Mental,Clínica Médica,23,0.919,36,6.4,0.107,1,1979.58,50-64,Eletiva
2024,6,Hospital Saúde Mental,Pediatria,77,0.655,138,6.5,,4,3012.58,50-64,Urgência
2024,6,Hospital Saúde Mental,Cardiologia,63,0.828,94,4.6,0.082,3,2914.16,30-49,Eletiva
2024,7,Hospital São José,Oncologia,28,0.83,59,8.5,0.108,0,2257.82,0-14,Urgência
2024,7,Hospital São José,Ortopedia,53,0.899,137,3.0,0.074,3,2937.31,30-49,Urgência
2024,7,Hospital São José,Obstetrícia,69,0.801,148,5.8,0.043,0,3055.89,15-29,Urgência
2024,7,Hospital São José,Cirurgia Geral,67,0.759,82,8.3,0.05,0,4269.57,0-14,Urgência
2024,7,Hospital São José,Pediatria,32,0.718,48,1.8,0.122,1,2578.68,30-49,Urgência
2024,7,Hospital São José,Neurologia,36,0.724,45,7.5,0.037,1,2935.44,65+,Urgência
2024,7,Hospital Santa Casa,Pediatria,67,0.869,105,3.1,0.103,3,4029.42,0-14,Urgência
2024,7,Hospital Santa Casa,Ortopedia,68,0.777,85,3.2,0.088,3,2813.29,0-14,Urgência
2024,7,Hospital Santa Casa,Cirurgia Geral,26,0.764,38,5.9,0.043,0,4095.99,65+,Urgência
2024,7,Hospital Santa Casa,Neurologia,56,0.862,112,7.0,0.085,4,4137.11,65+,Urgência
2024,7,Hospital Regional Norte,Pediatria,28,0.98,184,5.3,0.164,5,8379.83,0-14,Urgência
2024,7,Hospital Regional Norte,Cirurgia Geral,32,0.911,114,1.0,0.098,4,8955.76,50-64,Eletiva
2024,7,Hospital Regional Norte,Clínica Médica,16,0.939,126,3.0,0.088,4,9338.86,50-64,Eletiva
2024,7,Hospital Regional Norte,Neurologia,18,0.734,113,1.5,0.053,2,8323.35,65+,Eletiva
2024,7,Hospital Regional Sul,Neurologia,36,0.98,85,7.4,0.0,0,2796.17,15-29,Eletiva
2024,7,Hospital Regional Sul,Oncologia,28,0.966,59,7.8,0.136,2,5299.08,15-29,Urgência
2024,7,Hospital Regional Sul,Pediatria,72,0.716,80,7.0,0.131,2,3032.59,50-64,Urgência
2024,7,Hospital Universitário,Neurologia,55,0.827,112,4.5,0.101,1,3594.31,65+,Urgência
2024,7,Hospital Universitário,Obstetrícia,21,0.796,46,5.5,0.012,1,2480.07,30-49,Urgência
2024,7,Hospital Universitário,Pediatria,74,0.869,180,7.0,0.124,2,1553.2,65+,Eletiva
2024,7,Hospital Universitário,Cirurgia Geral,58,0.874,81,6.0,0.028,4,2941.11,65+,Urgência
2024,7,Hospital Universitário,Ortopedia,37,0.98,68,4.9,0.075,2,5614.19,30-49,Eletiva
2024,7,Hospital Universitário,Clínica Médica,35,0.804,49,5.8,0.073,1,4295.05,30-49,Urgência
2024,7,Hospital Municipal Centro,Cirurgia Geral,34,0.557,56,4.6,0.15,1,3262.17,50-64,Urgência
2024,7,Hospital Municipal Centro,Cardiologia,64,0.835,140,2.1,0.082,8,3292.27,15-29,Urgência
2024,7,Hospital Municipal Centro,Obstetrícia,28,0.887,37,3.3,0.071,1,2256.91,15-29,Urgência
2024,7,Hospital Municipal Leste,Cardiologia,33,0.98,259,7.0,0.126,4,3112.2,15-29,Urgência
2024,7,Hospital Municipal Leste,Neurologia,21,0.605,63,3.8,0.063,2,6880.2,30-49,Urgência
2024,7,Hospital Municipal Leste,Pediatria,21,0.889,145,4.2,0.107,5,8849.07,15-29,Urgência
2024,7,Hospital Municipal Leste,Clínica Médica,28,0.84,189,4.0,0.134,0,6675.82,0-14,Eletiva
2024,7,Hospital Maternidade Vida,Neurologia,71,0.803,134,4.9,0.116,6,2726.08,15-29,Urgência
2024,7,Hospital Maternidade Vida,Clínica Médica,23,0.78,32,5.2,0.066,0,1651.14,30-49,Urgência
2024,7,Hospital Maternidade Vida,Ortopedia,40,0.868,92,6.5,0.126,3,3046.56,0-14,Urgência
2024,7,Hospital Pronto-Socorro 24h,Oncologia,28,0.969,55,5.2,0.001,1,3863.68,65+,Eletiva
2024,7,Hospital Pronto-Socorro 24h,Obstetrícia,65,0.871,142,2.3,0.065,1,3987.28,0-14,Urgência
2024,7,Hospital Pronto-Socorro 24h,Cirurgia Geral,69,0.848,135,2.8,0.082,1,2096.5,15-29,Eletiva
2024,7,Hospital Pronto-Socorro 24h,Pediatria,76,0.807,146,7.0,0.045,3,2629.98,0-14,Eletiva
2024,7,Hospital Pronto-Socorro 24h,Ortopedia,41,0.93,83,3.5,0.071,2,3639.85,65+,Urgência
2024,7,Hospital Pronto-Socorro 24h,Cardiologia,60,0.59,92,5.4,0.006,2,907.57,30-49,Urgência
2024,7,Hospital Clínica Esperança,Pediatria,19,0.717,121,1.8,0.149,5,4886.35,30-49,Urgência
2024,7,Hospital Clínica Esperança,Ortopedia,33,0.681,148,7.5,0.099,4,9414.79,50-64,Eletiva
2024,7,Hospital Clínica Esperança,Cirurgia Geral,24,0.977,166,7.1,0.143,7,4693.43,15-29,Eletiva
2024,7,Hospital Clínica Esperança,Clínica Médica,23,0.933,93,7.2,0.142,2,6786.47,0-14,Eletiva
2024,7,Hospital Clínica Esperança,Oncologia,27,0.836,127,9.1,0.033,6,8253.53,15-29,Urgência
2024,7,Hospital Clínica Esperança,Obstetrícia,24,0.786,88,5.1,0.079,2,7146.46,65+,Eletiva
2024,7,Hospital Hospital do Coração,Pediatria,25,0.913,66,6.3,0.157,1,2518.52,0-14,Eletiva
2024,7,Hospital Hospital do Coração,Oncologia,49,0.767,78,5.6,0.007,3,3480.6,0-14,Urgência
2024,7,Hospital Hospital do Coração,Ortopedia,47,0.574,75,4.1,0.098,0,3118.99,0-14,Urgência
2024,7,Hospital Hospital do Coração,Clínica Médica,56,0.739,74,8.0,0.042,2,2997.29,15-29,Urgência
2024,7,Hospital Oncológico,Ortopedia,20,0.83,40,6.0,0.05,0,982.01,30-49,Eletiva
2024,7,Hospital Oncológico,Neurologia,80,0.817,132,6.6,0.107,3,4070.4,15-29,Urgência
2024,7,Hospital Oncológico,Oncologia,50,0.76,94,3.7,0.104,5,2857.86,0-14,Urgência
2024,7,Hospital Oncológico,Clínica Médica,74,0.725,129,1.4,0.126,8,4362.59,0-14,Urgência
2024,7,Hospital Infantil Anjo,Obstetrícia,21,0.576,36,,0.04,0,3070.71,30-49,Eletiva
2024,7,Hospital Infantil Anjo,Clínica Médica,22,0.873,35,4.1,0.056,1,4533.94,15-29,Urgência
2024,7,Hospital Infantil Anjo,Cardiologia,42,0.866,77,4.7,0.103,2,2334.24,50-64,Urgência
2024,7,Hospital Infantil Anjo,Oncologia,30,0.737,50,7.1,0.079,0,3572.28,65+,Urgência
2024,7,Hospital Infantil Anjo,Ortopedia,37,0.675,63,6.9,0.123,1,2717.18,0-14,Urgência
2024,7,Hospital Ortopédico Plus,Ortopedia,67,0.87,121,5.0,0.074,5,3348.32,0-14,Eletiva
2024,7,Hospital Ortopédico Plus,Cardiologia,50,0.788,90,5.3,0.122,1,5322.46,50-64,Urgência
2024,7,Hospital Ortopédico Plus,Pediatria,38,0.825,89,8.4,,3,5030.23,0-14,Urgência
2024,7,Hospital Ortopédico Plus,Obstetrícia,73,0.861,155,8.7,0.015,4,4533.18,50-64,Eletiva
2024,7,Hospital Ortopédico Plus,Oncologia,63,0.944,125,2.6,0.157,1,3692.11,30-49,Urgência
2024,7,Hospital Saúde Mental,Clínica Médica,79,0.687,138,4.4,0.071,4,2654.17,0-14,Urgência
2024,7,Hospital Saúde Mental,Oncologia,61,0.884,82,2.8,0.118,2,3519.26,30-49,Urgência
2024,7,Hospital Saúde Mental,Cirurgia Geral,34,0.673,58,1.0,0.11,1,3089.18,0-14,Urgência
2024,7,Hospital Saúde Mental,Ortopedia,50,0.691,52,2.6,0.029,2,3885.24,15-29,Eletiva
2024,7,Hospital Saúde Mental,Cardiologia,67,0.761,90,1.3,0.122,4,2740.93,0-14,Urgência
2024,8,Hospital São José,Neurologia,58,0.733,93,4.8,0.091,4,2882.97,65+,Urgência
2024,8,Hospital São José,Pediatria,45,0.927,64,8.0,0.02,0,2022.16,30-49,Eletiva
2024,8,Hospital São José,Cirurgia Geral,28,0.807,35,2.1,0.049,0,3660.06,65+,Urgência
2024,8,Hospital São José,Cardiologia,63,0.517,84,7.9,0.087,2,3827.74,0-14,Urgência
2024,8,Hospital São José,Oncologia,68,0.864,147,10.4,0.113,2,4735.45,15-29,Urgência
2024,8,Hospital São José,Ortopedia,63,0.665,125,7.8,0.0,1,3576.33,50-64,Urgência
2024,8,Hospital Santa Casa,Ortopedia,67,0.731,104,5.4,0.107,1,4129.09,15-29,Urgência
2024,8,Hospital Santa Casa,Oncologia,33,0.861,73,2.3,0.047,0,1193.86,0-14,Eletiva
2024,8,Hospital Santa Casa,Clínica Médica,40,0.603,57,37.8,0.112,1,3715.57,50-64,Urgência
2024,8,Hospital Santa Casa,Neurologia,21,0.557,34,4.8,0.072,0,4550.26,15-29,Urgência
2024,8,Hospital Regional Norte,Cardiologia,32,0.889,198,3.3,0.103,1,9061.98,0-14,Urgência
2024,8,Hospital Regional Norte,Oncologia,32,0.539,89,5.7,0.077,0,3282.5,15-29,Urgência
2024,8,Hospital Regional Norte,Neurologia,35,0.484,170,4.6,0.126,7,8487.82,15-29,Urgência
2024,8,Hospital Regional Norte,Cirurgia Geral,15,0.926,79,8.2,0.093,5,5091.05,30-49,Urgência
2024,8,Hospital Regional Norte,Pediatria,16,0.761,91,8.4,0.162,0,7696.52,15-29,Urgência
2024,8,Hospital Regional Sul,Cardiologia,40,0.748,78,10.3,0.095,0,3817.0,65+,Urgência
2024,8,Hospital Regional Sul,Neurologia,80,0.562,98,4.1,0.077,3,2483.98,65+,Urgência
2024,8,Hospital Regional Sul,Pediatria,66,0.689,109,9.4,0.031,4,4495.81,50-64,Eletiva
2024,8,Hospital Regional Sul,Oncologia,20,0.582,32,4.4,0.081,1,5076.96,15-29,Urgência
2024,8,Hospital Universitário,Cardiologia,40,0.791,85,2.8,0.119,1,2798.37,65+,Urgência
2024,8,Hospital Universitário,Pediatria,77,0.795,159,5.6,0.063,8,3039.02,30-49,Eletiva
2024,8,Hospital Universitário,Neurologia,46,0.635,70,1.0,0.032,2,4090.3,30-49,Eletiva
2024,8,Hospital Universitário,Cirurgia Geral,20,0.828,38,10.5,0.019,1,3284.83,50-64,Urgência
2024,8,Hospital Municipal Centro,Pediatria,35,0.633,45,8.4,0.13,1,3227.73,30-49,Eletiva
2024,8,Hospital Municipal Centro,Neurologia,64,0.728,122,3.6,0.057,0,3929.64,30-49,Urgência
2024,8,Hospital Municipal Centro,Oncologia,35,0.518,50,6.4,0.052,2,2667.03,15-29,Urgência
2024,8,Hospital Municipal Leste,Oncologia,27,0.34,74,10.4,0.119,2,4503.57,50-64,Urgência
2024,8,Hospital Municipal Leste,Ortopedia,17,0.767,74,2.9,0.061,4,5828.97,15-29,Urgência
2024,8,Hospital Municipal Leste,Cirurgia Geral,23,0.777,122,,0.061,3,6808.06,65+,Urgência
2024,8,Hospital Municipal Leste,Cardiologia,21,0.801,144,10.9,0.072,7,5781.6,65+,Eletiva
2024,8,Hospital Municipal Leste,Pediatria,25,0.722,154,1.4,0.017,4,7046.85,50-64,Urgência
2024,8,Hospital Maternidade Vida,Cirurgia Geral,23,0.743,39,6.8,0.057,0,3027.14,30-49,Eletiva
2024,8,Hospital Maternidade Vida,Oncologia,58,0.643,98,5.2,0.186,5,3300.41,0-14,Urgência
2024,8,Hospital Maternidade Vida,Pediatria,39,0.737,45,9.3,0.072,1,3259.91,65+,Urgência
2024,8,Hospital Maternidade Vida,Cardiologia,70,0.661,85,8.9,0.112,2,3852.24,30-49,Urgência
2024,8,Hospital Maternidade Vida,Neurologia,21,0.702,26,6.6,0.037,1,4661.47,65+,Urgência
2024,8,Hospital Pronto-Socorro 24h,Clínica Médica,47,0.58,56,1.8,0.118,2,4001.38,0-14,Urgência
2024,8,Hospital Pronto-Socorro 24h,Cardiologia,59,0.696,121,5.0,0.069,4,4326.4,15-29,Urgência
2024,8,Hospital Pronto-Socorro 24h,Neurologia,56,0.98,117,2.2,0.097,3,4698.71,65+,Urgência
2024,8,Hospital Pronto-Socorro 24h,Obstetrícia,28,0.666,53,1.0,0.034,1,1277.5,0-14,Urgência
2024,8,Hospital Clínica Esperança,Pediatria,15,0.603,46,6.3,0.0,0,10919.97,30-49,Urgência
2024,8,Hospital Clínica Esperança,Clínica Médica,22,0.887,153,5.3,0.143,2,13219.77,50-64,Urgência
2024,8,Hospital Clínica Esperança,Neurologia,27,0.752,125,6.0,0.103,5,8063.61,65+,Eletiva
2024,8,Hospital Clínica Esperança,Ortopedia,19,0.712,127,5.4,,3,4718.4,15-29,Eletiva
2024,8,Hospital Clínica Esperança,Oncologia,16,0.792,128,9.3,0.051,7,7477.39,50-64,Urgência
2024,8,Hospital Clínica Esperança,Obstetrícia,29,0.88,217,8.4,0.029,6,9511.15,0-14,Urgência
2024,8,Hospital Hospital do Coração,Obstetrícia,22,0.901,55,5.0,0.097,1,2638.26,15-29,Urgência
2024,8,Hospital Hospital do Coração,Clínica Médica,25,0.432,20,1.0,0.151,1,3922.97,65+,Urgência
2024,8,Hospital Hospital do Coração,Cardiologia,52,0.831,112,5.5,0.07,0,2681.15,30-49,Urgência
2024,8,Hospital Hospital do Coração,Neurologia,65,0.926,162,3.6,0.104,3,3201.07,50-64,Urgência
2024,8,Hospital Hospital do Coração,Ortopedia,61,0.584,56,5.6,0.11,1,3575.73,30-49,Urgência
2024,8,Hospital Hospital do Coração,Pediatria,77,0.703,106,1.0,0.052,4,3473.69,65+,Eletiva
2024,8,Hospital Oncológico,Cirurgia Geral,63,0.75,125,7.9,0.087,0,4663.3,65+,Urgência
2024,8,Hospital Oncológico,Neurologia,63,0.756,139,2.8,0.036,6,3643.01,65+,Urgência
2024,8,Hospital Oncológico,Cardiologia,29,0.665,49,6.4,0.153,2,3282.63,65+,Eletiva
2024,8,Hospital Oncológico,Clínica Médica,75,0.846,114,5.8,0.144,3,3749.43,15-29,Urgência
2024,8,Hospital Infantil Anjo,Cardiologia,68,0.735,78,2.9,0.07,0,881.43,65+,Eletiva
