pedido_id,data_pedido,hora_pedido,vendedor_id,categoria,produto_id,preco_unitario,quantidade,valor_total,frete,estado_cliente,status_pedido,nota_avaliacao
PED-005643,2024-07-24,14:56,VEND-0036,Eletrônicos,PROD-0381,247.88,1,247.88,35.32,PB,Em trânsito,
PED-005644,2023-07-25,06:19,VEND-0112,Moda Feminina,PROD-0203,69.08,1,69.08,36.85,PR,Devolvido,
PED-005645,2023-07-29,16:25,VEND-0007,Casa & Decoração,PROD-0476,318.45,1,318.45,44.25,SP,Entregue,5.0
PED-005646,2024-03-09,10:41,VEND-0018,Infantil,PROD-0071,128.51,1,128.51,22.21,CE,Em trânsito,
PED-005647,2024-06-27,08:22,VEND-0034,Moda Masculina,PROD-0472,79.53,1,79.53,13.99,SP,Entregue,5.0
PED-005648,2023-08-10,14:53,VEND-0035,Infantil,PROD-0488,127.43,1,127.43,17.86,PA,Entregue,4.0
PED-005649,2023-02-06,17:49,VEND-0069,Moda Masculina,PROD-0215,233.33,1,233.33,16.92,CE,Entregue,4.0
PED-005650,2023-04-21,21:42,VEND-0039,Moda Masculina,PROD-0010,102.82,2,205.64,19.37,CE,Entregue,5.0
PED-005651,2024-10-23,11:27,VEND-0114,Eletrônicos,PROD-0246,430.66,1,430.66,12.27,SP,Cancelado,
PED-005652,2024-05-24,18:30,VEND-0037,Infantil,PROD-0131,79.37,1,79.37,18.46,PB,Cancelado,
PED-005653,2023-01-06,08:25,VEND-0015,Eletrônicos,PROD-0263,380.19,3,1140.56,23.52,CE,Em trânsito,
PED-005654,2024-03-28,18:02,VEND-0079,Moda Masculina,PROD-0312,118.23,1,118.23,30.5,PA,Entregue,2.0
PED-005655,2024-12-15,05:04,VEND-0028,Esporte & Lazer,PROD-0442,211.94,1,211.94,27.63,RJ,Devolvido,
PED-005656,2024-11-23,09:12,VEND-0041,Moda Feminina,PROD-0457,168.03,1,168.03,15.37,PA,Entregue,4.0
PED-005657,2024-02-04,19:15,VEND-0060,Moda Masculina,PROD-0409,281.1,2,562.21,27.29,CE,Em trânsito,
PED-005658,2023-06-09,21:44,VEND-0057,Moda Feminina,PROD-0453,107.57,1,107.57,13.73,CE,Entregue,5.0
PED-005659,2024-03-01,06:09,VEND-0071,Eletrônicos,PROD-0295,378.28 ,1,378.28,6.73,PR,Entregue,5.0
PED-005660,2024-09-14,17:58,VEND-0092,Infantil,PROD-0002,68.88,1,68.88,6.89,CE,Entregue,4.0
PED-005661,2024-04-21,22:35,VEND-0092,Beleza & Saúde,PROD-0212,79.76,1,79.76,7.55,BA,Entregue,3.0
PED-005662,2024-12-15,13:15,VEND-0068,Eletrônicos,PROD-0378,524.0,1,524.0,33.67,CE,Entregue,5.0
PED-005663,2024-12-14,15:37,VEND-0012,Eletrônicos,PROD-0339,737.22,1,737.22,33.1,PR,Em trânsito,
PED-005664,2023-05-25,12:11,VEND-0059,Moda Masculina,PROD-0119,198.69,1,198.69,36.92,SP,Entregue,5.0
PED-005665,2023-07-10,10:29,VEND-0119,Casa & Decoração,PROD-0414,166.18,1,166.18,16.27,BA,Entregue,4.0
PED-005666,2024-11-30,15:06,VEND-0035,Eletrônicos,PROD-0077,799.39,1,799.39,12.85,MG,Entregue,5.0
PED-005667,2023-03-31,06:47,VEND-0114,Moda Feminina,PROD-0206,158.07,1,158.07,36.28,MG,Devolvido,
PED-005668,2024-10-14,09:22,VEND-0076,Moda Feminina,PROD-0180,82.45,1,82.45,39.75,BA,Entregue,5.0
PED-005669,2024-12-28,02:34,VEND-0045,Beleza & Saúde,PROD-0243,84.97,2,169.95,28.17,RJ,Entregue,5.0
PED-005670,2024-08-02,21:43,VEND-0077,Casa & Decoração,PROD-0220,173.36,1,173.36,40.01,RJ,Em trânsito,
PED-005671,2023-08-16,18:12,VEND-0101,Moda Feminina,PROD-0266,92.86,2,185.73,33.64,RJ,Em trânsito,
PED-005672,2024-11-13,10:28,VEND-0113,Acessórios,PROD-0491,104.67,1,104.67,43.49,RS,Entregue,4.0
PED-005673,2024-07-05,11:11,VEND-0051,Esporte & Lazer,PROD-0053,248.74,1,248.74,19.6,SP,Entregue,5.0
PED-005674,2024-06-27,13:29,VEND-0108,Casa & Decoração,PROD-0018,165.6,1,165.6,35.17,PI,Entregue,4.0
PED-005675,2023-11-07,18:58,VEND-0071,Beleza & Saúde,PROD-0336,104.94,1,104.94,12.92,RJ,Entregue,3.0
PED-005676,2023-04-27,11:43,VEND-0084,Moda Feminina,PROD-0414,53.88,2,107.76,29.33,CE,Entregue,5.0
PED-005677,2024-11-29,01:52,VEND-0028,Eletrônicos,PROD-0192,424.81,1,424.81,,PR,Em trânsito,
PED-005678,2023-07-20,18:14,VEND-0094,Moda Feminina,PROD-0322,112.63,1,112.63,39.94,SP,Entregue,4.0
PED-005679,2024-04-24,03:57,VEND-0084,Casa & Decoração,PROD-0487,174.14,1,174.14,28.9,PR,Devolvido,
PED-005680,2023-09-02,18:44,VEND-0059,Acessórios,PROD-0360,46.52,1,46.52,9.53,BA,Entregue,4.0
PED-005681,2024-12-22,04:01,VEND-0045,Moda Masculina,PROD-0439,324.57,1,324.57,21.36,PE,Em trânsito,
PED-005682,2023-07-09,02:59,VEND-0094,Infantil,PROD-0461,69.78,1,69.78,28.06,CE,Em trânsito,
PED-005683,2023-05-14,12:49,VEND-0017,Esporte & Lazer,PROD-0014,304.72,1,304.72,38.21,SP,Entregue,3.0
PED-005684,2024-01-18,10:07,VEND-0041,Infantil,PROD-0304,100.18,2,200.37,37.6,SP,Entregue,5.0
PED-005685,2024-10-30,13:42,VEND-0061,Moda Masculina,PROD-0254,194.36,1,194.36,6.75,RN,Em trânsito,
PED-005686,2024-09-29,10:41,VEND-0109,Casa & Decoração,PROD-0146,180.06,2,360.12,21.22,PR,Entregue,5.0
PED-005687,2024-02-15,14:01,VEND-0021,Casa & Decoração,PROD-0133,209.51,2,419.02,33.6,PA,Entregue,5.0
PED-005688,2024-07-26,18:48,VEND-0006,Eletrônicos,PROD-0257,59.37,3,178.11,36.22,BA,Entregue,4.0
PED-005689,2023-08-03,17:50,VEND-0070,Infantil,PROD-0484,96.51,1,96.51,22.56,SP,Em trânsito,
PED-005690,2023-06-22,08:15,VEND-0024,Eletrônicos,PROD-0057,509.27,1,509.27,11.77,RS,Entregue,1.0
PED-005691,2024-07-19,10:09,VEND-0082,Infantil,PROD-0361,84.41,1,84.41,43.58,CE,Entregue,5.0
PED-005692,2024-01-29,07:28,VEND-0073,Eletrônicos,PROD-0037,298.31,1,298.31,,RS,Entregue,4.0
PED-005693,2023-03-15,13:39,VEND-0032,Casa & Decoração,PROD-0469,214.7,1,214.7,41.3,RN,Entregue,2.0
PED-005694,2023-06-10,08:33,VEND-0053,Moda Feminina,PROD-0343,191.34,2,382.69,24.69,PB,Entregue,5.0
PED-005695,2024-01-10,23:27,VEND-0049,Moda Masculina,PROD-0256,228.3,1,228.3,13.82,CE,Entregue,5.0
PED-005696,2024-12-02,09:28,VEND-0112,Beleza & Saúde,PROD-0354,35.75,1,35.75,32.74,PB,Entregue,4.0
PED-005697,2024-05-14,14:21,VEND-0112,Eletrônicos,PROD-0171,708.53,1,708.53,19.78,SE,Entregue,2.0
PED-005698,2024-08-02,18:18,VEND-0052,Moda Masculina,PROD-0141,15.0,1,15.0,11.37,RS,Entregue,1.0
PED-005699,2024-05-07,16:05,VEND-0037,Moda Feminina,PROD-0231,87.81,2,175.63,43.24,PA,Entregue,4.0
PED-005700,2023-10-25,10:19,VEND-0035,Moda Feminina,PROD-0048,117.53,1,117.53,30.84,SE,Em trânsito,
PED-005701,2024-07-25,14:44,VEND-0028,Eletrônicos,PROD-0158,161.23,1,161.23,27.64,BA,Entregue,3.0
PED-005702,2024-11-29,18:12,VEND-0079,Eletrônicos,PROD-0082,419.41,1,419.41,29.78,RJ,Entregue,5.0
PED-005703,2023-06-06,14:42,VEND-0092,Casa & Decoração,PROD-0265,267.26,1,267.26,24.77,PB,Entregue,5.0
PED-005704,2023-10-25,17:08,VEND-0008,Eletrônicos,PROD-0499,561.48 ,1,561.48,40.01,CE,Devolvido,
PED-005705,2024-10-02,11:30,VEND-0079,Eletrônicos,PROD-0092,377.11,1,377.11,18.74,RJ,Entregue,4.0
PED-005706,2024-03-29,12:05,VEND-0110,Infantil,PROD-0065,40.87,1,40.87,43.02,PR,Cancelado,
PED-005707,2024-06-23,13:02,VEND-0006,Moda Feminina,PROD-0441,88.21,1,88.21,7.88,CE,Cancelado,
PED-005708,2024-01-03,16:10,VEND-0097,Eletrônicos,PROD-0093,873.51,1,873.51,18.28,RS,Entregue,5.0
PED-005709,2024-04-12,09:30,VEND-0055,Acessórios,PROD-0004,75.88,1,75.88,30.03,PR,Entregue,4.0
PED-005710,2024-02-24,18:48,VEND-0056,Moda Feminina,PROD-0391,129.31,1,129.31,28.48,BA,Entregue,1.0
PED-005711,2023-09-06,17:47,VEND-0029,Moda Feminina,PROD-0226,63.66,1,63.66,15.33,CE,Em trânsito,
PED-005712,2024-07-10,17:49,VEND-0024,Moda Feminina,PROD-0128,175.04,1,175.04,8.9,PE,Cancelado,
PED-005713,2023-12-05,00:34,VEND-0003,Eletrônicos,PROD-0040,383.81,1,383.81,39.98,CE,Cancelado,
PED-005714,2024-12-03,17:31,VEND-0058,Acessórios,PROD-0216,77.89,1,77.89,13.83,BA,Entregue,3.0
PED-005715,2024-12-06,15:24,VEND-0099,Eletrônicos,PROD-0329,447.56,3,1342.69,8.88,PE,Em trânsito,
PED-005716,2024-10-21,17:16,VEND-0050,Eletrônicos,PROD-0485,664.04,1,664.04,22.4,CE,Em trânsito,
PED-005717,2023-01-27,14:21,VEND-0107,Moda Masculina,PROD-0326,195.78,2,391.56,44.13,PE,Devolvido,
PED-005718,2023-05-12,16:05,VEND-0034,Casa & Decoração,PROD-0163,153.14,1,153.14,29.27,PA,Cancelado,
PED-005719,2023-03-28,10:15,VEND-0073,Infantil,PROD-0210,122.63,1,122.63,27.61,CE,Entregue,5.0
PED-005720,2024-04-03,08:50,VEND-0119,Acessórios,PROD-0012,68.49 ,1,68.49,6.41,RJ,Entregue,4.0
PED-005721,2023-02-02,12:53,VEND-0106,Eletrônicos,PROD-0090,662.24,1,662.24,24.82,RJ,Cancelado,
PED-005722,2023-12-28,22:58,VEND-0042,Eletrônicos,PROD-0474,656.26,2,1312.52,35.24,MG,Entregue,1.0
PED-005723,2024-12-22,16:24,VEND-0013,Eletrônicos,PROD-0473,478.26,1,478.26,34.19,MA,Entregue,1.0
PED-005724,2023-01-07,17:45,VEND-0033,Eletrônicos,PROD-0040,583.79,1,583.79,24.7,CE,Entregue,4.0
PED-005725,2024-12-20,05:55,VEND-0043,Casa & Decoração,PROD-0491,220.09,1,220.09,,BA,Entregue,5.0
PED-005726,2023-04-11,17:08,VEND-0118,Eletrônicos,PROD-0209,437.07,1,437.07,14.41,CE,Em trânsito,
PED-005727,2023-06-02,15:16,VEND-0028,Moda Feminina,PROD-0183,116.7,1,116.7,6.34,RJ,Entregue,3.0
PED-005728,2024-08-13,15:23,VEND-0026,Moda Feminina,PROD-0079,86.86,1,86.86,9.94,PR,Cancelado,
PED-005729,2023-02-10,17:00,VEND-0084,Esporte & Lazer,PROD-0237,249.13,2,498.26,13.97,RS,Em trânsito,
PED-005730,2023-12-03,14:31,VEND-0043,Casa & Decoração,PROD-0253,169.41,1,169.41,20.09,MG,Em trânsito,
PED-005731,2024-12-15,14:32,VEND-0073,Casa & Decoração,PROD-0454,181.85,1,181.85,15.36,BA,Cancelado,
PED-005732,2023-01-20,19:38,VEND-0008,Eletrônicos,PROD-0363,458.54,1,458.54,13.09,CE,Devolvido,
PED-005733,2023-03-30,09:11,VEND-0057,Moda Masculina,PROD-0142,234.64,1,234.64,18.3,RS,Entregue,5.0
PED-005734,2024-04-22,17:55,VEND-0007,Eletrônicos,PROD-0038,467.7,1,467.7,14.35,CE,Devolvido,
PED-005735,2023-06-18,15:09,VEND-0110,Beleza & Saúde,PROD-0150,109.84,3,329.53,24.0,PE,Entregue,4.0
PED-005736,2023-08-30,17:51,VEND-0012,Beleza & Saúde,PROD-0150,59.26,1,59.26,6.96,CE,Cancelado,
PED-005737,2023-12-26,10:59,VEND-0047,Beleza & Saúde,PROD-0237,48.84,1,48.84,43.17,SP,Cancelado,
PED-005738,2023-12-24,02:12,VEND-0045,Casa & Decoração,PROD-0320,205.58,1,205.58,20.24,CE,Entregue,4.0
PED-005739,2023-09-10,20:29,VEND-0087,Moda Feminina,PROD-0461,62.05,1,62.05,26.85,CE,Cancelado,
PED-005740,2024-01-08,17:50,VEND-0087,Infantil,PROD-0315,80.87,2,161.74,36.89,CE,Entregue,5.0
PED-005741,2023-10-28,20:34,VEND-0031,Moda Feminina,PROD-0387,51.25,1,51.25,34.81,CE,Em trânsito,
PED-005742,2024-04-01,20:25,VEND-0022,Eletrônicos,PROD-0091,404.29,1,404.29,18.33,CE,Entregue,3.0
PED-005743,2023-07-09,13:07,VEND-0064,Esporte & Lazer,PROD-0253,148.52 ,3,445.55,27.8,SE,Entregue,5.0
PED-005744,2024-08-04,14:19,VEND-0062,Moda Masculina,PROD-0366,124.54,1,124.54,27.48,PA,Devolvido,
PED-005745,2023-04-02,11:22,VEND-0106,Casa & Decoração,PROD-0350,207.98,1,207.98,30.57,MG,Entregue,4.0
PED-005746,2023-06-13,04:35,VEND-0104,Casa & Decoração,PROD-0118,274.29,1,274.29,31.2,PE,Devolvido,
PED-005747,2024-05-28,07:24,VEND-0070,Moda Feminina,PROD-0012,179.71,1,179.71,42.29,MA,Entregue,5.0
PED-005748,2023-10-25,11:17,VEND-0120,Acessórios,PROD-0217,50.49,3,151.46,10.5,CE,Entregue,3.0
PED-005749,2023-01-02,13:40,VEND-0091,Moda Masculina,PROD-0311,160.35,1,160.35,34.46,SP,Entregue,4.0
PED-005750,2023-04-20,18:03,VEND-0034,Beleza & Saúde,PROD-0133,103.61,1,103.61,40.73,SP,Em trânsito,
PED-005751,2024-08-08,18:38,VEND-0010,Moda Masculina,PROD-0274,155.23,2,310.47,38.95,MA,Entregue,1.0
PED-005752,2024-06-26,05:17,VEND-0096,Moda Masculina,PROD-0312,256.54,1,256.54,15.75,MG,Entregue,5.0
PED-005753,2023-05-30,23:50,VEND-0095,Beleza & Saúde,PROD-0038,46.8,1,46.8,34.84,RJ,Entregue,5.0
PED-005754,2023-03-24,16:34,VEND-0073,Eletrônicos,PROD-0016,126.8,2,253.59,17.19,RJ,Entregue,5.0
PED-005755,2024-02-08,09:23,VEND-0018,Esporte & Lazer,PROD-0330,260.58,1,260.58,,RJ,Entregue,4.0
PED-005756,2023-03-29,11:22,VEND-0080,Casa & Decoração,PROD-0363,97.96,2,195.92,10.05,PB,Entregue,5.0
PED-005757,2023-05-10,05:35,VEND-0046,Eletrônicos,PROD-0124,262.97,2,525.93,11.68,BA,Entregue,4.0
PED-005758,2023-12-03,05:24,VEND-0074,Eletrônicos,PROD-0126,489.08,1,489.08,18.69,PR,Em trânsito,
PED-005759,2024-05-28,13:08,VEND-0094,Moda Masculina,PROD-0333,260.38,1,260.38,31.99,PE,Entregue,5.0
PED-005760,2023-06-21,14:54,VEND-0111,Eletrônicos,PROD-0236,695.75,1,695.75,6.55,PR,Cancelado,
PED-005761,2024-10-19,14:09,VEND-0100,Casa & Decoração,PROD-0091,204.6,1,204.6,8.35,SE,Entregue,1.0
PED-005762,2024-09-03,17:07,VEND-0089,Eletrônicos,PROD-0155,537.04,1,537.04,18.18,RS,Devolvido,
PED-005763,2023-01-23,14:29,VEND-0079,Moda Feminina,PROD-0173,170.09,1,170.09,33.52,PR,Em trânsito,
PED-005764,2023-04-15,21:55,VEND-0002,Casa & Decoração,PROD-0085,258.79,1,258.79,26.7,PB,Entregue,4.0
PED-005765,2023-08-26,11:27,VEND-0109,Infantil,PROD-0015,54.68,1,54.68,37.39,PI,Devolvido,
PED-005766,2023-12-19,11:43,VEND-0030,Casa & Decoração,PROD-0288,233.92,1,233.92,15.16,BA,Entregue,5.0
PED-005767,2024-04-12,06:40,VEND-0044,Infantil,PROD-0046,95.74,1,95.74,42.62,PI,Entregue,5.0
PED-005768,2024-01-03,16:45,VEND-0089,Casa & Decoração,PROD-0328,324.02,1,324.02,25.14,CE,Entregue,4.0
PED-005769,2024-04-20,06:18,VEND-0011,Moda Masculina,PROD-0375,236.21,1,236.21,43.44,SP,Entregue,1.0
PED-005770,2023-10-04,12:59,VEND-0057,Infantil,PROD-0329,128.42,2,256.85,27.63,CE,Entregue,5.0
PED-005771,2023-11-30,15:06,VEND-0009,Moda Feminina,PROD-0206,142.71,1,142.71,25.32,PA,Entregue,3.0
PED-005772,2023-08-12,17:27,VEND-0076,Acessórios,PROD-0297,72.44,1,72.44,33.23,BA,Entregue,3.0
PED-005773,2023-02-10,14:42,VEND-0011,Casa & Decoração,PROD-0370,241.91,1,241.91,34.4,MG,Entregue,2.0
PED-005774,2023-03-04,13:11,VEND-0117,Moda Feminina,PROD-0434,133.76,1,133.76,23.45,SP,Entregue,5.0
PED-005775,2024-04-22,13:31,VEND-0076,Beleza & Saúde,PROD-0358,65.01,1,65.01,29.39,MG,Entregue,5.0
PED-005776,2024-10-04,10:55,VEND-0074,Acessórios,PROD-0312,70.92,1,70.92,8.58,PE,Devolvido,
PED-005777,2023-06-19,13:50,VEND-0047,Eletrônicos,PROD-0186,855.35,1,855.35,11.01,CE,Entregue,5.0
PED-005778,2023-02-01,12:21,VEND-0014,Eletrônicos,PROD-0265,739.65,1,739.65,36.99,SP,Entregue,5.0
PED-005779,2023-04-09,19:48,VEND-0073,Moda Feminina,PROD-0445,139.08,1,139.08,,SP,Entregue,3.0
PED-005780,2024-12-09,02:01,VEND-0046,Beleza & Saúde,PROD-0436,58.41,1,58.41,13.94,MG,Entregue,5.0
PED-005781,2023-09-07,13:42,VEND-0097,Eletrônicos,PROD-0048,428.02,1,428.02,5.12,CE,Entregue,4.0
PED-005782,2023-04-25,17:48,VEND-0099,Infantil,PROD-0021,103.25,1,103.25,27.65,SP,Entregue,5.0
PED-005783,2023-05-07,12:35,VEND-0063,Moda Masculina,PROD-0420,176.96,1,176.96,13.12,RJ,Entregue,2.0
PED-005784,2024-10-25,07:05,VEND-0086,Acessórios,PROD-0409,67.91,1,67.91,14.08,MA,Entregue,4.0
PED-005785,2024-08-15,22:23,VEND-0002,Infantil,PROD-0046,107.86,1,107.86,21.75,CE,Entregue,4.0
PED-005786,2024-12-02,15:28,VEND-0101,Moda Masculina,PROD-0215,147.88,1,147.88,15.64,RJ,Em trânsito,
PED-005787,2023-07-13,02:48,VEND-0061,Eletrônicos,PROD-0079,553.55,1,553.55,40.67,MG,Em trânsito,
PED-005788,2024-06-23,02:39,VEND-0044,Eletrônicos,PROD-0375,255.5,1,255.5,27.84,RS,Devolvido,
PED-005789,2024-08-22,15:36,VEND-0060,Beleza & Saúde,PROD-0133,70.44,1,70.44,22.58,SP,Entregue,3.0
PED-005790,2024-02-09,14:05,VEND-0016,Moda Masculina,PROD-0086,103.39,2,206.78,15.19,BA,Entregue,5.0
PED-005791,2024-09-05,12:57,VEND-0065,Eletrônicos,PROD-0041,711.34,1,711.34,27.82,PR,Entregue,5.0
PED-005792,2023-02-27,09:54,VEND-0067,Casa & Decoração,PROD-0386,68.33,1,68.33,44.47,PE,Entregue,4.0
PED-005793,2024-07-21,17:58,VEND-0047,Moda Masculina,PROD-0034,208.91,1,208.91,40.44,CE,Devolvido,
PED-005794,2023-04-05,04:32,VEND-0051,Moda Feminina,PROD-0449,74.11,1,74.11,31.37,RJ,Entregue,5.0
PED-005795,2023-10-15,18:26,VEND-0103,Casa & Decoração,PROD-0355,230.77,1,230.77,17.75,SP,Entregue,5.0
PED-005796,2023-05-03,13:21,VEND-0112,Casa & Decoração,PROD-0199,274.66,2,549.32,22.51,BA,Devolvido,
PED-005797,2024-03-12,02:51,VEND-0046,Moda Feminina,PROD-0348,136.26,3,408.78,8.16,CE,Entregue,4.0
PED-005798,2023-03-10,20:30,VEND-0058,Beleza & Saúde,PROD-0091,60.32,1,60.32,9.24,CE,Devolvido,
PED-005799,2024-09-11,08:10,VEND-0094,Moda Feminina,PROD-0172,122.47,1,122.47,32.69,CE,Entregue,4.0
PED-005800,2023-07-29,09:22,VEND-0045,Eletrônicos,PROD-0148,902.82,1,902.82,27.58,CE,Em trânsito,
PED-005801,2024-08-14,14:54,VEND-0117,Casa & Decoração,PROD-0305,241.91,1,241.91,15.96,CE,Em trânsito,
PED-005802,2023-11-16,09:24,VEND-0015,Eletrônicos,PROD-0306,688.08,1,688.08,26.27,SP,Cancelado,
PED-005803,2024-09-20,09:31,VEND-0092,Casa & Decoração,PROD-0240,181.58,1,181.58,17.49,CE,Entregue,4.0
PED-005804,2023-08-01,17:00,VEND-0035,Eletrônicos,PROD-0499,611.55,1,611.55,41.83,RJ,Cancelado,
PED-005805,2024-10-20,16:58,VEND-0023,Moda Feminina,PROD-0094,188.73,1,188.73,36.57,CE,Entregue,3.0
PED-005806,2023-02-15,09:48,VEND-0033,Beleza & Saúde,PROD-0394,104.57,1,104.57,15.54,CE,Devolvido,
PED-005807,2024-07-09,21:56,VEND-0064,Eletrônicos,PROD-0014,353.04,1,353.04,30.02,CE,Entregue,4.0
PED-005808,2024-02-06,13:58,VEND-0096,Esporte & Lazer,PROD-0120,183.7,1,183.7,7.82,SP,Entregue,5.0
PED-005809,2023-05-20,17:00,VEND-0119,Beleza & Saúde,PROD-0383,103.85,1,103.85,6.68,BA,Cancelado,
PED-005810,2023-03-12,00:18,VEND-0065,Eletrônicos,PROD-0404,388.76,1,388.76,20.11,SE,Devolvido,
PED-005811,2023-04-30,13:28,VEND-0023,Eletrônicos,PROD-0431,710.03,2,1420.06,29.69,MG,Entregue,2.0
PED-005812,2023-02-02,17:27,VEND-0001,Eletrônicos,PROD-0447,268.04,1,268.04,20.22,CE,Cancelado,
PED-005813,2024-10-22,17:13,VEND-0078,Casa & Decoração,PROD-0425,403.42,1,403.42,18.71,BA,Entregue,3.0
PED-005814,2024-04-26,17:27,VEND-0110,Moda Masculina,PROD-0262,128.89,1,128.89,9.57,MG,Devolvido,
PED-005815,2024-01-25,15:53,VEND-0035,Beleza & Saúde,PROD-0065,50.97,1,50.97,41.52,MG,Em trânsito,
PED-005816,2024-01-10,08:21,VEND-0024,Casa & Decoração,PROD-0116,129.78,1,129.78,19.02,RS,Devolvido,
PED-005817,2023-10-23,20:22,VEND-0050,Casa & Decoração,PROD-0204,224.0,1,224.0,10.96,CE,Entregue,3.0
PED-005818,2023-11-17,20:19,VEND-0066,Esporte & Lazer,PROD-0441,173.41,1,173.41,20.39,BA,Em trânsito,
PED-005819,2023-08-08,13:47,VEND-0011,Casa & Decoração,PROD-0263,191.81,2,383.63,12.66,RS,Entregue,3.0
PED-005820,2024-04-18,19:20,VEND-0029,Moda Feminina,PROD-0154,79.75,1,79.75,33.84,SP,Entregue,5.0
PED-005821,2024-07-14,14:39,VEND-0073,Casa & Decoração,PROD-0338,228.64,1,228.64,5.23,CE,Em trânsito,
PED-005822,2024-05-10,20:36,VEND-0005,Moda Feminina,PROD-0158,44.1,1,44.1,23.53,PE,Em trânsito,
PED-005823,2023-03-11,17:54,VEND-0116,Moda Feminina,PROD-0234,83.73,1,83.73,13.22,RS,Entregue,4.0
PED-005824,2023-11-07,14:25,VEND-0031,Casa & Decoração,PROD-0472,330.41,1,330.41,14.3,SP,Entregue,5.0
PED-005825,2023-12-30,16:47,VEND-0008,Eletrônicos,PROD-0306,344.46,1,344.46,31.41,SP,Cancelado,
PED-005826,2024-06-22,02:00,VEND-0044,Eletrônicos,PROD-0194,244.64,1,244.64,17.37,SP,Entregue,5.0
PED-005827,2023-01-11,10:58,VEND-0068,Eletrônicos,PROD-0263,197.63,1,197.63,27.44,SE,Devolvido,
PED-005828,2023-01-11,15:15,VEND-0091,Moda Feminina,PROD-0127,122.63,1,122.63,33.01,PA,Devolvido,
PED-005829,2023-07-16,10:25,VEND-0002,Beleza & Saúde,PROD-0179,56.68,1,56.68,37.51,PI,Entregue,3.0
PED-005830,2023-02-23,19:14,VEND-0110,Moda Masculina,PROD-0335,126.58,1,126.58,30.29,CE,Cancelado,
PED-005831,2023-12-15,15:48,VEND-0022,Moda Masculina,PROD-0145,136.76,2,273.52,34.72,RS,Entregue,5.0
PED-005832,2024-05-09,19:51,VEND-0057,Esporte & Lazer,PROD-0156,225.61,1,225.61,11.84,SP,Entregue,5.0
PED-005833,2024-03-18,11:53,VEND-0006,Beleza & Saúde,PROD-0298,129.38,1,129.38,20.11,SP,Em trânsito,
PED-005834,2024-05-22,02:32,VEND-0043,Moda Feminina,PROD-0106,68.02,1,68.02,42.59,MA,Cancelado,
PED-005835,2024-01-04,09:39,VEND-0007,Casa & Decoração,PROD-0495,140.91,1,140.91,8.73,SP,Devolvido,
PED-005836,2024-01-20,02:55,VEND-0017,Moda Masculina,PROD-0121,207.21,1,207.21,10.29,RJ,Entregue,5.0
PED-005837,2023-06-06,18:06,VEND-0088,Esporte & Lazer,PROD-0212,155.1,1,155.1,7.23,CE,Em trânsito,
PED-005838,2024-10-10,16:59,VEND-0088,Eletrônicos,PROD-0411,526.3,1,526.3,9.4,SP,Entregue,4.0
PED-005839,2023-04-02,08:55,VEND-0092,Eletrônicos,PROD-0467,557.2,1,557.2,23.53,RS,Entregue,1.0
PED-005840,2024-02-17,07:10,VEND-0002,Acessórios,PROD-0246,66.71,1,66.71,10.96,SP,Devolvido,
PED-005841,2024-07-02,14:43,VEND-0035,Casa & Decoração,PROD-0396,72.49,1,72.49,31.19,RJ,Em trânsito,
PED-005842,2024-06-09,06:34,VEND-0077,Beleza & Saúde,PROD-0117,93.59,1,93.59,18.09,PI,Entregue,4.0
PED-005843,2024-08-17,07:32,VEND-0076,Moda Feminina,PROD-0026,167.96,2,335.92,6.58,RJ,Entregue,4.0
PED-005844,2023-10-17,20:01,VEND-0004,Moda Feminina,PROD-0491,99.01,1,99.01,,PI,Devolvido,
PED-005845,2023-04-28,23:00,VEND-0054,Eletrônicos,PROD-0454,593.78,1,593.78,38.88,BA,Entregue,1.0
PED-005846,2023-03-31,11:27,VEND-0024,Casa & Decoração,PROD-0204,306.72,1,306.72,16.33,SP,Em trânsito,
PED-005847,2024-02-12,02:46,VEND-0046,Esporte & Lazer,PROD-0471,154.27,1,154.27,25.08,PI,Entregue,4.0
PED-005848,2024-01-01,15:24,VEND-0103,Acessórios,PROD-0279,65.47,1,65.47,28.28,MG,Cancelado,
PED-005849,2023-02-27,07:24,VEND-0054,Moda Masculina,PROD-0013,193.01,1,193.01,30.77,PI,Entregue,3.0
PED-005850,2023-10-16,09:22,VEND-0088,Moda Feminina,PROD-0277,100.64,3,301.91,29.76,CE,Entregue,4.0
PED-005851,2024-06-14,07:52,VEND-0004,Acessórios,PROD-0491,52.59,1,52.59,9.19,PB,Entregue,5.0
PED-005852,2023-01-10,11:26,VEND-0046,Infantil,PROD-0142,79.93,3,239.79,14.35,CE,Entregue,4.0
PED-005853,2024-12-03,16:57,VEND-0023,Eletrônicos,PROD-0464,534.26,1,534.26,22.97,MG,Entregue,4.0
PED-005854,2023-03-12,12:55,VEND-0036,Esporte & Lazer,PROD-0363,55.89,1,55.89,39.36,SP,Entregue,3.0
PED-005855,2024-05-09,02:09,VEND-0046,Moda Masculina,PROD-0432,159.26,2,318.51,31.99,RS,Entregue,5.0
PED-005856,2023-11-03,14:41,VEND-0037,Esporte & Lazer,PROD-0257,230.6,1,230.6,25.73,SP,Entregue,1.0
PED-005857,2023-03-23,17:29,VEND-0115,Eletrônicos,PROD-0318,318.79,2,637.57,35.9,CE,Entregue,4.0
