municipio,ano,programa,valor_repassado,valor_executado_declarado,fonte
Município 141,2021,Esporte,218526.17,199904.37,FUNDEB
Município 141,2022,Cultura,237724.52,204839.16,SUS
Município 141,2022,Infraestrutura,50000.0,42922.67,FUNDEB
Município 141,2022,Esporte,421638.55,396056.25,PAC
Município 141,2023,Infraestrutura,223505.81,214129.47,SUS
Município 141,2023,Assistência Social,757456.31,690251.24,Emenda Parlamentar
Município 141,2023,Esporte,723316.48,671477.87,SUS
Município 141,2023,Saneamento,505116.41,478831.17,PAC
Município 141,2023,Cultura,292061.37,270501.15,SUS
Município 141,2023,Educação Fundamental,800158.11,718347.32,FPM
Município 142,2020,Educação Fundamental,664100.12,564675.2,Emenda Parlamentar
Município 142,2020,Saneamento,654496.23,609225.17,FPM
Município 142,2020,Esporte,156401.22,147903.76,Emenda Parlamentar
Município 142,2020,Cultura,501300.8,461188.02,Emenda Parlamentar
Município 142,2021,Saúde Básica,691114.02,617153.24,PAC
Município 142,2021,Cultura,598116.42,589596.26,PAC
Município 142,2021,Assistência Social,279417.4,257461.79,Emenda Parlamentar
Município 142,2021,Saneamento,474488.54,416945.01,FUNDEB
Município 142,2021,Infraestrutura,840716.88,822451.08,FPM
Município 142,2021,Educação Fundamental,300966.61,270147.39,SUS
Município 142,2022,Educação Fundamental,754635.9,654087.52,SUS
Município 142,2022,Assistência Social,511890.7,487792.43,Emenda Parlamentar
Município 142,2022,Infraestrutura,675038.27,661841.21,SUS
Município 142,2022,Saúde Básica,627724.94,624405.16,FUNDEB
Município 142,2023,Assistência Social,762142.36,739135.28,FPM
Município 142,2023,Infraestrutura,755565.11,702378.08,FPM
Município 142,2023,Cultura,648427.86,578252.93,PAC
Município 142,2023,Saneamento,724715.02,621761.56,SUS
Município 142,2023,Saúde Básica,400049.45,373197.78,SUS
Município 142,2023,Esporte,589642.71,552270.0,FPM
Município 143,2020,Cultura,584346.44,581462.92,FUNDEB
Município 143,2020,Saneamento,303450.97,262239.47,FPM
Município 143,2020,Educação Fundamental,749559.65,726259.22,FPM
Município 143,2020,Infraestrutura,763674.1,750712.5,FPM
Município 143,2020,Esporte,386165.73,352388.88,FPM
Município 143,2020,Saúde Básica,554049.39,498535.39,Emenda Parlamentar
Município 143,2021,Educação Fundamental,515909.21,441228.4,FUNDEB
Município 143,2021,Infraestrutura,484791.77,466622.25,PAC
Município 143,2021,Esporte,714528.61,668037.41,FUNDEB
Município 143,2022,Cultura,374565.23,348464.43,Emenda Parlamentar
Município 143,2022,Educação Fundamental,539050.15,502890.06,Emenda Parlamentar
Município 143,2022,Infraestrutura,505467.35,500837.55,FPM
Município 143,2022,Assistência Social,702867.98,617530.47,FPM
Município 143,2023,Esporte,728785.97,711892.29,PAC
Município 143,2023,Saneamento,190554.7,189488.2,FPM
Município 143,2023,Assistência Social,455518.2,441145.45,FUNDEB
Município 143,2023,Educação Fundamental,739977.06,682237.92,FPM
Município 143,2023,Cultura,510264.98,506024.0,Emenda Parlamentar
Município 144,2020,Assistência Social,484931.54,413359.15,PAC
Município 144,2020,Saúde Básica,435788.83,414053.41,Emenda Parlamentar
Município 144,2020,Saneamento,330525.45,309600.84,FPM
Município 144,2020,Cultura,626472.79,533292.89,FUNDEB
Município 144,2021,Cultura,604339.81,597528.38,SUS
Município 144,2021,Assistência Social,598789.4,561519.31,Emenda Parlamentar
Município 144,2021,Educação Fundamental,615164.34,545327.72,SUS
Município 144,2021,Infraestrutura,280762.89,277303.82,FUNDEB
Município 144,2021,Saneamento,105240.0,98125.74,PAC
Município 144,2021,Esporte,512261.05,447018.57,FUNDEB
Município 144,2022,Educação Fundamental,457250.81,407514.72,FPM
Município 144,2022,Cultura,695000.04,613581.96,FUNDEB
Município 144,2022,Assistência Social,273539.04,239394.45,FPM
Município 144,2022,Esporte,592079.19,555533.04,FUNDEB
Município 144,2022,Saneamento,466969.89,434945.43,PAC
Município 144,2022,Infraestrutura,605045.06,532092.0,FUNDEB
Município 144,2023,Assistência Social,372188.31,319675.92,FPM
Município 144,2023,Infraestrutura,606342.04,543909.62,Emenda Parlamentar
Município 144,2023,Educação Fundamental,429120.29,383605.8,Emenda Parlamentar
Município 144,2023,Esporte,608778.47,603597.44,FUNDEB
Município 145,2020,Esporte,609725.93,607311.33,FUNDEB
Município 145,2020,Educação Fundamental,632349.49,567229.89,Emenda Parlamentar
Município 145,2020,Assistência Social,488610.59,439126.28,PAC
Município 145,2020,Cultura,374655.77,335726.52,Emenda Parlamentar
Município 145,2020,Saneamento,449219.76,437397.73,PAC
Município 145,2020,Saúde Básica,375648.36,352920.36,SUS
Município 145,2021,Saúde Básica,582128.08,570113.11,FUNDEB
Município 145,2021,Assistência Social,50000.0,45550.48,SUS
Município 145,2021,Educação Fundamental,356409.78,314321.35,FPM
Município 145,2021,Cultura,454901.68,386724.39,SUS
Município 145,2021,Esporte,122916.55,110148.0,SUS
Município 145,2021,Saneamento,413008.13,391284.17,FUNDEB
Município 145,2022,Educação Fundamental,828440.21,726510.58,FPM
Município 145,2022,Infraestrutura,375267.94,346077.27,Emenda Parlamentar
Município 145,2022,Cultura,629857.91,595288.05,SUS
Município 145,2023,Assistência Social,970970.19,872056.29,FPM
Município 145,2023,Educação Fundamental,766222.2,762428.96,FUNDEB
Município 145,2023,Cultura,666869.75,615550.48,Emenda Parlamentar
Município 145,2023,Saneamento,641751.3,572153.1,Emenda Parlamentar
Município 146,2020,Educação Fundamental,618795.69,611013.4,SUS
Município 146,2020,Saúde Básica,485867.0,451424.6,Emenda Parlamentar
Município 146,2020,Saneamento,631514.19,562839.27,PAC
Município 146,2020,Esporte,215894.54,205308.3,PAC
Município 146,2020,Cultura,616554.64,581925.23,PAC
Município 146,2021,Esporte,533695.07,454891.24,PAC
Município 146,2021,Infraestrutura,628267.01,595224.99,SUS
Município 146,2021,Educação Fundamental,830293.66,740377.76,SUS
Município 146,2021,Assistência Social,92497.34,91132.36,Emenda Parlamentar
Município 146,2021,Cultura,620026.67,553022.73,FUNDEB
Município 146,2021,Saneamento,273523.36,240211.8,FUNDEB
Município 146,2022,Cultura,666781.56,646302.98,SUS
Município 146,2022,Saneamento,389858.13,369758.13,FPM
Município 146,2022,Saúde Básica,567716.28,489417.48,Emenda Parlamentar
Município 146,2022,Esporte,275255.31,273902.97,SUS
Município 146,2022,Infraestrutura,643115.55,606676.57,FPM
Município 146,2023,Saneamento,526741.37,448621.64,FPM
Município 146,2023,Assistência Social,308842.31,283715.2,SUS
Município 146,2023,Cultura,591244.36,575669.47,FPM
Município 146,2023,Infraestrutura,584302.18,532829.25,Emenda Parlamentar
Município 147,2020,Infraestrutura,291788.96,254381.52,FUNDEB
Município 147,2020,Educação Fundamental,593941.37,583393.97,Emenda Parlamentar
Município 147,2020,Assistência Social,644730.89,552737.27,Emenda Parlamentar
Município 147,2020,Cultura,614843.46,563971.21,FPM
Município 147,2021,Educação Fundamental,158441.1,149003.15,FPM
Município 147,2021,Assistência Social,50000.0,43553.46,FUNDEB
Município 147,2021,Esporte,518213.42,479235.52,PAC
Município 147,2021,Cultura,339271.32,322198.37,FPM
Município 147,2021,Saneamento,842909.74,833124.97,FPM
Município 147,2022,Saúde Básica,172037.15,146885.88,PAC
Município 147,2022,Infraestrutura,542052.92,483147.95,Emenda Parlamentar
Município 147,2022,Esporte,498446.11,446765.47,Emenda Parlamentar
Município 147,2022,Educação Fundamental,433776.67,405324.18,FPM
Município 147,2022,Saneamento,559892.78,529152.72,SUS
Município 147,2022,Assistência Social,284509.34,277122.33,FUNDEB
Município 147,2023,Saneamento,453629.27,426196.79,Emenda Parlamentar
Município 147,2023,Infraestrutura,160028.65,150609.84,FPM
Município 147,2023,Cultura,529158.61,459190.2,FPM
Município 147,2023,Assistência Social,656390.77,637003.37,PAC
Município 148,2020,Educação Fundamental,811979.78,710531.15,Emenda Parlamentar
Município 148,2020,Assistência Social,621026.7,595081.97,SUS
Município 148,2020,Cultura,571720.65,514094.86,Emenda Parlamentar
Município 148,2020,Infraestrutura,773759.11,734881.88,Emenda Parlamentar
Município 148,2020,Esporte,755010.17,710351.08,PAC
Município 148,2021,Saúde Básica,739662.24,717294.71,Emenda Parlamentar
Município 148,2021,Infraestrutura,242263.24,238573.05,PAC
Município 148,2021,Assistência Social,351217.39,323171.11,Emenda Parlamentar
Município 148,2021,Educação Fundamental,309484.78,275655.25,SUS
Município 148,2021,Saneamento,631856.29,628211.29,Emenda Parlamentar
Município 148,2021,Esporte,529971.2,450536.63,PAC
Município 148,2022,Infraestrutura,381746.54,361136.94,PAC
Município 148,2022,Cultura,417692.99,397929.31,SUS
Município 148,2022,Assistência Social,646200.76,611766.0,Emenda Parlamentar
Município 148,2022,Educação Fundamental,492652.6,472719.62,SUS
Município 148,2023,Educação Fundamental,726651.71,715155.6,FPM
Município 148,2023,Assistência Social,372274.19,366144.23,Emenda Parlamentar
Município 148,2023,Saúde Básica,187890.03,171399.02,FPM
Município 148,2023,Infraestrutura,444506.24,430593.15,PAC
Município 149,2020,Esporte,168354.19,149055.95,SUS
Município 149,2020,Assistência Social,184492.44,163902.48,Emenda Parlamentar
Município 149,2020,Infraestrutura,672010.06,585167.45,SUS
Município 149,2020,Educação Fundamental,548439.29,473773.98,FPM
Município 149,2020,Saneamento,279094.32,245288.02,FPM
Município 149,2020,Cultura,498793.06,481915.86,PAC
Município 149,2021,Assistência Social,932347.83,924700.99,PAC
Município 149,2021,Esporte,783377.15,689549.9,SUS
Município 149,2021,Infraestrutura,560742.43,505718.71,FPM
Município 149,2021,Saúde Básica,339798.25,332223.23,FUNDEB
Município 149,2021,Saneamento,450320.86,396397.43,PAC
Município 149,2022,Cultura,175701.01,161041.98,PAC
Município 149,2022,Educação Fundamental,456309.53,433313.55,FUNDEB
Município 149,2022,Esporte,684258.07,585918.05,FUNDEB
Município 149,2023,Saúde Básica,659804.13,567001.08,Emenda Parlamentar
Município 149,2023,Assistência Social,382485.75,343391.78,FUNDEB
Município 149,2023,Infraestrutura,308225.35,275269.22,FPM
Município 149,2023,Saneamento,300365.81,262301.19,FUNDEB
Município 149,2023,Cultura,529383.29,461874.72,SUS
Município 149,2023,Educação Fundamental,790833.86,704403.9,FUNDEB
Município 150,2020,Assistência Social,521366.93,518627.21,Emenda Parlamentar
Município 150,2020,Cultura,276404.25,236152.43,SUS
Município 150,2020,Educação Fundamental,443428.5,424514.96,Emenda Parlamentar
Município 150,2020,Infraestrutura,313255.51,312561.93,FPM
Município 150,2020,Saúde Básica,341486.45,303667.62,FUNDEB
Município 150,2020,Esporte,496600.61,424611.43,Emenda Parlamentar
Município 150,2021,Educação Fundamental,710960.64,634843.82,FUNDEB
Município 150,2021,Saneamento,495780.1,470180.22,FPM
Município 150,2021,Cultura,288999.03,276197.93,SUS
Município 150,2021,Esporte,430525.79,380402.58,FUNDEB
Município 150,2022,Infraestrutura,539558.28,503327.88,SUS
Município 150,2022,Saúde Básica,640669.18,623925.41,Emenda Parlamentar
Município 150,2022,Esporte,503019.15,484585.19,FUNDEB
Município 150,2022,Cultura,833885.44,723051.38,SUS
Município 150,2022,Saneamento,62291.1,56059.11,Emenda Parlamentar
Município 150,2022,Educação Fundamental,145227.54,141961.83,FUNDEB
Município 150,2023,Saneamento,140523.82,119928.28,PAC
Município 150,2023,Infraestrutura,723528.59,718770.57,PAC
Município 150,2023,Saúde Básica,266356.76,241839.06,Emenda Parlamentar
Município 150,2023,Assistência Social,350479.96,303695.25,Emenda Parlamentar
Município 151,2020,Educação Fundamental,502314.04,465330.19,FUNDEB
Município 151,2020,Cultura,799349.87,736031.86,FPM
Município 151,2020,Esporte,424854.26,364902.52,SUS
Município 151,2021,Saúde Básica,611714.91,526479.9,SUS
Município 151,2021,Infraestrutura,347030.71,317749.16,FPM
Município 151,2021,Cultura,673261.26,667744.67,FUNDEB
Município 151,2021,Assistência Social,254981.52,220724.53,PAC
Município 151,2022,Infraestrutura,489105.78,442424.15,FUNDEB
Município 151,2022,Assistência Social,528333.51,501741.98,FUNDEB
Município 151,2022,Educação Fundamental,384914.23,339951.1,FUNDEB
Município 151,2022,Esporte,86617.53,80006.35,PAC
Município 151,2022,Cultura,395594.15,337927.47,SUS
Município 151,2023,Esporte,386178.97,332053.3,PAC
Município 151,2023,Infraestrutura,541763.84,536170.73,PAC
Município 151,2023,Educação Fundamental,464984.22,424197.64,FUNDEB
Município 151,2023,Cultura,517255.98,466610.64,Emenda Parlamentar
Município 151,2023,Saneamento,519981.53,508850.53,FPM
Município 152,2020,Assistência Social,254246.28,231489.77,FPM
Município 152,2020,Cultura,726618.9,657995.78,Emenda Parlamentar
Município 152,2020,Saneamento,50000.0,44298.93,PAC
Município 152,2020,Educação Fundamental,304613.0,260606.01,PAC
Município 152,2020,Esporte,435378.85,429971.39,FUNDEB
Município 152,2021,Esporte,258168.89,229282.07,SUS
Município 152,2021,Educação Fundamental,399942.65,374951.69,Emenda Parlamentar
Município 152,2021,Saúde Básica,218281.94,207897.57,FUNDEB
Município 152,2021,Assistência Social,592078.28,578745.21,Emenda Parlamentar
Município 152,2022,Educação Fundamental,516377.47,441431.96,Emenda Parlamentar
Município 152,2022,Saúde Básica,245493.51,227166.82,FPM
Município 152,2022,Saneamento,476237.33,431934.26,FPM
Município 152,2022,Infraestrutura,713157.19,705590.54,FPM
Município 152,2023,Assistência Social,514274.92,446947.9,SUS
Município 152,2023,Educação Fundamental,396220.83,355279.88,FPM
Município 152,2023,Cultura,753377.0,642896.46,FUNDEB
Município 153,2020,Esporte,168493.41,146888.1,FPM
Município 153,2020,Educação Fundamental,343137.69,307295.45,FPM
Município 153,2020,Saúde Básica,282964.41,271446.73,SUS
Município 153,2021,Educação Fundamental,553543.01,487945.81,PAC
Município 153,2021,Esporte,711785.24,616992.67,FPM
Município 153,2021,Saneamento,336745.75,290639.23,Emenda Parlamentar
Município 153,2021,Infraestrutura,179799.91,155081.09,FUNDEB
Município 153,2022,Saneamento,261070.28,250678.02,PAC
Município 153,2022,Infraestrutura,531830.49,482628.78,SUS
Município 153,2022,Assistência Social,651895.06,582055.25,FPM
Município 153,2022,Cultura,681039.95,640400.98,FUNDEB
Município 153,2022,Saúde Básica,459044.36,397820.41,Emenda Parlamentar
Município 153,2023,Saneamento,429061.69,424847.79,FUNDEB
Município 153,2023,Cultura,590766.01,563794.95,PAC
Município 153,2023,Assistência Social,171872.85,168631.93,PAC
Município 153,2023,Infraestrutura,448695.86,403946.78,FPM
Município 154,2020,Esporte,310436.4,291357.6,SUS
Município 154,2020,Infraestrutura,212528.94,190627.67,FPM
Município 154,2020,Cultura,549040.9,511060.31,FPM
Município 154,2021,Infraestrutura,632569.87,582357.66,FUNDEB
Município 154,2021,Saneamento,902759.37,804564.12,FUNDEB
Município 154,2021,Assistência Social,585722.47,553626.76,Emenda Parlamentar
Município 154,2022,Saneamento,321757.82,315565.22,Emenda Parlamentar
Município 154,2022,Educação Fundamental,545559.91,473846.22,FUNDEB
Município 154,2022,Infraestrutura,296457.07,288431.43,FUNDEB
Município 154,2022,Esporte,442682.18,423799.58,FUNDEB
Município 154,2023,Educação Fundamental,598909.61,542664.74,FUNDEB
Município 154,2023,Assistência Social,646434.67,627966.67,Emenda Parlamentar
Município 154,2023,Infraestrutura,296453.09,279347.22,SUS
Município 154,2023,Esporte,406809.2,396556.27,FPM
Município 155,2020,Infraestrutura,50000.0,48046.69,PAC
Município 155,2020,Cultura,436583.41,375468.25,SUS
Município 155,2020,Esporte,472841.07,402621.7,Emenda Parlamentar
Município 155,2021,Esporte,320608.84,300629.17,FUNDEB
Município 155,2021,Saneamento,530231.35,450955.82,SUS
Município 155,2021,Assistência Social,516501.64,448023.71,FPM
Município 155,2022,Educação Fundamental,621555.71,599410.14,PAC
Município 155,2022,Infraestrutura,457588.73,402422.96,SUS
Município 155,2022,Saúde Básica,604628.08,561621.72,SUS
Município 155,2023,Infraestrutura,355461.6,338272.15,PAC
Município 155,2023,Educação Fundamental,646773.4,637960.16,PAC
Município 155,2023,Saúde Básica,853947.36,811536.67,SUS
Município 155,2023,Assistência Social,274346.1,271241.63,SUS
Município 155,2023,Cultura,641030.29,562384.87,SUS
Município 155,2023,Saneamento,479826.92,467467.69,FUNDEB
Município 156,2020,Esporte,481469.4,416461.61,Emenda Parlamentar
Município 156,2020,Educação Fundamental,530996.2,456940.36,PAC
Município 156,2020,Infraestrutura,311003.79,265013.57,FUNDEB
Município 156,2020,Cultura,459608.81,396043.85,SUS
Município 156,2021,Cultura,289647.7,274451.1,FPM
Município 156,2021,Infraestrutura,212778.01,212002.26,PAC
Município 156,2021,Saneamento,468729.95,464003.69,PAC
Município 156,2021,Educação Fundamental,639155.89,613720.89,Emenda Parlamentar
Município 156,2022,Esporte,284885.02,270724.42,FPM
Município 156,2022,Saneamento,526091.52,515369.23,PAC
Município 156,2022,Educação Fundamental,245488.35,240291.73,FPM
Município 156,2022,Assistência Social,302234.27,276588.39,Emenda Parlamentar
Município 156,2022,Cultura,429974.48,405619.38,SUS
Município 156,2022,Saúde Básica,863035.05,848583.25,Emenda Parlamentar
Município 156,2023,Esporte,161323.75,148812.32,FUNDEB
Município 156,2023,Infraestrutura,702794.91,615900.15,PAC
Município 156,2023,Cultura,298653.35,270216.94,SUS
Município 156,2023,Saúde Básica,536255.67,535242.9,PAC
Município 157,2020,Educação Fundamental,214283.99,194937.79,Emenda Parlamentar
Município 157,2020,Esporte,526713.93,482104.34,FUNDEB
Município 157,2020,Saneamento,355941.36,310793.27,FUNDEB
Município 157,2020,Assistência Social,476453.36,447863.88,FPM
Município 157,2020,Cultura,491702.35,489839.98,PAC
Município 157,2020,Infraestrutura,382869.96,336941.96,SUS
Município 157,2021,Saúde Básica,514978.41,438071.54,PAC
Município 157,2021,Cultura,571429.82,531391.0,SUS
Município 157,2021,Infraestrutura,464440.93,404769.46,Emenda Parlamentar
Município 157,2021,Educação Fundamental,361946.03,319475.43,SUS
Município 157,2021,Saneamento,736263.77,726506.26,SUS
Município 157,2021,Esporte,299231.51,257164.07,SUS
Município 157,2022,Infraestrutura,421227.66,419811.48,Emenda Parlamentar
Município 157,2022,Saúde Básica,492517.45,437489.36,Emenda Parlamentar
Município 157,2022,Saneamento,498532.14,465893.79,PAC
Município 157,2023,Assistência Social,453652.34,418895.24,FUNDEB
Município 157,2023,Esporte,50000.0,47307.92,Emenda Parlamentar
Município 157,2023,Infraestrutura,559711.3,492571.34,PAC
Município 157,2023,Saneamento,449655.03,394911.83,SUS
Município 157,2023,Cultura,688029.3,686486.55,SUS
Município 158,2020,Educação Fundamental,969310.33,835386.25,FUNDEB
Município 158,2020,Infraestrutura,326239.42,306795.83,PAC
Município 158,2020,Esporte,444519.13,385920.42,FPM
Município 158,2020,Cultura,146828.05,146373.08,Emenda Parlamentar
Município 158,2020,Assistência Social,547862.89,516223.26,PAC
Município 158,2020,Saúde Básica,489824.12,449255.87,Emenda Parlamentar
Município 158,2021,Educação Fundamental,547610.25,543660.32,SUS
Município 158,2021,Cultura,329936.6,312583.75,FUNDEB
Município 158,2021,Assistência Social,456343.85,419862.14,PAC
Município 158,2021,Saneamento,459526.83,427381.97,SUS
Município 158,2021,Esporte,789626.48,713727.54,SUS
Município 158,2022,Saúde Básica,467915.16,409337.82,PAC
Município 158,2022,Esporte,687851.13,619317.09,SUS
Município 158,2022,Cultura,574823.95,555003.01,FUNDEB
Município 158,2022,Assistência Social,229136.73,195324.4,Emenda Parlamentar
Município 158,2022,Educação Fundamental,85299.24,75211.56,FPM
Município 158,2022,Saneamento,524636.19,487835.36,Emenda Parlamentar
Município 158,2023,Educação Fundamental,388628.05,378239.2,Emenda Parlamentar
Município 158,2023,Assistência Social,404019.07,399281.49,Emenda Parlamentar
Município 158,2023,Saúde Básica,343695.26,308894.65,PAC
Município 158,2023,Infraestrutura,389947.08,361204.85,Emenda Parlamentar
Município 159,2020,Saúde Básica,608681.41,593560.9,SUS
Município 159,2020,Esporte,572935.69,500373.81,FPM
Município 159,2020,Saneamento,796488.22,700600.9,FPM
Município 159,2020,Infraestrutura,595236.77,506123.77,FPM
Município 159,2020,Educação Fundamental,670574.81,597302.79,Emenda Parlamentar
Município 159,2020,Cultura,547046.19,519297.65,Emenda Parlamentar
Município 159,2021,Cultura,406673.57,394102.78,FUNDEB
Município 159,2021,Infraestrutura,346727.86,318250.4,FUNDEB
Município 159,2021,Assistência Social,505641.72,470834.17,FPM
Município 159,2021,Saúde Básica,324121.31,323367.43,SUS
Município 159,2021,Educação Fundamental,553896.1,482603.81,FUNDEB
Município 159,2022,Educação Fundamental,563660.49,530604.64,FUNDEB
Município 159,2022,Infraestrutura,635001.41,573334.32,SUS
Município 159,2022,Esporte,898205.21,797224.78,FPM
Município 159,2022,Assistência Social,354719.17,344781.87,FUNDEB
Município 159,2023,Cultura,704700.7,656790.83,FUNDEB
Município 159,2023,Saúde Básica,613069.46,596979.6,SUS
Município 159,2023,Esporte,575607.24,557271.51,SUS
Município 160,2020,Cultura,560538.5,540969.63,PAC
Município 160,2020,Saúde Básica,533383.38,526980.98,FUNDEB
Município 160,2020,Assistência Social,286071.78,276417.11,FUNDEB
Município 160,2020,Infraestrutura,483534.15,481316.35,Emenda Parlamentar
Município 160,2021,Saneamento,226956.51,196870.38,Emenda Parlamentar
Município 160,2021,Esporte,265133.81,244577.16,FUNDEB
Município 160,2021,Cultura,192239.68,187931.25,FUNDEB
Município 160,2021,Infraestrutura,358538.41,356333.54,PAC
Município 160,2022,Infraestrutura,635367.35,555552.7,SUS
Município 160,2022,Assistência Social,606086.31,546705.45,Emenda Parlamentar
Município 160,2022,Saúde Básica,513738.08,461301.8,FUNDEB
Município 160,2023,Educação Fundamental,454184.02,413603.19,FUNDEB
Município 160,2023,Cultura,535205.0,492976.99,Emenda Parlamentar
Município 160,2023,Assistência Social,359951.16,324089.68,PAC
Município 160,2023,Saúde Básica,377004.45,329622.95,FUNDEB
Município 161,2020,Infraestrutura,502250.81,485518.25,PAC
Município 161,2020,Educação Fundamental,367569.28,323111.84,Emenda Parlamentar
Município 161,2020,Esporte,484368.94,437510.74,PAC
Município 161,2020,Saneamento,558359.57,528525.53,SUS
Município 161,2021,Saúde Básica,478097.72,440925.59,FUNDEB
Município 161,2021,Cultura,547899.56,511648.54,FUNDEB
Município 161,2021,Educação Fundamental,576166.11,497436.13,SUS
Município 161,2021,Esporte,243948.3,215711.69,SUS
Município 161,2021,Infraestrutura,554421.98,514620.85,Emenda Parlamentar
Município 161,2021,Assistência Social,358885.04,351671.81,PAC
Município 161,2022,Infraestrutura,681212.97,616278.68,FPM
Município 161,2022,Educação Fundamental,443482.95,438663.38,SUS
Município 161,2022,Esporte,118970.97,109751.36,FUNDEB
Município 161,2022,Saneamento,534660.6,499181.28,PAC
Município 161,2022,Cultura,410835.51,398521.88,SUS
Município 161,2022,Assistência Social,319228.81,300309.57,FPM
Município 161,2023,Esporte,482015.38,476080.88,PAC
Município 161,2023,Saúde Básica,399482.16,346947.15,PAC
Município 161,2023,Cultura,1089117.16,1067926.58,SUS
Município 161,2023,Saneamento,492063.02,469939.18,PAC
Município 161,2023,Infraestrutura,488844.41,477002.15,PAC
Município 161,2023,Assistência Social,606569.3,573459.98,PAC
Município 162,2020,Saneamento,886629.24,880707.66,FUNDEB
Município 162,2020,Saúde Básica,794876.38,711194.5,PAC
Município 162,2020,Assistência Social,744490.66,668598.7,Emenda Parlamentar
Município 162,2020,Esporte,326356.81,285766.6,Emenda Parlamentar
Município 162,2020,Educação Fundamental,227585.3,201088.33,SUS
Município 162,2021,Saúde Básica,500165.02,478343.44,FPM
Município 162,2021,Esporte,474373.84,411441.15,FPM
Município 162,2021,Educação Fundamental,524488.73,499069.9,FUNDEB
Município 162,2022,Infraestrutura,92034.99,87192.96,SUS
Município 162,2022,Saneamento,299202.72,294801.89,FUNDEB
Município 162,2022,Cultura,226444.97,210386.78,PAC
Município 162,2022,Assistência Social,50000.0,44065.92,FPM
Município 162,2022,Saúde Básica,768675.54,765447.9,SUS
Município 162,2023,Assistência Social,157226.47,141015.57,SUS
Município 162,2023,Saneamento,132683.94,130255.99,FUNDEB
Município 162,2023,Saúde Básica,636820.3,549678.12,Emenda Parlamentar
Município 162,2023,Infraestrutura,524271.96,487103.6,FPM
Município 162,2023,Educação Fundamental,179160.27,160429.83,SUS
Município 163,2020,Infraestrutura,812483.76,797772.35,PAC
Município 163,2020,Educação Fundamental,416606.66,379052.94,FPM
Município 163,2020,Esporte,268456.54,248305.03,FPM
Município 163,2020,Assistência Social,353208.92,305182.85,FUNDEB
Município 163,2021,Infraestrutura,404670.26,399323.2,SUS
Município 163,2021,Esporte,704424.81,626684.79,SUS
Município 163,2021,Educação Fundamental,174731.27,157842.55,PAC
Município 163,2021,Saneamento,200831.53,179236.65,FUNDEB
Município 163,2021,Saúde Básica,511162.94,440090.01,SUS
Município 163,2021,Assistência Social,864520.46,774160.26,SUS
Município 163,2022,Cultura,745569.48,725388.61,PAC
Município 163,2022,Saúde Básica,572199.53,500062.01,Emenda Parlamentar
Município 163,2022,Saneamento,468034.13,420850.6,Emenda Parlamentar
Município 163,2023,Educação Fundamental,273402.76,268595.11,Emenda Parlamentar
Município 163,2023,Saneamento,454748.11,411067.12,FUNDEB
Município 163,2023,Cultura,195383.15,185166.29,PAC
Município 163,2023,Esporte,562771.91,496862.42,SUS
Município 164,2020,Cultura,718670.23,685759.43,FPM
Município 164,2020,Assistência Social,620931.2,575441.42,FPM
Município 164,2020,Saneamento,322548.35,276647.46,PAC
Município 164,2020,Infraestrutura,482850.72,471710.84,FUNDEB
Município 164,2021,Cultura,856957.27,761606.2,FPM
Município 164,2021,Assistência Social,539493.29,517479.78,Emenda Parlamentar
Município 164,2021,Saúde Básica,389108.56,355656.46,FUNDEB
Município 164,2022,Esporte,540671.69,491096.6,SUS
Município 164,2022,Infraestrutura,168287.78,145898.31,FPM
Município 164,2022,Assistência Social,388126.88,383816.56,PAC
Município 164,2022,Cultura,597376.31,529051.84,PAC
Município 164,2022,Saneamento,359799.4,330345.71,Emenda Parlamentar
Município 164,2022,Educação Fundamental,338525.06,310096.02,FUNDEB
Município 164,2023,Infraestrutura,462793.25,423094.59,Emenda Parlamentar
Município 164,2023,Esporte,510697.14,446094.12,FUNDEB
Município 164,2023,Assistência Social,410993.63,385750.32,FUNDEB
Município 164,2023,Educação Fundamental,558081.94,521750.59,PAC
Município 165,2020,Infraestrutura,277870.26,271048.63,Emenda Parlamentar
Município 165,2020,Esporte,346282.19,305230.84,PAC
Município 165,2020,Saneamento,504396.07,430960.44,SUS
Município 165,2021,Saneamento,307736.5,279769.32,PAC
Município 165,2021,Infraestrutura,451303.66,384206.05,FPM
Município 165,2021,Educação Fundamental,480486.87,469652.93,FPM
Município 165,2021,Saúde Básica,387095.54,345103.22,FPM
Município 165,2021,Esporte,624180.75,556339.7,FPM
Município 165,2021,Cultura,270926.64,269670.71,SUS
Município 165,2022,Infraestrutura,691107.65,674673.71,FPM
Município 165,2022,Saneamento,171308.14,159697.96,FPM
Município 165,2022,Cultura,612306.02,579266.38,Emenda Parlamentar
Município 165,2022,Saúde Básica,408989.1,396858.27,PAC
Município 165,2023,Assistência Social,713501.33,614606.77,SUS
Município 165,2023,Saneamento,691750.08,682617.11,FPM
Município 165,2023,Infraestrutura,616719.3,540891.73,Emenda Parlamentar
Município 165,2023,Educação Fundamental,201759.59,186269.47,SUS
Município 166,2020,Saúde Básica,50000.0,44541.09,SUS
Município 166,2020,Cultura,785449.44,671583.03,FPM
Município 166,2020,Assistência Social,131389.91,118143.68,Emenda Parlamentar
Município 166,2020,Educação Fundamental,712459.1,710067.04,Emenda Parlamentar
Município 166,2020,Saneamento,652527.85,612107.18,Emenda Parlamentar
