manutencao_id,veiculo_id,tipo_veiculo,ano_fabricacao,data_manutencao,tipo_manutencao,componente,custo_reais,tempo_parado_horas,km_odometro
MAN-03817,VEI-0023,Utilitário,2020,2024-04-14,Preventiva,Pneus,1523.14,13.1,336640
MAN-03818,VEI-0103,Utilitário,2023,2023-09-14,Preventiva,Freios,292.14,4.5,219747
MAN-03819,VEI-0089,Caminhão,2022,2024-11-01,Corretiva,Pneus,2325.73,19.9,320196
MAN-03820,VEI-0056,Utilitário,2018,2024-01-23,Preventiva,Freios,680.68,18.7,64986
MAN-03821,VEI-0150,Van,2015,2023-10-20,Corretiva,Suspensão,1087.65,21.8,309321
MAN-03822,VEI-0137,Utilitário,2019,2024-04-18,Corretiva,Motor,2860.11,25.5,73091
MAN-03823,VEI-0111,Caminhão,2020,2024-11-03,Preventiva,Suspensão,971.41,12.9,231830
MAN-03824,VEI-0066,Van,2020,2024-12-23,Preventiva,Transmissão,522.66,11.4,62845
MAN-03825,VEI-0004,Caminhão,2020,2024-02-24,Corretiva,Arrefecimento,842.56,33.8,168859
MAN-03826,VEI-0192,Caminhão,2022,2024-11-17,Corretiva,Arrefecimento,912.29,25.4,228901
MAN-03827,VEI-0128,Caminhão,2017,2024-04-01,Preventiva,Freios,418.91,11.7,305063
MAN-03828,VEI-0075,Van,2020,2024-06-26,Preventiva,Direção,163.37,2.6,382014
MAN-03829,VEI-0187,Caminhão,2022,2024-09-09,Corretiva,Pneus,1576.35,17.6,258268
MAN-03830,VEI-0091,Van,2020,2023-08-07,Corretiva,Suspensão,1231.03,17.6,118862
MAN-03831,VEI-0038,Utilitário,2022,2024-03-22,Corretiva,Arrefecimento,428.98,16.5,205033
MAN-03832,VEI-0157,Van,2019,2023-10-11,Corretiva,Direção,301.51,,130417
MAN-03833,VEI-0029,Van,2021,2023-09-01,Corretiva,Direção,678.82,24.0,79868
MAN-03834,VEI-0157,Van,2019,2023-12-10,Preventiva,Transmissão,757.3,6.1,142693
MAN-03835,VEI-0038,Utilitário,2022,2024-06-18,Preventiva,Pneus,956.07,7.1,194112
MAN-03836,VEI-0134,Utilitário,2018,2024-04-30,Corretiva,Motor,1983.95,31.4,252804
MAN-03837,VEI-0094,Caminhão,2015,2024-06-02,Corretiva,Suspensão,1705.27,,218476
MAN-03838,VEI-0003,Van,2019,2023-10-21,Preventiva,Motor,1497.91,,84766
MAN-03839,VEI-0126,Van,2020,2024-04-17,Corretiva,Transmissão,1996.34,28.4,153813
MAN-03840,VEI-0035,Caminhão,2017,2023-12-25,Corretiva,Freios,1011.67,27.1,80072
MAN-03841,VEI-0151,Van,2016,2024-03-13,Corretiva,Pneus,2078.04,20.5,74121
MAN-03842,VEI-0135,Utilitário,2023,2024-01-27,Preventiva,Motor,2143.23,1.0,63613
MAN-03843,VEI-0091,Van,2020,2024-07-23,Preventiva,Arrefecimento,506.48,8.2,102844
MAN-03844,VEI-0176,Caminhão,2018,2024-05-18,Preventiva,Direção,560.75,3.5,173236
MAN-03845,VEI-0011,Utilitário,2016,2024-11-11,Corretiva,Direção,841.56,23.3,268140
MAN-03846,VEI-0086,Caminhão,2016,2023-11-08,Preventiva,Elétrica,517.32,6.0,276804
MAN-03847,VEI-0142,Utilitário,2018,2024-11-18,Corretiva,Arrefecimento,851.66,34.7,195151
MAN-03848,VEI-0165,Caminhão,2020,2024-03-02,Preventiva,Arrefecimento,300.62,8.4,116186
MAN-03849,VEI-0155,Van,2020,2024-01-30,Preventiva,Direção,868.37,1.8,308196
MAN-03850,VEI-0043,Utilitário,2022,2024-02-11,Preventiva,Direção,1040.96,15.0,288136
MAN-03851,VEI-0013,Caminhão,2015,2023-11-12,Preventiva,Freios,726.2,7.4,157861
MAN-03852,VEI-0163,Van,2017,2023-08-30,Preventiva,Elétrica,590.4,1.0,40052
MAN-03853,VEI-0006,Caminhão,2018,2024-09-13,Corretiva,Arrefecimento,260.26,23.0,174862
MAN-03854,VEI-0148,Van,2022,2024-02-17,Preventiva,Arrefecimento,501.97,,235022
MAN-03855,VEI-0159,Caminhão,2021,2024-11-18,Corretiva,Elétrica,474.03,26.8,226851
MAN-03856,VEI-0155,Van,2020,2024-03-23,Corretiva,Elétrica,795.97,28.4,295509
MAN-03857,VEI-0189,Caminhão,2020,2024-08-01,Corretiva,Direção,1112.94,24.2,297806
MAN-03858,VEI-0016,Caminhão,2022,2023-12-21,Preventiva,Arrefecimento,118.49,8.8,239516
MAN-03859,VEI-0166,Caminhão,2022,2024-12-15,Corretiva,Arrefecimento,664.29,15.1,37712
MAN-03860,VEI-0149,Caminhão,2018,2023-08-28,Preventiva,Freios,329.86,1.0,231886
MAN-03861,VEI-0067,Caminhão,2021,2024-03-11,Corretiva,Motor,1557.26,21.1,214256
MAN-03862,VEI-0112,Utilitário,2022,2024-05-31,Corretiva,Freios,964.99,14.6,116665
MAN-03863,VEI-0033,Van,2017,2023-11-30,Corretiva,Pneus,2078.65,14.1,207028
MAN-03864,VEI-0102,Caminhão,2017,2024-02-03,Corretiva,Direção,854.03,28.1,103173
MAN-03865,VEI-0148,Van,2022,2024-03-03,Corretiva,Motor,3041.08,21.5,241619
MAN-03866,VEI-0124,Van,2016,2024-11-07,Corretiva,Elétrica,1042.67,24.2,348117
MAN-03867,VEI-0127,Caminhão,2015,2024-10-24,Preventiva,Suspensão,1270.13,5.5,112927
MAN-03868,VEI-0192,Caminhão,2022,2024-01-04,Corretiva,Pneus,1499.96,15.0,215367
MAN-03869,VEI-0149,Caminhão,2018,2024-06-16,Corretiva,Direção,602.73,22.5,211970
MAN-03870,VEI-0069,Caminhão,2016,2024-06-05,Corretiva,Suspensão,1242.31,20.6,76562
MAN-03871,VEI-0059,Van,2016,2024-04-10,Preventiva,Elétrica,518.43,16.2,92045
MAN-03872,VEI-0116,Van,2019,2024-01-10,Corretiva,Transmissão,2367.13,27.1,137126
MAN-03873,VEI-0087,Caminhão,2018,2024-03-07,Preventiva,Arrefecimento,462.92,13.4,205940
MAN-03874,VEI-0092,Caminhão,2023,2024-03-27,Corretiva,Suspensão,1571.9,25.0,319345
MAN-03875,VEI-0043,Utilitário,2022,2024-10-07,Corretiva,Suspensão,1770.37,27.3,277953
MAN-03876,VEI-0077,Van,2018,2024-05-12,Corretiva,Freios,642.08,29.1,45922
MAN-03877,VEI-0084,Utilitário,2022,2024-10-07,Preventiva,Direção,561.31,4.6,165036
MAN-03878,VEI-0146,Utilitário,2021,2024-10-15,Corretiva,Direção,887.21,26.1,286658
MAN-03879,VEI-0188,Caminhão,2016,2024-08-07,Corretiva,Motor,2605.23,22.3,233549
MAN-03880,VEI-0178,Van,2019,2023-09-29,Preventiva,Direção,179.95,13.2,293643
MAN-03881,VEI-0009,Utilitário,2019,2024-07-11,Corretiva,Freios,796.62,22.5,247026
MAN-03882,VEI-0023,Utilitário,2020,2024-10-20,Corretiva,Pneus,1638.37,,355628
MAN-03883,VEI-0027,Van,2021,2024-06-13,Preventiva,Elétrica,331.47,13.4,191074
MAN-03884,VEI-0027,Van,2021,2024-04-17,Preventiva,Elétrica,302.27,10.1,182392
MAN-03885,VEI-0052,Caminhão,2021,2023-08-04,Corretiva,Arrefecimento,646.77,20.4,335044
MAN-03886,VEI-0046,Caminhão,2020,2024-01-31,Preventiva,Arrefecimento,806.01,6.0,263058
MAN-03887,VEI-0190,Van,2020,2024-09-30,Preventiva,Pneus,872.47,9.1,157309
MAN-03888,VEI-0085,Caminhão,2016,2024-01-28,Preventiva,Direção,536.3,5.8,167626
MAN-03889,VEI-0150,Van,2015,2024-12-24,Corretiva,Pneus,929.2,32.2,305949
MAN-03890,VEI-0056,Utilitário,2018,2024-06-22,Preventiva,Motor,800.5,15.1,92024
MAN-03891,VEI-0095,Utilitário,2023,2024-11-03,Preventiva,Transmissão,2931.95,5.1,148384
MAN-03892,VEI-0075,Van,2020,2024-10-06,Corretiva,Transmissão,2862.53,30.2,337084
MAN-03893,VEI-0037,Caminhão,2016,2023-12-11,Corretiva,Suspensão,1218.94,31.1,196071
MAN-03894,VEI-0109,Van,2022,2024-08-19,Preventiva,Arrefecimento,396.74,9.5,275107
MAN-03895,VEI-0106,Caminhão,2020,2024-09-14,Preventiva,Suspensão,740.55,8.6,221661
MAN-03896,VEI-0115,Utilitário,2020,2023-12-03,Preventiva,Suspensão,1427.66,2.0,222117
MAN-03897,VEI-0162,Van,2021,2023-08-05,Preventiva,Pneus,449.64,5.6,228386
MAN-03898,VEI-0198,Van,2021,2023-12-25,Corretiva,Elétrica,725.91,19.1,110468
MAN-03899,VEI-0017,Utilitário,2018,2024-03-10,Preventiva,Motor,2173.21,5.3,173316
MAN-03900,VEI-0109,Van,2022,2024-05-29,Corretiva,Direção,704.56,25.5,260864
MAN-03901,VEI-0157,Van,2019,2024-07-13,Corretiva,Motor,3818.15,11.3,125346
MAN-03902,VEI-0085,Caminhão,2016,2024-09-30,Preventiva,Transmissão,1907.26,1.0,168921
MAN-03903,VEI-0120,Van,2023,2024-07-05,Corretiva,Elétrica,631.01,25.9,204319
MAN-03904,VEI-0184,Caminhão,2016,2024-05-07,Corretiva,Freios,994.32,29.3,307117
MAN-03905,VEI-0096,Van,2016,2023-07-07,Corretiva,Elétrica,597.85,29.5,327922
MAN-03906,VEI-0183,Caminhão,2019,2024-04-05,Corretiva,Arrefecimento,550.38,,245567
MAN-03907,VEI-0053,Van,2022,2024-02-24,Preventiva,Motor,1717.62,10.3,62477
MAN-03908,VEI-0081,Caminhão,2015,2023-10-25,Corretiva,Elétrica,654.87,26.0,68862
MAN-03909,VEI-0091,Van,2020,2024-06-19,Corretiva,Transmissão,1809.97,20.8,80365
MAN-03910,VEI-0019,Van,2015,2024-07-21,Preventiva,Pneus,1125.74,20.9,182072
MAN-03911,VEI-0113,Caminhão,2020,2023-11-07,Preventiva,Direção,793.58,5.5,239872
MAN-03912,VEI-0146,Utilitário,2021,2024-12-08,Corretiva,Direção,1007.44,25.8,336078
MAN-03913,VEI-0026,Van,2018,2023-08-13,Corretiva,Suspensão,731.04,9.9,284400
MAN-03914,VEI-0108,Utilitário,2021,2024-08-25,Corretiva,Motor,2893.1,30.3,293367
MAN-03915,VEI-0023,Utilitário,2020,2024-02-19,Corretiva,Transmissão,6126.06,21.0,319147
MAN-03916,VEI-0152,Caminhão,2021,2023-07-01,Preventiva,Motor,1353.18,1.3,129695
MAN-03917,VEI-0080,Van,2019,2024-03-16,Corretiva,Arrefecimento,769.32,18.8,89706
MAN-03918,VEI-0019,Van,2015,2023-11-23,Corretiva,Transmissão,2539.21,29.5,150960
MAN-03919,VEI-0103,Utilitário,2023,2024-10-01,Corretiva,Elétrica,719.15,25.7,250373
MAN-03920,VEI-0082,Caminhão,2019,2024-07-01,Corretiva,Arrefecimento,889.91,25.4,50036
MAN-03921,VEI-0108,Utilitário,2021,2023-12-15,Corretiva,Direção,704.47,26.7,278881
MAN-03922,VEI-0063,Utilitário,2017,2024-05-19,Corretiva,Elétrica,478.22,17.3,285532
MAN-03923,VEI-0172,Caminhão,2019,2024-03-24,Preventiva,Transmissão,2325.72,11.9,385699
MAN-03924,VEI-0082,Caminhão,2019,2024-06-11,Corretiva,Freios,811.16,27.7,66396
MAN-03925,VEI-0110,Caminhão,2018,2024-12-05,Preventiva,Transmissão,2359.38,13.3,92811
MAN-03926,VEI-0119,Van,2019,2023-10-03,Preventiva,Elétrica,144.23,5.9,137119
MAN-03927,VEI-0095,Utilitário,2023,2024-10-09,Preventiva,Suspensão,598.39,12.0,141547
MAN-03928,VEI-0152,Caminhão,2021,2023-11-24,Corretiva,Arrefecimento,1068.97,27.8,66885
MAN-03929,VEI-0093,Van,2018,2024-08-07,Corretiva,Arrefecimento,802.07,13.9,299719
MAN-03930,VEI-0081,Caminhão,2015,2023-07-15,Corretiva,Arrefecimento,386.76,27.5,98163
MAN-03931,VEI-0045,Utilitário,2015,2024-01-12,Corretiva,Pneus,1523.9,33.0,170752
MAN-03932,VEI-0077,Van,2018,2023-10-24,Corretiva,Elétrica,481.51,18.4,71489
MAN-03933,VEI-0001,Van,2019,2024-09-20,Preventiva,Elétrica,341.61,11.3,306791
MAN-03934,VEI-0012,Utilitário,2022,2024-10-03,Preventiva,Arrefecimento,476.86,4.1,307534
MAN-03935,VEI-0031,Caminhão,2020,2023-10-15,Preventiva,Arrefecimento,211.02,14.8,120907
MAN-03936,VEI-0197,Caminhão,2020,2024-01-15,Corretiva,Transmissão,3909.63,,311354
MAN-03937,VEI-0087,Caminhão,2018,2024-11-26,Preventiva,Transmissão,2721.6,2.4,211663
MAN-03938,VEI-0177,Caminhão,2017,2024-11-06,Preventiva,Direção,427.57,10.4,365637
MAN-03939,VEI-0110,Caminhão,2018,2023-11-13,Preventiva,Suspensão,1141.2,6.5,24072
MAN-03940,VEI-0023,Utilitário,2020,2023-10-05,Corretiva,Suspensão,869.73,24.3,325583
MAN-03941,VEI-0095,Utilitário,2023,2024-12-28,Corretiva,Pneus,1424.51,20.7,100296
MAN-03942,VEI-0122,Van,2018,2024-05-14,Preventiva,Freios,121.44,8.3,84005
MAN-03943,VEI-0045,Utilitário,2015,2024-08-10,Preventiva,Suspensão,728.91,6.0,138160
MAN-03944,VEI-0188,Caminhão,2016,2023-12-01,Corretiva,Transmissão,1022.19,21.9,179795
MAN-03945,VEI-0113,Caminhão,2020,2023-12-16,Corretiva,Suspensão,1455.97,10.4,194922
MAN-03946,VEI-0093,Van,2018,2024-07-01,Corretiva,Transmissão,4570.35,25.5,257789
MAN-03947,VEI-0189,Caminhão,2020,2024-09-01,Preventiva,Suspensão,1108.22,2.2,303756
MAN-03948,VEI-0096,Van,2016,2023-08-16,Corretiva,Pneus,1031.79,16.7,340953
MAN-03949,VEI-0041,Utilitário,2020,2024-07-28,Preventiva,Motor,1755.41,11.3,181210
MAN-03950,VEI-0197,Caminhão,2020,2024-05-17,Preventiva,Motor,1439.74,15.7,293090
MAN-03951,VEI-0199,Van,2022,2024-03-19,Preventiva,Pneus,501.36,,321260
MAN-03952,VEI-0018,Caminhão,2019,2024-03-25,Preventiva,Pneus,969.46,13.2,220210
MAN-03953,VEI-0154,Utilitário,2018,2023-10-22,Preventiva,Suspensão,961.54,4.4,336499
MAN-03954,VEI-0197,Caminhão,2020,2023-07-12,Preventiva,Pneus,1158.04,6.1,280304
MAN-03955,VEI-0184,Caminhão,2016,2023-07-14,Corretiva,Motor,3088.24,25.4,311398
MAN-03956,VEI-0121,Utilitário,2015,2023-10-28,Preventiva,Elétrica,705.82,23.0,269457
MAN-03957,VEI-0008,Utilitário,2022,2023-08-03,Corretiva,Transmissão,1466.82,23.2,105927
MAN-03958,VEI-0003,Van,2019,2023-07-17,Corretiva,Pneus,1767.02,29.3,95908
MAN-03959,VEI-0059,Van,2016,2023-09-15,Preventiva,Elétrica,61.59,12.0,92651
MAN-03960,VEI-0013,Caminhão,2015,2023-09-26,Corretiva,Suspensão,1348.87,16.2,135313
MAN-03961,VEI-0096,Van,2016,2024-04-11,Preventiva,Pneus,1831.64,7.7,341115
MAN-03962,VEI-0194,Van,2020,2023-11-26,Preventiva,Suspensão,1088.65,10.5,55286
MAN-03963,VEI-0078,Van,2019,2024-04-11,Preventiva,Elétrica,381.89,3.3,223594
MAN-03964,VEI-0184,Caminhão,2016,2023-07-27,Preventiva,Motor,1346.64,1.2,310213
MAN-03965,VEI-0053,Van,2022,2023-11-20,Corretiva,Transmissão,1251.06,26.7,100147
MAN-03966,VEI-0175,Utilitário,2023,2024-10-10,Corretiva,Direção,844.55,22.7,256074
MAN-03967,VEI-0029,Van,2021,2023-12-02,Preventiva,Direção,1304.48,16.7,45511
MAN-03968,VEI-0053,Van,2022,2024-05-18,Preventiva,Pneus,1027.91,,58798
MAN-03969,VEI-0141,Van,2017,2024-05-09,Corretiva,Direção,1000.84,19.9,221223
MAN-03970,VEI-0159,Caminhão,2021,2024-11-28,Corretiva,Arrefecimento,827.26,,184760
MAN-03971,VEI-0179,Van,2021,2023-12-16,Corretiva,Freios,1025.06,31.1,336016
MAN-03972,VEI-0096,Van,2016,2024-03-20,Corretiva,Motor,2515.4,36.4,360165
MAN-03973,VEI-0179,Van,2021,2024-11-13,Corretiva,Arrefecimento,1090.62,27.3,313918
MAN-03974,VEI-0002,Van,2017,2024-11-19,Corretiva,Transmissão,4022.7,22.1,342788
MAN-03975,VEI-0155,Van,2020,2024-03-25,Preventiva,Freios,357.09,12.3,329317
MAN-03976,VEI-0122,Van,2018,2023-09-04,Preventiva,Suspensão,76.78,13.6,100953
MAN-03977,VEI-0061,Caminhão,2019,2024-08-08,Preventiva,Motor,2400.79,6.0,137503
MAN-03978,VEI-0011,Utilitário,2016,2024-01-02,Preventiva,Motor,1652.08,8.3,233501
MAN-03979,VEI-0015,Utilitário,2023,2024-05-27,Corretiva,Suspensão,1222.74,25.9,302117
MAN-03980,VEI-0193,Caminhão,2020,2024-04-25,Corretiva,Direção,1017.11,24.1,129743
MAN-03981,VEI-0109,Van,2022,2024-05-01,Preventiva,Freios,810.06,14.2,243152
MAN-03982,VEI-0135,Utilitário,2023,2024-07-03,Preventiva,Suspensão,799.79,11.2,70985
MAN-03983,VEI-0143,Utilitário,2016,2024-05-09,Corretiva,Transmissão,2636.48,30.2,238478
MAN-03984,VEI-0096,Van,2016,2024-07-07,Preventiva,Transmissão,1788.63,1.0,376796
MAN-03985,VEI-0128,Caminhão,2017,2024-06-08,Corretiva,Elétrica,277.21,20.1,293873
MAN-03986,VEI-0071,Utilitário,2021,2023-08-17,Corretiva,Elétrica,1024.16,27.3,215386
MAN-03987,VEI-0100,Van,2021,2024-12-02,Corretiva,Suspensão,1594.34,27.4,250555
MAN-03988,VEI-0020,Caminhão,2020,2024-07-17,Corretiva,Transmissão,4406.72,,332976
MAN-03989,VEI-0197,Caminhão,2020,2024-01-12,Corretiva,Pneus,1197.8,24.5,262186
MAN-03990,VEI-0019,Van,2015,2024-05-30,Corretiva,Motor,2088.99,18.6,137762
MAN-03991,VEI-0104,Caminhão,2015,2024-02-18,Corretiva,Direção,1105.33,21.5,166680
MAN-03992,VEI-0197,Caminhão,2020,2024-02-05,Preventiva,Direção,33133.45,16.6,310338
MAN-03993,VEI-0077,Van,2018,2023-09-03,Corretiva,Transmissão,4266.12,35.8,85444
MAN-03994,VEI-0144,Utilitário,2018,2023-09-28,Preventiva,Freios,575.32,10.8,63118
MAN-03995,VEI-0166,Caminhão,2022,2024-02-22,Corretiva,Direção,1096.42,16.4,40084
MAN-03996,VEI-0139,Caminhão,2022,2023-08-01,Preventiva,Motor,287.99,7.0,42103
MAN-03997,VEI-0093,Van,2018,2024-04-28,Corretiva,Direção,1182.35,15.3,310352
MAN-03998,VEI-0092,Caminhão,2023,2024-07-25,Corretiva,Arrefecimento,955.18,28.5,352764
MAN-03999,VEI-0137,Utilitário,2019,2023-11-24,Corretiva,Elétrica,584.32,24.2,42030
MAN-04000,VEI-0178,Van,2019,2024-07-23,Corretiva,Freios,743.52,,302916
MAN-04001,VEI-0034,Caminhão,2018,2024-06-09,Preventiva,Elétrica,137.41,12.8,178908
MAN-04002,VEI-0129,Van,2019,2023-12-07,Corretiva,Suspensão,2094.96,22.7,220162
MAN-04003,VEI-0146,Utilitário,2021,2024-08-11,Corretiva,Pneus,2020.18,22.1,318851
MAN-04004,VEI-0052,Caminhão,2021,2023-12-11,Preventiva,Elétrica,154.67,12.2,297333
MAN-04005,VEI-0149,Caminhão,2018,2024-04-08,Corretiva,Motor,1574.31,24.1,248053
MAN-04006,VEI-0020,Caminhão,2020,2024-10-16,Preventiva,Transmissão,1837.15,7.5,324960
MAN-04007,VEI-0097,Van,2015,2024-08-19,Corretiva,Transmissão,3362.2,29.3,177257
MAN-04008,VEI-0171,Caminhão,2019,2024-02-17,Corretiva,Pneus,1713.24,22.0,277181
MAN-04009,VEI-0066,Van,2020,2023-12-03,Corretiva,Elétrica,458.2,16.6,85072
MAN-04010,VEI-0153,Van,2015,2024-04-03,Corretiva,Arrefecimento,690.5,29.5,234107
MAN-04011,VEI-0106,Caminhão,2020,2024-12-08,Corretiva,Motor,2132.19,,230669
MAN-04012,VEI-0113,Caminhão,2020,2024-04-29,Corretiva,Arrefecimento,720.78,28.6,193650
MAN-04013,VEI-0001,Van,2019,2024-11-06,Corretiva,Suspensão,720.62,14.1,359055
MAN-04014,VEI-0118,Van,2019,2023-07-28,Corretiva,Motor,2928.6,19.5,307215
MAN-04015,VEI-0166,Caminhão,2022,2024-06-11,Preventiva,Suspensão,513.1,5.3,45833
MAN-04016,VEI-0084,Utilitário,2022,2024-02-23,Corretiva,Arrefecimento,577.77,24.3,179518
MAN-04017,VEI-0122,Van,2018,2024-09-06,Preventiva,Freios,650.98,15.2,80401
MAN-04018,VEI-0189,Caminhão,2020,2023-11-21,Preventiva,Suspensão,755.66,1.0,313427
MAN-04019,VEI-0185,Van,2020,2024-09-12,Preventiva,Transmissão,3365.81,2.2,123665
MAN-04020,VEI-0119,Van,2019,2023-07-11,Preventiva,Direção,390.15,4.1,161976
MAN-04021,VEI-0092,Caminhão,2023,2024-08-16,Corretiva,Direção,915.92,27.9,365277
MAN-04022,VEI-0189,Caminhão,2020,2024-11-19,Corretiva,Transmissão,3415.13,19.9,307460
MAN-04023,VEI-0139,Caminhão,2022,2024-02-17,Corretiva,Freios,720.3,18.0,15515
MAN-04024,VEI-0058,Van,2018,2023-09-29,Corretiva,Elétrica,640.26,26.8,52372
MAN-04025,VEI-0005,Utilitário,2015,2023-12-03,Corretiva,Motor,2931.03,27.0,70993
MAN-04026,VEI-0041,Utilitário,2020,2024-03-07,Corretiva,Elétrica,886.62,31.8,217238
MAN-04027,VEI-0062,Utilitário,2022,2024-02-01,Corretiva,Elétrica,875.89,24.8,228770
MAN-04028,VEI-0019,Van,2015,2024-10-11,Corretiva,Motor,1650.97,28.1,187669
MAN-04029,VEI-0189,Caminhão,2020,2024-05-11,Corretiva,Transmissão,1271.58,14.1,275395
MAN-04030,VEI-0082,Caminhão,2019,2024-06-07,Corretiva,Transmissão,3962.73,32.8,76798
MAN-04031,VEI-0071,Utilitário,2021,2024-12-13,Corretiva,Pneus,1694.82,19.2,249854
MAN-04032,VEI-0200,Caminhão,2019,2023-12-01,Corretiva,Transmissão,3746.32,27.5,268205
MAN-04033,VEI-0092,Caminhão,2023,2024-07-28,Preventiva,Freios,390.77,1.0,354585
MAN-04034,VEI-0024,Van,2018,2024-02-14,Corretiva,Direção,1265.58,20.3,135374
MAN-04035,VEI-0081,Caminhão,2015,2023-09-29,Corretiva,Suspensão,1168.52,24.2,96110
MAN-04036,VEI-0177,Caminhão,2017,2023-11-22,Corretiva,Elétrica,511.98,20.8,341803
MAN-04037,VEI-0004,Caminhão,2020,2023-11-29,Corretiva,Suspensão,524.08,22.8,155916
MAN-04038,VEI-0040,Van,2023,2024-09-08,Corretiva,Transmissão,2058.28,26.8,130346
MAN-04039,VEI-0088,Van,2015,2023-11-23,Preventiva,Arrefecimento,394.33,12.3,187785
MAN-04040,VEI-0054,Caminhão,2019,2024-04-14,Corretiva,Motor,3305.71,9.5,188139
MAN-04041,VEI-0075,Van,2020,2024-02-21,Preventiva,Freios,557.11,15.7,376376
MAN-04042,VEI-0099,Utilitário,2023,2024-02-19,Corretiva,Freios,792.0,21.3,234820
MAN-04043,VEI-0162,Van,2021,2024-05-31,Corretiva,Elétrica,733.39,35.1,245664
MAN-04044,VEI-0108,Utilitário,2021,2024-04-18,Preventiva,Freios,354.53,5.6,275251
MAN-04045,VEI-0023,Utilitário,2020,2024-12-09,Corretiva,Arrefecimento,576.71,27.0,343870
MAN-04046,VEI-0100,Van,2021,2023-12-25,Corretiva,Suspensão,1386.22,28.0,270231
MAN-04047,VEI-0067,Caminhão,2021,2024-11-05,Preventiva,Pneus,1313.67,20.3,242719
MAN-04048,VEI-0006,Caminhão,2018,2024-02-10,Preventiva,Freios,306.46,1.0,211819
MAN-04049,VEI-0131,Utilitário,2022,2023-11-24,Preventiva,Transmissão,2470.29,9.5,73135
MAN-04050,VEI-0145,Utilitário,2022,2023-12-10,Corretiva,Motor,2767.01,,140343
MAN-04051,VEI-0041,Utilitário,2020,2024-09-11,Corretiva,Transmissão,3076.83,38.3,166342
MAN-04052,VEI-0198,Van,2021,2023-07-30,Corretiva,Direção,916.76,17.1,106233
MAN-04053,VEI-0048,Utilitário,2022,2024-05-06,Corretiva,Motor,3539.84,,142700
MAN-04054,VEI-0117,Van,2016,2024-07-20,Preventiva,Freios,194.26,15.3,167642
MAN-04055,VEI-0127,Caminhão,2015,2024-01-21,Corretiva,Pneus,1627.13,29.3,75318
MAN-04056,VEI-0084,Utilitário,2022,2024-04-02,Corretiva,Motor,2784.5,20.0,146633
MAN-04057,VEI-0093,Van,2018,2024-03-07,Corretiva,Suspensão,1355.31,24.5,287706
MAN-04058,VEI-0149,Caminhão,2018,2024-06-01,Preventiva,Pneus,1346.21,11.2,254784
MAN-04059,VEI-0073,Caminhão,2021,2024-07-15,Corretiva,Arrefecimento,435.87,28.4,329837
MAN-04060,VEI-0055,Utilitário,2023,2023-12-23,Preventiva,Transmissão,2697.29,5.9,231521
MAN-04061,VEI-0008,Utilitário,2022,2024-10-27,Corretiva,Transmissão,3081.83,11.0,134018
MAN-04062,VEI-0152,Caminhão,2021,2023-09-08,Corretiva,Freios,694.58,18.3,75161
MAN-04063,VEI-0126,Van,2020,2023-08-23,Corretiva,Motor,977.72,29.4,195502
MAN-04064,VEI-0001,Van,2019,2023-07-31,Corretiva,Transmissão,5116.4,20.7,336419
MAN-04065,VEI-0083,Caminhão,2015,2024-03-01,Preventiva,Suspensão,648.9,13.3,62447
MAN-04066,VEI-0030,Caminhão,2017,2024-05-09,Corretiva,Elétrica,646.42,22.8,133688
MAN-04067,VEI-0133,Utilitário,2018,2024-05-26,Preventiva,Pneus,825.96,2.4,138927
MAN-04068,VEI-0039,Utilitário,2018,2024-12-22,Corretiva,Freios,926.27,22.0,114951
MAN-04069,VEI-0081,Caminhão,2015,2024-11-01,Corretiva,Pneus,1028.45,18.5,117231
MAN-04070,VEI-0017,Utilitário,2018,2024-10-07,Corretiva,Elétrica,628.09,15.2,138767
MAN-04071,VEI-0059,Van,2016,2024-10-08,Preventiva,Pneus,877.23,1.0,59762
MAN-04072,VEI-0176,Caminhão,2018,2023-08-04,Preventiva,Suspensão,639.07,8.9,181319
MAN-04073,VEI-0046,Caminhão,2020,2023-11-23,Preventiva,Transmissão,2495.48,4.1,266320
MAN-04074,VEI-0050,Caminhão,2021,2023-07-19,Corretiva,Direção,792.91,23.3,327236
MAN-04075,VEI-0089,Caminhão,2022,2024-05-28,Preventiva,Pneus,708.18,11.4,387657
MAN-04076,VEI-0150,Van,2015,2024-01-14,Preventiva,Pneus,50.0,6.0,288271
MAN-04077,VEI-0088,Van,2015,2024-04-12,Preventiva,Elétrica,388.62,13.2,186809
MAN-04078,VEI-0196,Van,2019,2024-01-14,Corretiva,Direção,1533.93,22.4,96792
MAN-04079,VEI-0082,Caminhão,2019,2024-12-23,Corretiva,Pneus,1798.97,21.0,55961
MAN-04080,VEI-0134,Utilitário,2018,2024-12-06,Preventiva,Arrefecimento,368.25,19.7,200160
MAN-04081,VEI-0009,Utilitário,2019,2024-04-03,Preventiva,Pneus,1735.49,2.1,241568
MAN-04082,VEI-0172,Caminhão,2019,2024-02-23,Corretiva,Motor,2597.32,24.7,345963
MAN-04083,VEI-0025,Caminhão,2018,2024-05-07,Corretiva,Transmissão,4430.14,25.8,250767
MAN-04084,VEI-0187,Caminhão,2022,2023-08-29,Preventiva,Suspensão,299.75,1.9,289199
MAN-04085,VEI-0007,Utilitário,2020,2023-09-22,Corretiva,Arrefecimento,532.76,14.6,216908
