licitacao_id,municipio,ano,objeto,valor_contrato,modalidade,empresa_vencedora,cnpj_vencedora,socio_principal,endereco_empresa,numero_participantes,status
LIC-01838,Município 139,2021,Aquisição de equipamentos,148646.12,Pregão,Empresa Rio Serviços,88.129.401/0001-61,Sócio 10,"Rua 10, 138",3,Concluído
LIC-01839,Município 139,2021,Manutenção predial,305087.17,Dispensa,Empresa Terra Engenharia,86.621.839/0001-57,Sócio 24,"Rua 24, 490",6,Em execução
LIC-01840,Município 139,2023,Material didático,92773.02,Dispensa,Empresa Terra Serviços,30.650.774/0001-26,Sócio 22,"Rua 22, 417",4,Concluído
LIC-01841,Município 139,2021,Manutenção predial,241462.53,Tomada de Preços,Empresa Mar Soluções,51.161.687/0001-86,Sócio 4,"Rua 4, 419",7,Em execução
LIC-01842,Município 139,2022,Manutenção predial,139664.08,Tomada de Preços,Empresa Sul Engenharia,43.818.836/0001-99,Sócio 21,"Rua 21, 54",3,Concluído
LIC-01843,Município 139,2022,Aquisição de equipamentos,192969.74,Tomada de Preços,Empresa Norte Engenharia,85.387.857/0001-56,Sócio 3,"Rua 3, 415",3,Atrasado
LIC-01844,Município 139,2023,Manutenção predial,301891.47,Tomada de Preços,Empresa Norte Serviços,24.190.275/0001-25,Sócio 9,"Rua 9, 62",6,Em execução
LIC-01845,Município 139,2023,Serviços de consultoria,167710.71,Tomada de Preços,Empresa Rio Serviços,11.275.924/0001-68,Sócio 28,"Rua 28, 181",7,Concluído
LIC-01846,Município 139,2020,Aquisição de equipamentos,170188.47,Tomada de Preços,Empresa Norte Serviços,31.474.506/0001-24,Sócio 5,"Rua 5, 60",5,Concluído
LIC-01847,Município 139,2023,Aquisição de equipamentos,239940.52,Dispensa,Empresa Terra Engenharia,86.621.839/0001-57,Sócio 24,"Rua 24, 490",4,Em execução
LIC-01848,Município 140,2023,Fornecimento de merenda,369709.46,Pregão,Empresa Rio Construções,25.670.464/0001-44,Sócio 30,"Rua 30, 412",5,Em execução
LIC-01849,Município 140,2023,Reforma de UBS,207654.08,Tomada de Preços,Empresa Sul Serviços,37.806.450/0001-81,Sócio 25,"Rua 25, 298",4,Atrasado
LIC-01850,Município 140,2021,Construção de escola,251463.56,Dispensa,Empresa Terra Construções,37.314.755/0001-77,Sócio 7,"Rua 7, 44",6,Em execução
LIC-01851,Município 140,2021,Construção de escola,30000.0,Dispensa,Empresa Mar Engenharia,38.329.904/0001-66,Sócio 20,"Rua 20, 228",7,Em execução
LIC-01852,Município 140,2022,Pavimentação de via,127509.48,Tomada de Preços,Empresa Rio Engenharia,67.661.934/0001-15,Sócio 8,"Rua 8, 448",7,Concluído
LIC-01853,Município 140,2020,Material didático,158863.52,Dispensa,Empresa Terra Serviços,23.792.495/0001-94,Sócio 27,"Rua 27, 182",5,Atrasado
LIC-01854,Município 140,2021,Limpeza urbana,291324.49,Dispensa,Empresa Norte Serviços,50.167.643/0001-35,Sócio 13,"Rua 13, 490",4,Atrasado
LIC-01855,Município 140,2023,Manutenção predial,168262.81,Pregão,Empresa Sul Engenharia,43.818.836/0001-99,Sócio 21,"Rua 21, 54",8,Atrasado
LIC-01856,Município 140,2023,Limpeza urbana,249702.32,Concorrência,Empresa Sul Engenharia,38.805.699/0001-80,Sócio 19,"Rua 19, 162",8,Concluído
LIC-01857,Município 140,2022,Reforma de UBS,219818.59,Dispensa,Empresa Terra Construções,37.314.755/0001-77,Sócio 7,"Rua 7, 44",3,Concluído
LIC-01858,Município 140,2020,Reforma de UBS,149069.62,Dispensa,Empresa Norte Serviços,31.474.506/0001-24,Sócio 5,"Rua 5, 60",4,Concluído
LIC-01859,Município 140,2020,Pavimentação de via,112980.52,Tomada de Preços,Empresa Terra Engenharia,86.621.839/0001-57,Sócio 24,"Rua 24, 490",8,Em execução
LIC-01860,Município 140,2023,Pavimentação de via,369778.71,Concorrência,Empresa Norte Serviços,24.190.275/0001-25,Sócio 9,"Rua 9, 62",4,Concluído
LIC-01861,Município 140,2021,Pavimentação de via,135781.84,Tomada de Preços,Empresa Mar Engenharia,38.329.904/0001-66,Sócio 20,"Rua 20, 228",3,Em execução
LIC-01862,Município 140,2022,Serviços de consultoria,326180.1,Concorrência,Empresa Mar Engenharia,25.845.894/0001-41,Sócio 15,"Rua 15, 142",6,Concluído
LIC-01863,Município 140,2020,Manutenção predial,311569.3,Dispensa,Empresa Terra Construções,37.314.755/0001-77,Sócio 7,"Rua 7, 44",7,Concluído
LIC-01864,Município 141,2022,Serviços de consultoria,381481.11,Pregão,Empresa Norte Construções,44.878.285/0001-76,Sócio 23,"Rua 23, 459",5,Concluído
LIC-01865,Município 141,2023,Limpeza urbana,210477.54,Dispensa,Empresa Norte Construções,12.819.190/0001-68,Sócio 14,"Rua 14, 191",4,Atrasado
LIC-01866,Município 141,2020,Manutenção predial,235177.44,Concorrência,Empresa Norte Serviços,50.268.263/0001-52,Sócio 18,"Rua 18, 336",4,Atrasado
LIC-01867,Município 141,2021,Aquisição de equipamentos,275342.24,Tomada de Preços,Empresa Norte Serviços,50.167.643/0001-35,Sócio 13,"Rua 13, 490",8,Em execução
LIC-01868,Município 141,2022,Material didático,362325.38,Dispensa,Empresa Rio Engenharia,87.978.140/0001-71,Sócio 29,"Rua 29, 12",4,Concluído
LIC-01869,Município 141,2023,Pavimentação de via,129769.73,Dispensa,Empresa Norte Engenharia,85.387.857/0001-56,Sócio 3,"Rua 3, 415",4,Concluído
LIC-01870,Município 141,2021,Construção de escola,30000.0,Concorrência,Empresa Norte Serviços,33.395.898/0001-70,Sócio 1,"Rua 1, 398",5,Concluído
LIC-01871,Município 141,2021,Pavimentação de via,241491.82,Tomada de Preços,Empresa Sul Soluções,64.132.607/0001-37,Sócio 6,"Rua 6, 392",4,Concluído
LIC-01872,Município 141,2023,Transporte escolar,92832.19,Tomada de Preços,Empresa Norte Serviços,31.474.506/0001-24,Sócio 5,"Rua 5, 60",8,Concluído
LIC-01873,Município 142,2021,Transporte escolar,316227.4,Tomada de Preços,Empresa Terra Serviços,23.792.495/0001-94,Sócio 27,"Rua 27, 182",3,Atrasado
LIC-01874,Município 142,2022,Manutenção predial,351611.44,Concorrência,Empresa Terra Construções,37.314.755/0001-77,Sócio 7,"Rua 7, 44",4,Concluído
LIC-01875,Município 142,2023,Construção de escola,88426.64,Tomada de Preços,Empresa Sol Soluções,23.119.597/0001-77,Sócio 2,"Rua 2, 67",7,Concluído
LIC-01876,Município 142,2023,Transporte escolar,358267.9,Tomada de Preços,Empresa Rio Engenharia,87.978.140/0001-71,Sócio 29,"Rua 29, 12",5,Concluído
LIC-01877,Município 142,2020,Aquisição de equipamentos,206957.58,Concorrência,Empresa Rio Serviços,11.275.924/0001-68,Sócio 28,"Rua 28, 181",3,Concluído
LIC-01878,Município 142,2023,Reforma de UBS,315194.41,Pregão,Empresa Rio Construções,25.670.464/0001-44,Sócio 30,"Rua 30, 412",7,Concluído
LIC-01879,Município 142,2023,Material didático,240456.56,Pregão,Empresa Sul Engenharia,43.818.836/0001-99,Sócio 21,"Rua 21, 54",7,Atrasado
LIC-01880,Município 142,2023,Aquisição de equipamentos,263866.34,Pregão,Empresa Mar Engenharia,25.845.894/0001-41,Sócio 15,"Rua 15, 142",4,Em execução
LIC-01881,Município 142,2023,Construção de escola,136873.99,Pregão,Empresa Terra Serviços,30.650.774/0001-26,Sócio 22,"Rua 22, 417",7,Atrasado
LIC-01882,Município 142,2021,Transporte escolar,275590.16,Concorrência,Empresa Sol Soluções,17.380.177/0001-62,Sócio 16,"Rua 16, 150",7,Concluído
LIC-01883,Município 142,2022,Construção de escola,212373.42,Concorrência,Empresa Sul Serviços,37.806.450/0001-81,Sócio 25,"Rua 25, 298",7,Concluído
LIC-01884,Município 142,2020,Aquisição de equipamentos,87857.58,Tomada de Preços,Empresa Rio Engenharia,66.950.878/0001-85,Sócio 17,"Rua 17, 122",7,Em execução
LIC-01885,Município 142,2023,Limpeza urbana,249481.18,Pregão,Empresa Rio Engenharia,67.661.934/0001-15,Sócio 8,"Rua 8, 448",4,Em execução
LIC-01886,Município 142,2021,Aquisição de equipamentos,253468.01,Tomada de Preços,Empresa Sol Soluções,23.119.597/0001-77,Sócio 2,"Rua 2, 67",7,Em execução
LIC-01887,Município 143,2021,Serviços de consultoria,152833.21,Concorrência,Empresa Rio Construções,25.670.464/0001-44,Sócio 30,"Rua 30, 412",6,Concluído
LIC-01888,Município 143,2023,Pavimentação de via,263255.86,Dispensa,Empresa Norte Serviços,50.268.263/0001-52,Sócio 18,"Rua 18, 336",8,Concluído
LIC-01889,Município 143,2023,Manutenção predial,124603.13,Concorrência,Empresa Rio Engenharia,66.950.878/0001-85,Sócio 17,"Rua 17, 122",3,Concluído
LIC-01890,Município 143,2023,Reforma de UBS,171942.67,Concorrência,Empresa Mar Soluções,51.161.687/0001-86,Sócio 4,"Rua 4, 419",6,Concluído
LIC-01891,Município 143,2020,Pavimentação de via,187666.1,Pregão,Empresa Rio Serviços,88.129.401/0001-61,Sócio 10,"Rua 10, 138",3,Em execução
LIC-01892,Município 143,2021,Pavimentação de via,229458.16,Pregão,Empresa Terra Engenharia,86.621.839/0001-57,Sócio 24,"Rua 24, 490",5,Em execução
LIC-01893,Município 143,2021,Manutenção predial,192203.45,Dispensa,Empresa Rio Construções,25.670.464/0001-44,Sócio 30,"Rua 30, 412",6,Em execução
LIC-01894,Município 143,2020,Aquisição de equipamentos,160424.66,Tomada de Preços,Empresa Sul Engenharia,43.818.836/0001-99,Sócio 21,"Rua 21, 54",8,Concluído
LIC-01895,Município 143,2021,Serviços de consultoria,89409.94,Concorrência,Empresa Sol Soluções,23.119.597/0001-77,Sócio 2,"Rua 2, 67",6,Em execução
LIC-01896,Município 143,2020,Manutenção predial,88370.7,Dispensa,Empresa Sul Engenharia,43.818.836/0001-99,Sócio 21,"Rua 21, 54",3,Em execução
LIC-01897,Município 143,2023,Construção de escola,276841.33,Tomada de Preços,Empresa Rio Construções,25.670.464/0001-44,Sócio 30,"Rua 30, 412",5,Em execução
LIC-01898,Município 143,2020,Limpeza urbana,248319.64,Concorrência,Empresa Norte Serviços,31.474.506/0001-24,Sócio 5,"Rua 5, 60",5,Em execução
LIC-01899,Município 144,2023,Manutenção predial,248551.44,Concorrência,Empresa Sul Soluções,64.132.607/0001-37,Sócio 6,"Rua 6, 392",3,Atrasado
LIC-01900,Município 144,2020,Material didático,142647.38,Dispensa,Empresa Norte Engenharia,85.387.857/0001-56,Sócio 3,"Rua 3, 415",4,Atrasado
LIC-01901,Município 144,2023,Material didático,218266.48,Pregão,Empresa Rio Serviços,88.129.401/0001-61,Sócio 10,"Rua 10, 138",4,Concluído
LIC-01902,Município 144,2021,Construção de escola,199501.96,Pregão,Empresa Norte Construções,44.878.285/0001-76,Sócio 23,"Rua 23, 459",5,Concluído
LIC-01903,Município 144,2022,Construção de escola,164327.32,Dispensa,Empresa Terra Construções,37.314.755/0001-77,Sócio 7,"Rua 7, 44",6,Concluído
LIC-01904,Município 144,2022,Aquisição de equipamentos,182459.44,Pregão,Empresa Sul Serviços,92.344.537/0001-98,Sócio 12,"Rua 12, 9",5,Em execução
LIC-01905,Município 144,2023,Aquisição de equipamentos,164779.86,Concorrência,Empresa Norte Serviços,50.167.643/0001-35,Sócio 13,"Rua 13, 490",4,Concluído
LIC-01906,Município 144,2020,Manutenção predial,129456.18,Dispensa,Empresa Rio Engenharia,67.661.934/0001-15,Sócio 8,"Rua 8, 448",8,Em execução
LIC-01907,Município 144,2022,Construção de escola,358336.31,Dispensa,Empresa Mar Engenharia,25.845.894/0001-41,Sócio 15,"Rua 15, 142",3,Em execução
LIC-01908,Município 145,2022,Serviços de consultoria,88850.03,Pregão,Empresa Norte Serviços,33.395.898/0001-70,Sócio 1,"Rua 1, 398",7,Concluído
LIC-01909,Município 145,2022,Transporte escolar,268184.79,Tomada de Preços,Empresa Norte Serviços,33.395.898/0001-70,Sócio 1,"Rua 1, 398",4,Concluído
LIC-01910,Município 145,2020,Construção de escola,273017.34,Pregão,Empresa Norte Serviços,50.268.263/0001-52,Sócio 18,"Rua 18, 336",7,Concluído
LIC-01911,Município 145,2020,Reforma de UBS,316200.14,Pregão,Empresa Norte Engenharia,85.387.857/0001-56,Sócio 3,"Rua 3, 415",5,Concluído
LIC-01912,Município 145,2022,Construção de escola,184789.78,Pregão,Empresa Norte Serviços,50.268.263/0001-52,Sócio 18,"Rua 18, 336",6,Concluído
LIC-01913,Município 145,2023,Fornecimento de merenda,30000.0,Pregão,Empresa Sul Serviços,92.344.537/0001-98,Sócio 12,"Rua 12, 9",8,Em execução
LIC-01914,Município 145,2022,Manutenção predial,111039.13,Tomada de Preços,Empresa Sul Serviços,92.344.537/0001-98,Sócio 12,"Rua 12, 9",3,Em execução
LIC-01915,Município 145,2023,Pavimentação de via,101647.59,Concorrência,Empresa Mar Engenharia,25.845.894/0001-41,Sócio 15,"Rua 15, 142",5,Em execução
LIC-01916,Município 145,2022,Material didático,125095.69,Tomada de Preços,Empresa Terra Engenharia,86.621.839/0001-57,Sócio 24,"Rua 24, 490",3,Concluído
LIC-01917,Município 145,2023,Reforma de UBS,39075.06,Tomada de Preços,Empresa Sul Serviços,37.806.450/0001-81,Sócio 25,"Rua 25, 298",7,Atrasado
LIC-01918,Município 145,2020,Limpeza urbana,272566.37,Dispensa,Empresa Sul Engenharia,38.805.699/0001-80,Sócio 19,"Rua 19, 162",4,Em execução
LIC-01919,Município 145,2023,Serviços de consultoria,342765.5,Pregão,Empresa Mar Engenharia,25.845.894/0001-41,Sócio 15,"Rua 15, 142",4,Concluído
LIC-01920,Município 145,2022,Aquisição de equipamentos,130877.44,Concorrência,Empresa Norte Serviços,33.395.898/0001-70,Sócio 1,"Rua 1, 398",4,Atrasado
LIC-01921,Município 145,2023,Construção de escola,235251.06,Concorrência,Empresa Norte Serviços,33.395.898/0001-70,Sócio 1,"Rua 1, 398",7,Concluído
LIC-01922,Município 145,2022,Transporte escolar,76501.87,Concorrência,Empresa Sol Soluções,23.119.597/0001-77,Sócio 2,"Rua 2, 67",4,Concluído
LIC-01923,Município 146,2021,Limpeza urbana,399347.59,Pregão,Empresa Terra Serviços,30.650.774/0001-26,Sócio 22,"Rua 22, 417",4,Em execução
LIC-01924,Município 146,2023,Reforma de UBS,256530.82,Concorrência,Empresa Mar Soluções,51.161.687/0001-86,Sócio 4,"Rua 4, 419",5,Em execução
LIC-01925,Município 146,2021,Fornecimento de merenda,139805.07,Tomada de Preços,Empresa Norte Construções,12.819.190/0001-68,Sócio 14,"Rua 14, 191",6,Atrasado
LIC-01926,Município 146,2023,Material didático,59315.92,Pregão,Empresa Norte Construções,44.878.285/0001-76,Sócio 23,"Rua 23, 459",4,Concluído
LIC-01927,Município 146,2022,Pavimentação de via,30000.0,Concorrência,Empresa Sul Engenharia,43.818.836/0001-99,Sócio 21,"Rua 21, 54",8,Atrasado
LIC-01928,Município 146,2020,Reforma de UBS,308553.58,Dispensa,Empresa Terra Construções,37.314.755/0001-77,Sócio 7,"Rua 7, 44",4,Concluído
LIC-01929,Município 146,2021,Pavimentação de via,179602.07,Concorrência,Empresa Norte Serviços,24.190.275/0001-25,Sócio 9,"Rua 9, 62",4,Em execução
LIC-01930,Município 146,2022,Pavimentação de via,218979.22,Tomada de Preços,Empresa Sol Soluções,17.380.177/0001-62,Sócio 16,"Rua 16, 150",6,Em execução
LIC-01931,Município 146,2022,Material didático,343720.72,Dispensa,Empresa Mar Engenharia,25.845.894/0001-41,Sócio 15,"Rua 15, 142",6,Concluído
LIC-01932,Município 146,2022,Serviços de consultoria,30000.0,Tomada de Preços,Empresa Rio Serviços,11.275.924/0001-68,Sócio 28,"Rua 28, 181",8,Em execução
LIC-01933,Município 146,2021,Construção de escola,105761.99,Dispensa,Empresa Sul Serviços,92.344.537/0001-98,Sócio 12,"Rua 12, 9",8,Concluído
LIC-01934,Município 146,2021,Transporte escolar,142439.63,Tomada de Preços,Empresa Mar Engenharia,25.845.894/0001-41,Sócio 15,"Rua 15, 142",7,Concluído
LIC-01935,Município 147,2021,Reforma de UBS,182794.83,Concorrência,Empresa Sol Soluções,17.380.177/0001-62,Sócio 16,"Rua 16, 150",8,Concluído
LIC-01936,Município 147,2023,Aquisição de equipamentos,245331.31,Dispensa,Empresa Norte Construções,61.392.872/0001-32,Sócio 26,"Rua 26, 482",8,Em execução
LIC-01937,Município 147,2022,Construção de escola,133450.64,Tomada de Preços,Empresa Rio Engenharia,67.661.934/0001-15,Sócio 8,"Rua 8, 448",4,Em execução
LIC-01938,Município 147,2020,Construção de escola,152662.75,Tomada de Preços,Empresa Rio Construções,25.670.464/0001-44,Sócio 30,"Rua 30, 412",3,Concluído
LIC-01939,Município 147,2020,Limpeza urbana,147810.46,Tomada de Preços,Empresa Norte Serviços,33.395.898/0001-70,Sócio 1,"Rua 1, 398",8,Concluído
LIC-01940,Município 147,2022,Fornecimento de merenda,143264.85,Tomada de Preços,Empresa Norte Serviços,24.190.275/0001-25,Sócio 9,"Rua 9, 62",6,Em execução
LIC-01941,Município 147,2020,Pavimentação de via,240514.69,Concorrência,Empresa Sol Soluções,23.119.597/0001-77,Sócio 2,"Rua 2, 67",7,Concluído
LIC-01942,Município 147,2022,Material didático,348476.28,Pregão,Empresa Norte Serviços,33.395.898/0001-70,Sócio 1,"Rua 1, 398",6,Concluído
LIC-01943,Município 147,2022,Manutenção predial,108935.1,Pregão,Empresa Rio Engenharia,52.643.772/0001-62,Sócio 11,"Rua 11, 103",5,Concluído
LIC-01944,Município 147,2020,Transporte escolar,257311.3,Concorrência,Empresa Terra Engenharia,86.621.839/0001-57,Sócio 24,"Rua 24, 490",5,Concluído
LIC-01945,Município 147,2022,Limpeza urbana,214484.68,Dispensa,Empresa Rio Serviços,11.275.924/0001-68,Sócio 28,"Rua 28, 181",3,Concluído
LIC-01946,Município 147,2021,Serviços de consultoria,329955.19,Pregão,Empresa Mar Engenharia,38.329.904/0001-66,Sócio 20,"Rua 20, 228",8,Concluído
LIC-01947,Município 147,2021,Serviços de consultoria,118085.88,Pregão,Empresa Sul Serviços,37.806.450/0001-81,Sócio 25,"Rua 25, 298",4,Concluído
LIC-01948,Município 147,2021,Material didático,418941.39,Concorrência,Empresa Rio Engenharia,66.950.878/0001-85,Sócio 17,"Rua 17, 122",7,Atrasado
LIC-01949,Município 148,2023,Aquisição de equipamentos,266057.63,Pregão,Empresa Rio Engenharia,67.661.934/0001-15,Sócio 8,"Rua 8, 448",8,Em execução
LIC-01950,Município 148,2023,Limpeza urbana,160357.25,Tomada de Preços,Empresa Rio Construções,25.670.464/0001-44,Sócio 30,"Rua 30, 412",8,Em execução
LIC-01951,Município 148,2023,Construção de escola,74874.99,Concorrência,Empresa Norte Serviços,33.395.898/0001-70,Sócio 1,"Rua 1, 398",4,Em execução
LIC-01952,Município 148,2022,Fornecimento de merenda,219045.87,Concorrência,Empresa Terra Serviços,30.650.774/0001-26,Sócio 22,"Rua 22, 417",3,Concluído
LIC-01953,Município 148,2023,Material didático,238585.29,Concorrência,Empresa Norte Serviços,31.474.506/0001-24,Sócio 5,"Rua 5, 60",5,Concluído
LIC-01954,Município 148,2021,Material didático,234561.51,Tomada de Preços,Empresa Terra Engenharia,86.621.839/0001-57,Sócio 24,"Rua 24, 490",7,Concluído
LIC-01955,Município 148,2020,Aquisição de equipamentos,122797.83,Pregão,Empresa Terra Engenharia,86.621.839/0001-57,Sócio 24,"Rua 24, 490",3,Concluído
LIC-01956,Município 148,2023,Material didático,375164.04,Pregão,Empresa Mar Engenharia,25.845.894/0001-41,Sócio 15,"Rua 15, 142",5,Concluído
LIC-01957,Município 148,2022,Construção de escola,118379.87,Dispensa,Empresa Terra Construções,37.314.755/0001-77,Sócio 7,"Rua 7, 44",3,Concluído
LIC-01958,Município 148,2023,Transporte escolar,158293.37,Concorrência,Empresa Rio Construções,25.670.464/0001-44,Sócio 30,"Rua 30, 412",5,Atrasado
LIC-01959,Município 148,2023,Limpeza urbana,308055.17,Tomada de Preços,Empresa Mar Soluções,51.161.687/0001-86,Sócio 4,"Rua 4, 419",5,Em execução
LIC-01960,Município 148,2022,Limpeza urbana,248441.21,Pregão,Empresa Mar Soluções,51.161.687/0001-86,Sócio 4,"Rua 4, 419",3,Em execução
LIC-01961,Município 148,2021,Serviços de consultoria,194819.81,Dispensa,Empresa Norte Serviços,50.268.263/0001-52,Sócio 18,"Rua 18, 336",6,Concluído
LIC-01962,Município 149,2023,Limpeza urbana,66415.43,Tomada de Preços,Empresa Norte Serviços,33.395.898/0001-70,Sócio 1,"Rua 1, 398",5,Concluído
LIC-01963,Município 149,2022,Pavimentação de via,70107.72,Pregão,Empresa Terra Engenharia,86.621.839/0001-57,Sócio 24,"Rua 24, 490",8,Atrasado
LIC-01964,Município 149,2021,Fornecimento de merenda,169099.02,Concorrência,Empresa Terra Serviços,30.650.774/0001-26,Sócio 22,"Rua 22, 417",4,Em execução
LIC-01965,Município 149,2021,Pavimentação de via,283218.66,Dispensa,Empresa Rio Serviços,11.275.924/0001-68,Sócio 28,"Rua 28, 181",5,Atrasado
LIC-01966,Município 149,2023,Fornecimento de merenda,432209.22,Concorrência,Empresa Terra Serviços,30.650.774/0001-26,Sócio 22,"Rua 22, 417",7,Atrasado
LIC-01967,Município 149,2023,Pavimentação de via,193493.87,Tomada de Preços,Empresa Terra Serviços,30.650.774/0001-26,Sócio 22,"Rua 22, 417",6,Concluído
LIC-01968,Município 149,2023,Serviços de consultoria,271299.22,Tomada de Preços,Empresa Rio Serviços,88.129.401/0001-61,Sócio 10,"Rua 10, 138",4,Concluído
LIC-01969,Município 149,2022,Aquisição de equipamentos,123398.88,Pregão,Empresa Rio Engenharia,52.643.772/0001-62,Sócio 11,"Rua 11, 103",3,Concluído
LIC-01970,Município 149,2022,Construção de escola,235614.51,Pregão,Empresa Rio Engenharia,52.643.772/0001-62,Sócio 11,"Rua 11, 103",4,Concluído
LIC-01971,Município 149,2020,Pavimentação de via,35240.39,Concorrência,Empresa Mar Engenharia,25.845.894/0001-41,Sócio 15,"Rua 15, 142",7,Concluído
LIC-01972,Município 149,2020,Reforma de UBS,301816.34,Tomada de Preços,Empresa Norte Serviços,50.167.643/0001-35,Sócio 13,"Rua 13, 490",6,Concluído
LIC-01973,Município 149,2023,Manutenção predial,222059.72,Tomada de Preços,Empresa Sol Soluções,23.119.597/0001-77,Sócio 2,"Rua 2, 67",6,Em execução
LIC-01974,Município 150,2021,Construção de escola,274215.68,Tomada de Preços,Empresa Terra Engenharia,86.621.839/0001-57,Sócio 24,"Rua 24, 490",4,Atrasado
LIC-01975,Município 150,2022,Limpeza urbana,230224.42,Concorrência,Empresa Sul Serviços,37.806.450/0001-81,Sócio 25,"Rua 25, 298",4,Concluído
LIC-01976,Município 150,2023,Serviços de consultoria,293093.85,Tomada de Preços,Empresa Norte Construções,12.819.190/0001-68,Sócio 14,"Rua 14, 191",5,Em execução
LIC-01977,Município 150,2020,Fornecimento de merenda,231379.44,Concorrência,Empresa Norte Serviços,50.167.643/0001-35,Sócio 13,"Rua 13, 490",4,Concluído
LIC-01978,Município 150,2020,Material didático,305110.92,Tomada de Preços,Empresa Terra Construções,37.314.755/0001-77,Sócio 7,"Rua 7, 44",4,Concluído
LIC-01979,Município 150,2022,Aquisição de equipamentos,301128.69,Tomada de Preços,Empresa Sol Soluções,23.119.597/0001-77,Sócio 2,"Rua 2, 67",3,Concluído
LIC-01980,Município 150,2023,Fornecimento de merenda,283570.68,Tomada de Preços,Empresa Norte Serviços,24.190.275/0001-25,Sócio 9,"Rua 9, 62",6,Atrasado
LIC-01981,Município 150,2020,Limpeza urbana,142028.11,Pregão,Empresa Terra Construções,37.314.755/0001-77,Sócio 7,"Rua 7, 44",3,Concluído
LIC-01982,Município 150,2021,Manutenção predial,280472.4,Pregão,Empresa Sul Engenharia,38.805.699/0001-80,Sócio 19,"Rua 19, 162",3,Concluído
LIC-01983,Município 150,2023,Pavimentação de via,296826.67,Tomada de Preços,Empresa Norte Construções,44.878.285/0001-76,Sócio 23,"Rua 23, 459",8,Concluído
LIC-01984,Município 150,2020,Serviços de consultoria,303326.53,Tomada de Preços,Empresa Norte Construções,12.819.190/0001-68,Sócio 14,"Rua 14, 191",8,Em execução
LIC-01985,Município 151,2023,Manutenção predial,141931.51,Concorrência,Empresa Norte Engenharia,85.387.857/0001-56,Sócio 3,"Rua 3, 415",6,Concluído
LIC-01986,Município 151,2022,Fornecimento de merenda,208416.97,Dispensa,Empresa Sul Serviços,92.344.537/0001-98,Sócio 12,"Rua 12, 9",3,Em execução
LIC-01987,Município 151,2020,Fornecimento de merenda,96640.46,Pregão,Empresa Sul Engenharia,43.818.836/0001-99,Sócio 21,"Rua 21, 54",5,Concluído
LIC-01988,Município 151,2022,Transporte escolar,346529.98,Concorrência,Empresa Norte Serviços,31.474.506/0001-24,Sócio 5,"Rua 5, 60",4,Em execução
LIC-01989,Município 151,2021,Fornecimento de merenda,169736.95,Concorrência,Empresa Norte Construções,44.878.285/0001-76,Sócio 23,"Rua 23, 459",3,Concluído
LIC-01990,Município 151,2023,Pavimentação de via,269470.81,Tomada de Preços,Empresa Sol Soluções,17.380.177/0001-62,Sócio 16,"Rua 16, 150",6,Concluído
LIC-01991,Município 151,2023,Reforma de UBS,30000.0,Concorrência,Empresa Terra Serviços,23.792.495/0001-94,Sócio 27,"Rua 27, 182",4,Concluído
LIC-01992,Município 151,2023,Reforma de UBS,330604.15,Concorrência,Empresa Rio Serviços,11.275.924/0001-68,Sócio 28,"Rua 28, 181",4,Atrasado
LIC-01993,Município 151,2020,Manutenção predial,104503.38,Tomada de Preços,Empresa Sul Engenharia,43.818.836/0001-99,Sócio 21,"Rua 21, 54",7,Concluído
LIC-01994,Município 151,2022,Reforma de UBS,124144.07,Pregão,Empresa Sol Soluções,23.119.597/0001-77,Sócio 2,"Rua 2, 67",4,Em execução
LIC-01995,Município 151,2021,Manutenção predial,372576.47,Tomada de Preços,Empresa Norte Serviços,33.395.898/0001-70,Sócio 1,"Rua 1, 398",7,Em execução
LIC-01996,Município 152,2023,Serviços de consultoria,155035.25,Concorrência,Empresa Sol Soluções,17.380.177/0001-62,Sócio 16,"Rua 16, 150",8,Em execução
LIC-01997,Município 152,2021,Transporte escolar,61031.51,Pregão,Empresa Norte Engenharia,85.387.857/0001-56,Sócio 3,"Rua 3, 415",4,Concluído
LIC-01998,Município 152,2022,Reforma de UBS,90151.14,Concorrência,Empresa Sol Soluções,23.119.597/0001-77,Sócio 2,"Rua 2, 67",8,Em execução
LIC-01999,Município 152,2023,Fornecimento de merenda,359831.14,Concorrência,Empresa Norte Serviços,50.268.263/0001-52,Sócio 18,"Rua 18, 336",4,Concluído
LIC-02000,Município 152,2022,Fornecimento de merenda,67051.91,Dispensa,Empresa Terra Construções,37.314.755/0001-77,Sócio 7,"Rua 7, 44",7,Concluído
LIC-02001,Município 152,2021,Construção de escola,104639.76,Tomada de Preços,Empresa Sul Serviços,92.344.537/0001-98,Sócio 12,"Rua 12, 9",6,Concluído
LIC-02002,Município 152,2023,Material didático,91793.85,Dispensa,Empresa Rio Construções,25.670.464/0001-44,Sócio 30,"Rua 30, 412",8,Concluído
LIC-02003,Município 152,2020,Aquisição de equipamentos,165969.23,Tomada de Preços,Empresa Mar Soluções,51.161.687/0001-86,Sócio 4,"Rua 4, 419",5,Em execução
LIC-02004,Município 152,2022,Transporte escolar,288923.21,Tomada de Preços,Empresa Norte Construções,61.392.872/0001-32,Sócio 26,"Rua 26, 482",6,Em execução
LIC-02005,Município 152,2021,Pavimentação de via,210481.32,Pregão,Empresa Terra Serviços,30.650.774/0001-26,Sócio 22,"Rua 22, 417",5,Em execução
