imovel_id,bairro,tipo_imovel,area_m2,quartos,vagas_garagem,andar,condicao,preco_total,preco_m2,ano_anuncio,mes_anuncio,dias_no_mercado,vendido
IMO-02584,Maraponga,Apartamento,81,3,2.0,9,Usado,293725.53,3626.24,2022,6,151.0,1
IMO-02585,Edson Queiroz,Flat/Studio,34,1,1.0,10,Usado,258217.52,7594.63,2024,12,35.0,0
IMO-02586,Maracanaú,Casa,106,2,4.0,0,Novo,330552.33,3118.42,2023,8,25.0,0
IMO-02587,Caucaia,Flat/Studio,38,1,1.0,6,Usado,101069.94,2659.74,2022,10,144.0,1
IMO-02588,Parquelândia,Apartamento,97,4,1.0,17,Usado,709425.69,7313.67,2023,5,67.0,0
IMO-02589,Messejana,Flat/Studio,20,1,0.0,19,Usado,77700.08,3885.0,2024,8,70.0,1
IMO-02590,Aldeota,Apartamento,89,1,1.0,4,Novo,1093325.76,12284.56,2024,6,116.0,1
IMO-02591,Aldeota,Casa,143,5,1.0,0,Usado,50.0,9658.52,2022,12,56.0,1
IMO-02592,Caucaia,Apartamento,62,2,2.0,18,Usado,247279.45,3988.38,2024,4,152.0,1
IMO-02593,Maracanaú,Apartamento,77,2,1.0,22,Novo,282515.4,3669.03,2024,8,116.0,0
IMO-02594,Messejana,Apartamento,80,4,1.0,3,Usado,341708.23,4271.35,2024,6,58.0,1
IMO-02595,Parangaba,Casa,170,3,4.0,0,Usado,764956.44,4499.74,2023,9,37.0,1
IMO-02596,Centro,Apartamento,67,2,3.0,10,Novo,420140.81,6270.76,2024,1,19.0,1
IMO-02597,Aquiraz (Beach Park),Apartamento,144,2,2.0,1,Novo,1242881.79,8631.12,2022,7,64.0,1
IMO-02598,Benfica,Apartamento,56,4,2.0,14,Usado,297281.15,5308.59,2024,4,60.0,1
IMO-02599,Maraponga,Apartamento,81,3,2.0,24,Usado,302222.38,3731.14,2024,9,216.0,1
IMO-02600,Cocó,Apartamento,49,4,3.0,18,Novo,498396.21,10171.35,2022,10,50.0,1
IMO-02601,Maracanaú,Casa,157,4,2.0,0,Novo,565672.41,3603.01,2024,2,104.0,0
IMO-02602,Caucaia,Cobertura,217,5,3.0,23,Usado,642860.56,2962.49,2023,11,114.0,1
IMO-02603,Centro,Cobertura,167,3,3.0,25,Usado,1110452.92,6649.42,2022,12,40.0,0
IMO-02604,Eusébio,Apartamento,62,2,2.0,2,Usado,242503.65,3911.35,2023,10,174.0,1
IMO-02605,Luciano Cavalcante,Apartamento,70,4,1.0,8,Usado,778182.21,11116.89,2022,10,154.0,0
IMO-02606,Meireles,Casa,188,4,2.0,0,Usado,2773871.13,14754.63,2024,8,7.0,1
IMO-02607,Caucaia,Flat/Studio,42,1,1.0,4,Usado,102435.78,2438.95,2022,7,44.0,1
IMO-02608,Parangaba,Apartamento,58,2,1.0,13,Novo,311569.37,5371.89,2022,12,155.0,1
IMO-02609,Fátima,Apartamento,42,3,,25,Usado,343371.52,8175.51,2022,11,69.0,1
IMO-02610,Dionísio Torres,Apartamento,75,3,3.0,11,Novo,660958.93,8812.79,2024,12,105.0,1
IMO-02611,Luciano Cavalcante,Casa,154,3,1.0,0,Usado,1306822.94,8485.86,2024,6,196.0,1
IMO-02612,Benfica,Apartamento,92,4,1.0,2,Novo,510348.35,5547.26,2023,5,5.0,1
IMO-02613,Cocó,Casa,152,4,3.0,0,Usado,1340614.83,8819.83,2023,4,12.0,1
IMO-02614,Centro,Apartamento,79,2,2.0,24,Usado,549432.03,6954.84,2023,3,93.0,1
IMO-02615,Messejana,Apartamento,58,2,1.0,5,Novo,230419.81,3972.76,2023,7,80.0,0
IMO-02616,Benfica,Apartamento,84,1,2.0,17,Novo,419413.85,4993.02,2022,6,,0
IMO-02617,Parquelândia,Apartamento,47,2,2.0,2,Usado,276640.48,5885.97,2024,2,5.0,1
IMO-02618,Meireles,Casa,89,4,2.0,0,Usado,1399107.1,15720.3,2023,7,114.0,0
IMO-02619,Maracanaú,Apartamento,80,3,3.0,16,Usado,253982.52,3174.78,2023,4,36.0,0
IMO-02620,Fátima,Flat/Studio,31,1,1.0,12,Usado,222283.12,7170.42,2024,8,179.0,1
IMO-02621,Luciano Cavalcante,Apartamento,55,2,1.0,23,Usado,596927.82,10853.23,2024,11,94.0,0
IMO-02622,Montese,Apartamento,42,3,2.0,21,Usado,201544.26,4798.67,2024,10,136.0,0
IMO-02623,Parquelândia,Apartamento,46,3,2.0,23,Novo,304297.6,6615.17,2022,10,57.0,1
IMO-02624,Aquiraz (Beach Park),Apartamento,82,4,2.0,20,Usado,669965.91,8170.32,2024,7,5.0,1
IMO-02625,Dionísio Torres,Flat/Studio,28,1,0.0,7,Novo,316355.93,11298.43,2023,8,85.0,1
IMO-02626,Parangaba,Flat/Studio,31,1,1.0,2,Usado,155811.34,5026.17,2023,5,145.0,1
IMO-02627,Edson Queiroz,Cobertura,173,3,2.0,24,Usado,1743115.81,10075.81,2024,4,211.0,0
IMO-02628,Fátima,Apartamento,75,2,1.0,18,Usado,509226.04,6789.68,2024,6,11.0,1
IMO-02629,Messejana,Apartamento,42,3,1.0,8,Usado,147323.13,3507.69,2024,10,142.0,1
IMO-02630,Parangaba,Casa,179,2,2.0,0,Usado,556855.04,3110.92,2024,11,29.0,1
IMO-02631,Eusébio,Apartamento,70,3,1.0,16,Usado,311325.34,4447.5,2023,1,162.0,1
IMO-02632,Benfica,Flat/Studio,31,1,1.0,14,Usado,95904.68,3093.7,2023,10,108.0,0
IMO-02633,Papicu,Cobertura,230,4,4.0,28,Usado,1504689.21,6542.13,2024,9,172.0,1
IMO-02634,Aldeota,Flat/Studio,27,1,1.0,1,Usado,351639.16,13023.67,2023,5,187.0,0
IMO-02635,Messejana,Apartamento,95,3,2.0,3,Novo,409495.53,4310.48,2023,7,146.0,0
IMO-02636,Centro,Apartamento,86,3,1.0,23,Usado,509082.29,5919.56,2023,8,88.0,0
IMO-02637,Benfica,Flat/Studio,35,1,1.0,7,Usado,148988.63,4256.82,2022,12,143.0,1
IMO-02638,Benfica,Casa,134,5,3.0,0,Usado,582570.33,4347.54,2023,7,161.0,0
IMO-02639,Maraponga,Flat/Studio,26,1,0.0,13,Novo,123692.14,4757.39,2023,2,,1
IMO-02640,Montese,Apartamento,70,1,2.0,7,Usado,294473.08,4206.76,2022,12,211.0,0
IMO-02641,Papicu,Apartamento,72,2,1.0,21,Novo,551506.63,7659.81,2024,11,150.0,1
IMO-02642,Caucaia,Casa,205,4,2.0,0,Usado,535105.66,2610.27,2023,8,107.0,1
IMO-02643,Edson Queiroz,Casa,107,3,2.0,0,Usado,914423.21,8546.01,2022,5,64.0,1
IMO-02644,Luciano Cavalcante,Cobertura,172,5,3.0,23,Novo,1747135.68,10157.77,2022,8,123.0,1
IMO-02645,Caucaia,Apartamento,97,4,1.0,18,Novo,361433.3,3726.12,2022,2,53.0,0
IMO-02646,Maraponga,Flat/Studio,31,1,0.0,10,Novo,143938.7,4643.18,2024,1,34.0,0
IMO-02647,Edson Queiroz,Apartamento,69,3,2.0,1,Usado,480016.57,6956.76,2024,7,117.0,0
IMO-02648,Benfica,Flat/Studio,34,1,0.0,20,Usado,185746.54,5463.13,2024,5,5.0,1
IMO-02649,Aquiraz (Beach Park),Casa,126,3,2.0,0,Usado,740547.61,5877.36,2023,9,91.0,0
IMO-02650,Centro,Casa,119,3,,0,Usado,754657.23,6341.66,2022,1,80.0,0
IMO-02651,Varjota,Apartamento,105,3,1.0,20,Novo,939890.19,8951.34,2023,1,122.0,1
IMO-02652,Papicu,Apartamento,81,4,1.0,11,Usado,690442.34,8523.98,2023,1,104.0,0
IMO-02653,Aldeota,Apartamento,67,4,3.0,21,Usado,621097.66,9270.11,2024,6,107.0,1
IMO-02654,Fátima,Casa,168,4,2.0,0,Novo,1176507.22,7003.02,2022,11,162.0,1
IMO-02655,Aquiraz (Beach Park),Apartamento,111,2,1.0,8,Usado,584235.64,5263.38,2023,2,153.0,0
IMO-02656,Centro,Flat/Studio,40,1,1.0,4,Novo,247886.78,6197.17,2023,10,65.0,0
IMO-02657,Messejana,Casa,119,2,3.0,0,Usado,426193.89,3581.46,2024,6,149.0,0
IMO-02658,Caucaia,Casa,154,3,1.0,0,Usado,407076.49,2643.35,2023,4,5.0,1
IMO-02659,Fátima,Apartamento,77,3,1.0,12,Usado,541752.82,7035.75,2024,11,111.0,1
IMO-02660,Parquelândia,Casa,60,3,2.0,0,Usado,391222.43,6520.37,2024,1,5.0,0
IMO-02661,Eusébio,Casa,150,3,1.0,0,Usado,966685.33,6444.57,2022,7,133.0,1
IMO-02662,Montese,Apartamento,61,3,1.0,1,Novo,304518.5,4992.11,2022,7,117.0,0
IMO-02663,Edson Queiroz,Apartamento,78,3,2.0,2,Usado,667428.11,8556.77,2023,3,187.0,1
IMO-02664,Luciano Cavalcante,Flat/Studio,46,1,0.0,7,Usado,384990.04,8369.35,2024,2,13.0,0
IMO-02665,Dionísio Torres,Casa,67,3,2.0,0,Usado,580358.49,8662.07,2024,6,141.0,0
IMO-02666,Benfica,Apartamento,47,2,2.0,21,Usado,273769.33,5824.88,2024,4,,0
IMO-02667,Parangaba,Apartamento,100,3,1.0,7,Usado,399319.51,3993.2,2023,3,85.0,0
IMO-02668,Dionísio Torres,Cobertura,173,4,3.0,24,Usado,1518350.76,8776.59,2024,5,,1
IMO-02669,Centro,Apartamento,81,3,3.0,11,Usado,400094.22,4939.43,2024,2,153.0,0
IMO-02670,Caucaia,Casa,194,4,2.0,0,Usado,711862.84,3669.4,2023,10,115.0,1
IMO-02671,Aldeota,Apartamento,96,2,1.0,25,Usado,1206078.85,12563.32,2022,7,42.0,0
IMO-02672,Benfica,Apartamento,30,2,2.0,24,Novo,199387.34,6646.24,2022,4,145.0,0
IMO-02673,Aquiraz (Beach Park),Flat/Studio,48,1,1.0,19,Usado,408471.98,8509.83,2024,11,5.0,0
IMO-02674,Centro,Apartamento,91,3,2.0,6,Usado,473318.57,5201.3,2023,6,10.0,1
IMO-02675,Messejana,Apartamento,52,4,2.0,24,Usado,242900.24,4671.16,2023,7,87.0,1
IMO-02676,Dionísio Torres,Apartamento,67,3,1.0,9,Novo,676562.3,10097.94,2024,9,67.0,1
IMO-02677,Fátima,Apartamento,62,4,2.0,24,Usado,520401.15,8393.57,2023,9,129.0,0
IMO-02678,Maracanaú,Cobertura,146,3,2.0,23,Usado,318037.14,2178.34,2022,4,41.0,1
IMO-02679,Eusébio,Apartamento,75,3,,9,Novo,529161.75,7055.49,2023,10,,1
IMO-02680,Edson Queiroz,Cobertura,131,5,,24,Novo,1184534.35,9042.25,2023,7,96.0,1
IMO-02681,Parquelândia,Apartamento,51,2,1.0,5,Usado,306469.94,6009.21,2024,2,20.0,0
IMO-02682,Maraponga,Apartamento,83,1,3.0,7,Usado,274607.48,3308.52,2023,11,87.0,1
IMO-02683,Papicu,Apartamento,84,3,2.0,7,Usado,650518.73,7744.27,2023,7,104.0,0
IMO-02684,Aldeota,Cobertura,212,5,4.0,16,Novo,3215638.01,15168.1,2024,3,127.0,1
IMO-02685,Varjota,Apartamento,51,4,1.0,25,Usado,427174.62,8375.97,2024,12,5.0,1
IMO-02686,Benfica,Casa,137,3,2.0,0,Usado,702345.17,5126.61,2022,10,94.0,1
IMO-02687,Aquiraz (Beach Park),Casa,159,4,3.0,0,Usado,1361897.27,8565.39,2022,6,79.0,0
IMO-02688,Eusébio,Apartamento,90,2,1.0,4,Novo,556664.43,6185.16,2023,8,109.0,0
IMO-02689,Cocó,Apartamento,52,2,2.0,7,Usado,378583.26,7280.45,2024,2,5.0,1
IMO-02690,Aquiraz (Beach Park),Apartamento,37,2,2.0,9,Novo,312380.13,8442.71,2022,1,130.0,0
IMO-02691,Benfica,Casa,128,2,2.0,0,Usado,538484.53,4206.91,2022,5,56.0,1
IMO-02692,Eusébio,Apartamento,74,4,1.0,19,Usado,533147.98,7204.7,2023,11,176.0,1
IMO-02693,Dionísio Torres,Apartamento,59,3,2.0,2,Usado,534824.67,9064.82,2022,7,5.0,1
IMO-02694,Aquiraz (Beach Park),Apartamento,40,3,2.0,8,Novo,283897.45,7097.44,2023,1,115.0,1
IMO-02695,Luciano Cavalcante,Apartamento,107,3,1.0,14,Novo,1072558.42,10023.91,2024,3,259.0,1
IMO-02696,Maracanaú,Apartamento,85,4,3.0,8,Novo,271385.81,3192.77,2024,4,39.0,1
IMO-02697,Montese,Casa,133,3,2.0,0,Usado,548434.37,4123.57,2024,7,5.0,0
IMO-02698,Fátima,Apartamento,34,3,1.0,1,Novo,288342.65,8480.67,2022,7,118.0,0
IMO-02699,Eusébio,Apartamento,63,4,2.0,14,Usado,436734.61,6932.3,2024,4,95.0,1
IMO-02700,Papicu,Apartamento,106,3,2.0,9,Usado,639178.81,6029.99,2024,1,69.0,1
IMO-02701,Eusébio,Flat/Studio,38,1,1.0,8,Novo,217501.42,5723.72,2022,7,68.0,1
IMO-02702,Eusébio,Apartamento,89,3,1.0,9,Usado,383720.78,4311.47,2024,12,39.0,1
IMO-02703,Meireles,Apartamento,87,4,1.0,10,Usado,1051590.09,12087.24,2022,8,112.0,0
IMO-02704,Montese,Apartamento,40,2,1.0,5,Usado,194828.3,4870.71,2024,8,42.0,0
IMO-02705,Dionísio Torres,Casa,257,3,2.0,0,Usado,2405926.09,9361.58,2023,9,221.0,1
IMO-02706,Eusébio,Flat/Studio,20,1,1.0,11,Novo,119287.67,5964.38,2023,12,72.0,1
IMO-02707,Aldeota,Casa,267,3,1.0,0,Usado,2409772.71,9025.37,2023,12,208.0,1
IMO-02708,Aquiraz (Beach Park),Flat/Studio,31,1,1.0,5,Novo,154976.88,4999.25,2024,3,123.0,1
IMO-02709,Parangaba,Apartamento,86,3,2.0,11,Usado,278572.54,3239.22,2022,3,83.0,1
IMO-02710,Fátima,Apartamento,87,3,3.0,16,Usado,490007.56,5632.27,2024,9,81.0,1
IMO-02711,Maracanaú,Apartamento,75,3,2.0,4,Novo,156948.01,2092.64,2023,11,82.0,1
IMO-02712,Parquelândia,Cobertura,216,4,4.0,17,Novo,1615635.0,7479.79,2024,5,7.0,1
IMO-02713,Varjota,Apartamento,92,4,2.0,10,Novo,992426.01,10787.24,2024,4,209.0,1
IMO-02714,Edson Queiroz,Cobertura,100,5,3.0,28,Novo,1100245.2,11002.45,2022,4,67.0,0
IMO-02715,Montese,Casa,202,3,4.0,0,Usado,1020795.45,5053.44,2022,9,37.0,1
IMO-02716,Benfica,Casa,145,4,2.0,0,Novo,722995.82,4986.18,2023,2,7.0,1
IMO-02717,Parquelândia,Cobertura,274,4,2.0,17,Usado,1866012.11,6810.26,2022,3,177.0,1
IMO-02718,Dionísio Torres,Flat/Studio,33,1,1.0,15,Novo,354256.54,10735.05,2023,12,91.0,1
IMO-02719,Aquiraz (Beach Park),Casa,163,5,2.0,0,Usado,1002933.81,6152.97,2024,12,271.0,0
IMO-02720,Papicu,Casa,102,5,3.0,0,Novo,852197.04,8354.87,2024,5,60.0,1
IMO-02721,Montese,Casa,176,3,1.0,0,Usado,674139.89,3830.34,2023,9,232.0,1
IMO-02722,Centro,Apartamento,48,2,2.0,20,Usado,176665.2,3680.53,2024,1,82.0,0
IMO-02723,Messejana,Casa,219,3,1.0,0,Usado,789921.41,3606.95,2023,10,167.0,1
IMO-02724,Luciano Cavalcante,Apartamento,111,4,1.0,17,Usado,1080554.38,9734.72,2022,12,219.0,1
IMO-02725,Aquiraz (Beach Park),Cobertura,168,4,4.0,22,Usado,1276351.96,7597.33,2023,2,7.0,1
IMO-02726,Caucaia,Apartamento,76,4,1.0,1,Usado,271162.87,3567.93,2023,11,5.0,1
IMO-02727,Eusébio,Apartamento,86,4,3.0,5,Novo,714168.02,8304.28,2022,2,138.0,1
IMO-02728,Centro,Flat/Studio,30,1,1.0,16,Novo,169852.14,5661.74,2023,2,77.0,0
IMO-02729,Maracanaú,Apartamento,108,2,1.0,16,Novo,301289.23,2789.72,2023,2,,1
IMO-02730,Benfica,Apartamento,68,2,2.0,21,Novo,388121.26,5707.67,2023,12,125.0,1
IMO-02731,Maracanaú,Cobertura,211,4,3.0,18,Novo,753499.61,3571.09,2024,1,104.0,0
IMO-02732,Messejana,Apartamento,111,1,3.0,15,Usado,372318.84,3354.22,2023,8,79.0,0
IMO-02733,Aldeota,Apartamento,68,2,1.0,23,Usado,779069.59,11456.91,2023,10,124.0,1
IMO-02734,Edson Queiroz,Apartamento,50,3,2.0,14,Usado,373731.27,7474.63,2024,3,208.0,1
IMO-02735,Parquelândia,Casa,149,4,1.0,0,Novo,814407.3,5465.82,2024,11,132.0,1
IMO-02736,Centro,Apartamento,88,2,2.0,11,Novo,562898.65,6396.58,2024,1,112.0,1
IMO-02737,Fátima,Casa,118,4,1.0,0,Novo,1224134.26,10374.02,2024,2,79.0,0
IMO-02738,Parquelândia,Apartamento,80,1,2.0,20,Usado,422862.31,5285.78,2023,4,137.0,0
IMO-02739,Centro,Apartamento,84,3,3.0,20,Usado,526241.29,6264.78,2023,8,146.0,1
IMO-02740,Edson Queiroz,Apartamento,46,1,1.0,7,Usado,377075.15,8197.29,2023,11,35.0,1
IMO-02741,Centro,Apartamento,94,4,1.0,25,Novo,680261.79,7236.83,2023,11,89.0,1
IMO-02742,Dionísio Torres,Casa,72,3,2.0,0,Usado,503714.52,6996.03,2023,2,,1
IMO-02743,Meireles,Apartamento,104,1,2.0,10,Usado,1274219.21,12252.11,2022,3,165.0,1
IMO-02744,Maraponga,Flat/Studio,43,1,1.0,16,Novo,195601.6,4548.87,2023,6,99.0,0
IMO-02745,Papicu,Apartamento,107,3,3.0,22,Usado,580106.97,5421.56,2023,1,91.0,1
IMO-02746,Dionísio Torres,Cobertura,200,3,3.0,22,Novo,2111897.73,10559.49,2023,5,86.0,0
IMO-02747,Caucaia,Apartamento,75,4,,10,Novo,303287.27,4043.83,2024,2,174.0,0
IMO-02748,Aldeota,Apartamento,83,3,2.0,25,Usado,1102826.97,13287.07,2023,11,118.0,1
IMO-02749,Aquiraz (Beach Park),Cobertura,218,3,3.0,15,Usado,1554742.8,7131.85,2023,4,121.0,0
IMO-02750,Centro,Apartamento,46,3,1.0,24,Usado,254442.02,5531.35,2024,11,151.0,1
IMO-02751,Parangaba,Apartamento,74,2,2.0,25,Novo,450049.44,6081.75,2023,6,95.0,1
IMO-02752,Parquelândia,Apartamento,33,1,1.0,13,Novo,206753.98,6265.27,2024,7,16.0,1
IMO-02753,Maracanaú,Apartamento,102,3,1.0,21,Novo,319525.73,3132.61,2022,8,5.0,1
IMO-02754,Caucaia,Casa,126,3,3.0,0,Usado,377546.15,2996.4,2023,5,89.0,1
IMO-02755,Maraponga,Flat/Studio,24,1,1.0,12,Usado,92115.74,3838.16,2022,4,59.0,1
IMO-02756,Varjota,Casa,155,4,3.0,0,Novo,1272968.08,8212.7,2022,2,148.0,1
IMO-02757,Cocó,Cobertura,243,5,4.0,19,Novo,3251799.46,13381.89,2024,1,156.0,1
IMO-02758,Parangaba,Apartamento,60,2,1.0,11,Novo,275977.58,4599.63,2023,3,152.0,1
IMO-02759,Caucaia,Apartamento,110,3,3.0,4,Usado,326175.18,2965.23,2023,5,21.0,1
IMO-02760,Varjota,Casa,150,4,3.0,0,Usado,1642103.53,10947.36,2024,12,81.0,0
IMO-02761,Cocó,Casa,182,3,1.0,0,Novo,1786212.86,9814.36,2023,6,187.0,1
IMO-02762,Aldeota,Apartamento,102,3,2.0,1,Usado,1482731.57,14536.58,2022,9,211.0,0
IMO-02763,Fátima,Apartamento,69,3,1.0,1,Usado,416465.13,6035.73,2023,6,5.0,1
IMO-02764,Meireles,Apartamento,107,3,1.0,23,Novo,1199208.92,11207.56,2022,11,95.0,1
IMO-02765,Montese,Cobertura,160,4,3.0,20,Usado,887911.96,5549.45,2022,1,13.0,1
IMO-02766,Dionísio Torres,Apartamento,70,3,2.0,4,Usado,688191.47,9831.31,2024,9,124.0,1
IMO-02767,Messejana,Apartamento,67,4,2.0,23,Usado,353724.67,5279.47,2024,7,105.0,1
IMO-02768,Eusébio,Apartamento,114,2,3.0,12,Usado,528274.51,4633.99,2022,2,110.0,0
IMO-02769,Fátima,Casa,115,2,2.0,0,Usado,835213.05,7262.72,2022,4,125.0,1
IMO-02770,Montese,Flat/Studio,29,1,1.0,6,Usado,147362.42,5081.46,2024,8,115.0,0
IMO-02771,Cocó,Apartamento,72,1,1.0,16,Usado,667207.7,9266.77,2023,1,5.0,1
IMO-02772,Luciano Cavalcante,Apartamento,74,3,2.0,22,Usado,648165.7,8759.0,2023,12,207.0,0
IMO-02773,Parquelândia,Casa,100,5,2.0,0,Novo,840577.21,8405.77,2023,3,,0
IMO-02774,Maracanaú,Apartamento,94,3,3.0,13,Usado,249202.85,2651.09,2024,8,70.0,1
IMO-02775,Aquiraz (Beach Park),Apartamento,110,4,1.0,9,Usado,847521.94,7704.74,2022,12,76.0,0
IMO-02776,Aldeota,Flat/Studio,25,1,1.0,1,Usado,253290.19,10131.61,2023,4,159.0,1
IMO-02777,Dionísio Torres,Cobertura,206,5,3.0,18,Usado,2065243.78,10025.46,2024,11,77.0,0
IMO-02778,Aldeota,Cobertura,288,3,3.0,22,Usado,2990371.31,10383.23,2024,3,7.0,0
IMO-02779,Maracanaú,Casa,144,4,2.0,0,Usado,505666.28,3511.57,2024,5,137.0,1
IMO-02780,Cocó,Cobertura,174,4,2.0,29,Usado,2080954.58,11959.51,2024,12,,1
IMO-02781,Benfica,Flat/Studio,32,1,1.0,18,Novo,195532.97,6110.41,2024,8,152.0,1
IMO-02782,Parangaba,Apartamento,103,3,3.0,24,Usado,418519.06,4063.29,2024,4,23.0,0
IMO-02783,Centro,Casa,155,4,3.0,0,Usado,898755.94,5798.43,2022,6,160.0,0
IMO-02784,Maracanaú,Apartamento,79,3,2.0,14,Novo,298734.12,3781.44,2023,3,5.0,0
IMO-02785,Meireles,Apartamento,74,2,2.0,25,Novo,1150700.7,15550.01,2023,6,222.0,1
IMO-02786,Parquelândia,Flat/Studio,23,1,1.0,17,Usado,126598.76,5504.29,2022,10,97.0,1
IMO-02787,Centro,Apartamento,77,3,1.0,13,Usado,464186.2,6028.39,2024,12,14.0,1
IMO-02788,Caucaia,Casa,201,3,2.0,0,Usado,656744.06,3267.38,2023,10,84.0,1
IMO-02789,Varjota,Apartamento,88,2,1.0,15,Novo,757217.78,8604.75,2023,10,75.0,1
IMO-02790,Varjota,Apartamento,88,1,2.0,2,Usado,704807.85,8009.18,2024,10,148.0,1
IMO-02791,Maracanaú,Casa,218,5,3.0,0,Usado,665115.06,3050.99,2023,8,65.0,1
IMO-02792,Montese,Apartamento,96,2,2.0,1,Usado,474581.0,4943.55,2022,7,51.0,0
IMO-02793,Parquelândia,Apartamento,75,3,2.0,6,Novo,464371.84,6191.62,2023,5,32.0,0
IMO-02794,Varjota,Flat/Studio,42,1,0.0,1,Usado,435231.57,10362.66,2024,7,111.0,1
IMO-02795,Aldeota,Apartamento,80,3,1.0,11,Novo,866269.86,10828.37,2023,7,89.0,0
IMO-02796,Dionísio Torres,Casa,154,2,4.0,0,Usado,1335918.6,8674.8,2024,5,165.0,1
IMO-02797,Cocó,Apartamento,73,3,2.0,12,Usado,636734.28,8722.39,2023,11,55.0,1
IMO-02798,Edson Queiroz,Flat/Studio,20,1,1.0,16,Usado,154045.86,7702.29,2023,12,60.0,1
IMO-02799,Dionísio Torres,Apartamento,90,2,3.0,17,Novo,1079596.2,11995.51,2023,9,7.0,1
IMO-02800,Aldeota,Apartamento,133,4,1.0,4,Usado,1758957.73,13225.25,2024,2,175.0,1
IMO-02801,Aquiraz (Beach Park),Flat/Studio,35,1,0.0,15,Usado,296110.31,8460.29,2023,8,64.0,1
IMO-02802,Dionísio Torres,Apartamento,59,4,2.0,8,Usado,427173.04,7240.22,2023,9,75.0,0
IMO-02803,Maraponga,Apartamento,89,2,1.0,11,Usado,400581.86,4500.92,2023,5,110.0,1
IMO-02804,Parquelândia,Casa,141,4,4.0,0,Usado,1006051.33,7135.12,2023,8,86.0,1
IMO-02805,Parquelândia,Apartamento,83,4,1.0,8,Usado,639972.82,7710.52,2022,9,29.0,1
IMO-02806,Maracanaú,Flat/Studio,20,1,1.0,18,Usado,55929.52,2796.48,2023,12,131.0,0
IMO-02807,Centro,Casa,194,3,2.0,0,Usado,879750.35,4534.8,2023,7,141.0,1
IMO-02808,Maracanaú,Apartamento,89,2,1.0,21,Usado,175628.92,1973.36,2024,2,109.0,1
IMO-02809,Fátima,Flat/Studio,37,1,0.0,4,Usado,262486.67,7094.23,2024,2,5.0,1
IMO-02810,Cocó,Apartamento,58,3,1.0,22,Novo,701221.94,12090.03,2023,6,98.0,0
IMO-02811,Montese,Apartamento,134,3,1.0,19,Usado,464557.64,3466.85,2023,6,54.0,0
IMO-02812,Varjota,Apartamento,62,4,2.0,15,Novo,677586.04,10928.81,2022,7,167.0,0
IMO-02813,Luciano Cavalcante,Apartamento,50,1,2.0,23,Usado,469861.59,9397.23,2023,12,139.0,0
IMO-02814,Edson Queiroz,Apartamento,79,4,1.0,22,Usado,639311.77,8092.55,2023,11,180.0,1
IMO-02815,Luciano Cavalcante,Cobertura,140,3,3.0,29,Usado,1391945.44,9942.47,2024,5,127.0,0
IMO-02816,Aldeota,Apartamento,108,3,1.0,22,Usado,1443762.71,13368.17,2023,8,133.0,1
IMO-02817,Maracanaú,Casa,137,3,1.0,0,Usado,426268.96,3111.45,2024,4,73.0,1
IMO-02818,Papicu,Casa,299,3,3.0,0,Novo,2305954.54,7712.22,2023,9,51.0,0
IMO-02819,Maraponga,Apartamento,43,3,2.0,25,Usado,212215.09,4935.23,2024,3,117.0,0
IMO-02820,Messejana,Apartamento,84,3,2.0,14,Novo,340374.01,4052.07,2023,11,5.0,0
IMO-02821,Cocó,Apartamento,74,3,3.0,14,Usado,509953.49,6891.26,2024,11,194.0,1
IMO-02822,Messejana,Apartamento,71,3,1.0,8,Usado,243110.49,3424.09,2024,8,136.0,1
IMO-02823,Fátima,Apartamento,88,2,1.0,9,Usado,778349.25,8844.88,2023,8,97.0,1
IMO-02824,Caucaia,Flat/Studio,31,1,1.0,5,Usado,71155.39,2295.34,2023,9,5.0,1
IMO-02825,Cocó,Apartamento,53,4,1.0,19,Novo,762981.41,14395.88,2022,2,111.0,1
IMO-02826,Eusébio,Apartamento,82,3,1.0,5,Usado,390284.68,4759.57,2023,6,70.0,1
IMO-02827,Montese,Cobertura,164,5,3.0,26,Usado,994694.72,6065.21,2024,5,90.0,0
IMO-02828,Parquelândia,Flat/Studio,49,1,1.0,12,Usado,291905.59,5957.26,2023,9,81.0,0
IMO-02829,Caucaia,Flat/Studio,24,1,1.0,4,Usado,64461.12,2685.88,2022,4,,1
IMO-02830,Meireles,Apartamento,66,2,1.0,20,Usado,746032.43,11303.52,2022,1,32.0,1
IMO-02831,Fátima,Flat/Studio,38,1,1.0,15,Novo,264188.36,6952.33,2024,10,127.0,0
IMO-02832,Varjota,Apartamento,86,3,3.0,6,Usado,684127.73,7954.97,2024,7,49.0,1
IMO-02833,Montese,Apartamento,63,3,2.0,17,Novo,358933.97,5697.36,2024,9,171.0,1
IMO-02834,Eusébio,Apartamento,36,3,1.0,14,Usado,183868.85,5107.47,2024,10,,1
IMO-02835,Fátima,Flat/Studio,45,1,0.0,14,Usado,292296.41,6495.48,2023,3,48.0,0
IMO-02836,Centro,Apartamento,104,2,1.0,5,Novo,739003.28,7105.8,2023,12,72.0,1
IMO-02837,Maracanaú,Apartamento,67,1,3.0,24,Usado,285739.83,4264.77,2023,8,105.0,0
IMO-02838,Aquiraz (Beach Park),Apartamento,78,3,2.0,16,Novo,588713.11,7547.6,2023,3,131.0,0
