pedido_id,data_pedido,hora_pedido,categoria,produto_id,preco_unitario,quantidade,valor_total,frete,estado_cliente,status_pedido,nota_avaliacao
PED-006950,2024-05-13,09:23,Casa & Decoração,PROD-0358,149.15,1,149.15,5.03,MG,Entregue,4.0
PED-006951,2024-02-12,05:42,Moda Masculina,PROD-0197,269.68,1,269.68,7.0,RJ,Entregue,5.0
PED-006952,2023-10-04,15:03,Beleza & Saúde,PROD-0117,114.65,1,114.65,12.64,CE,Entregue,4.0
PED-006953,2024-12-26,05:03,Moda Masculina,PROD-0084,148.16,1,148.16,21.3,BA,Entregue,3.0
PED-006954,2024-07-06,15:48,Casa & Decoração,PROD-0381,165.69,1,165.69,24.7,CE,Cancelado,
PED-006955,2024-04-04,20:57,Moda Masculina,PROD-0232,196.16,1,196.16,24.83,GO,Entregue,3.0
PED-006956,2023-07-06,03:59,Moda Masculina,PROD-0190,223.98,3,671.93,29.59,CE,Entregue,1.0
PED-006957,2023-04-15,14:24,Infantil,PROD-0125,133.69,3,401.07,,RJ,Cancelado,
PED-006958,2024-11-25,19:33,Acessórios,PROD-0434,37.75,1,37.75,19.17,SP,Devolvido,
PED-006959,2024-06-13,22:46,Moda Feminina,PROD-0332,171.2,1,171.2,23.16,PA,Devolvido,
PED-006960,2023-07-04,21:27,Moda Feminina,PROD-0274,214.86,3,644.58,22.88,PE,Cancelado,
PED-006961,2023-09-21,09:29,Eletrônicos,PROD-0078,395.63,1,395.63,31.87,SP,Entregue,1.0
PED-006962,2024-03-01,15:20,Beleza & Saúde,PROD-0299,76.98,1,76.98,8.19,PI,Entregue,4.0
PED-006963,2024-02-10,11:14,Casa & Decoração,PROD-0468,196.62,1,196.62,41.88,PA,Devolvido,
PED-006964,2024-03-25,10:56,Beleza & Saúde,PROD-0468,81.79,1,81.79,18.33,PR,Devolvido,
PED-006965,2024-11-16,18:49,Casa & Decoração,PROD-0069,129.77,2,259.55,9.23,SE,Entregue,3.0
PED-006966,2024-09-19,15:54,Moda Masculina,PROD-0005,62.66,1,62.66,35.2,MA,Entregue,3.0
PED-006967,2024-11-05,02:58,Moda Feminina,PROD-0141,102.06,1,102.06,7.71,RS,Entregue,5.0
PED-006968,2024-01-22,11:29,Moda Masculina,PROD-0261,125.15,2,250.3,16.65,BA,Entregue,4.0
PED-006969,2023-11-08,18:53,Eletrônicos,PROD-0008,445.82,2,891.64,18.26,CE,Entregue,5.0
PED-006970,2023-09-03,10:04,Infantil,PROD-0053,64.65,1,64.65,35.06,RJ,Cancelado,
PED-006971,2023-06-02,17:01,Esporte & Lazer,PROD-0500,193.52,1,193.52,13.49,BA,Cancelado,
PED-006972,2023-03-04,15:37,Eletrônicos,PROD-0234,335.77,1,335.77,17.12,RJ,Entregue,2.0
PED-006973,2024-01-13,18:14,Casa & Decoração,PROD-0455,144.97,1,144.97,44.72,PE,Entregue,4.0
PED-006974,2024-05-29,03:34,Moda Masculina,PROD-0002,201.64,1,201.64,12.91,CE,Cancelado,
PED-006975,2024-05-13,16:09,Esporte & Lazer,PROD-0088,182.89 ,1,182.89,22.84,CE,Entregue,2.0
PED-006976,2024-12-27,10:16,Casa & Decoração,PROD-0440,34.94,1,34.94,19.6,BA,Cancelado,
PED-006977,2024-01-10,14:32,Moda Masculina,PROD-0462,60.03,2,120.06,18.42,CE,Em trânsito,
PED-006978,2024-08-29,16:39,Moda Feminina,PROD-0363,94.57,1,94.57,35.93,MG,Cancelado,
PED-006979,2024-02-06,15:56,Infantil,PROD-0260,139.97,1,139.97,10.34,CE,Cancelado,
PED-006980,2024-04-06,11:42,Eletrônicos,PROD-0052,810.99,3,2432.98,13.67,SP,Em trânsito,
PED-006981,2024-01-14,15:34,Esporte & Lazer,PROD-0165,226.71,1,226.71,43.38,CE,Devolvido,
PED-006982,2023-03-24,15:46,Esporte & Lazer,PROD-0483,213.79,1,213.79,9.8,CE,Cancelado,
PED-006983,2023-05-26,03:49,Moda Masculina,PROD-0270,49.36,1,49.36,42.65,CE,Entregue,4.0
PED-006984,2023-10-06,11:48,Eletrônicos,PROD-0396,435.44,2,870.88,31.38,CE,Cancelado,
PED-006985,2024-06-27,15:51,Casa & Decoração,PROD-0401,132.51,1,132.51,28.86,MA,Devolvido,
PED-006986,2023-06-03,07:09,Casa & Decoração,PROD-0196,98.54,3,295.63,6.22,CE,Cancelado,
PED-006987,2023-07-04,10:25,Moda Masculina,PROD-0471,77.11,1,77.11,28.47,MG,Cancelado,
PED-006988,2023-12-16,07:54,Eletrônicos,PROD-0032,15.0,1,15.0,24.7,SP,Entregue,2.0
PED-006989,2023-06-23,02:58,Moda Masculina,PROD-0480,185.33,1,185.33,12.8,SP,Devolvido,
PED-006990,2023-03-30,11:59,Infantil,PROD-0160,84.49,1,84.49,24.2,CE,Devolvido,
PED-006991,2023-04-08,15:54,Moda Feminina,PROD-0171,80.14,1,80.14,27.43,SP,Entregue,3.0
PED-006992,2024-02-07,14:23,Casa & Decoração,PROD-0141,288.96,2,577.92,38.95,CE,Entregue,5.0
PED-006993,2023-08-13,18:56,Casa & Decoração,PROD-0035,218.21,1,218.21,34.74,PI,Entregue,4.0
PED-006994,2024-06-18,16:51,Eletrônicos,PROD-0348,162.37,2,324.74,30.48,MG,Entregue,3.0
PED-006995,2024-10-02,18:25,Eletrônicos,PROD-0336,277.4,1,277.4,33.87,RN,Devolvido,
PED-006996,2024-05-13,14:18,Casa & Decoração,PROD-0491,218.69,1,218.69,32.29,RN,Entregue,5.0
PED-006997,2024-01-26,09:11,Beleza & Saúde,PROD-0306,57.18,1,57.18,22.51,PE,Em trânsito,
PED-006998,2024-06-27,09:26,Infantil,PROD-0285,135.07,2,270.15,40.81,PE,Entregue,4.0
PED-006999,2024-01-05,19:03,Casa & Decoração,PROD-0150,193.39,1,193.39,8.47,SP,Entregue,4.0
PED-007000,2023-06-02,07:08,Eletrônicos,PROD-0404,539.76,1,539.76,40.69,MG,Cancelado,
PED-007001,2023-02-23,09:59,Infantil,PROD-0454,81.82,1,81.82,9.68,SP,Entregue,4.0
PED-007002,2024-01-17,10:03,Esporte & Lazer,PROD-0221,198.23,1,198.23,8.7,PE,Cancelado,
PED-007003,2024-05-29,11:20,Moda Feminina,PROD-0115,125.27,1,125.27,40.77,MA,Em trânsito,
PED-007004,2024-04-02,17:03,Casa & Decoração,PROD-0480,451.94,1,451.94,15.62,MG,Em trânsito,
PED-007005,2023-11-17,15:17,Casa & Decoração,PROD-0084,53.74,1,53.74,25.51,MG,Entregue,5.0
PED-007006,2023-09-01,10:31,Moda Feminina,PROD-0489,160.8,3,482.41,43.57,RJ,Em trânsito,
PED-007007,2023-05-19,17:27,Moda Feminina,PROD-0447,200.12,2,400.24,29.78,MG,Entregue,4.0
PED-007008,2024-09-09,20:00,Eletrônicos,PROD-0049,401.64,1,401.64,16.71,MG,Entregue,4.0
PED-007009,2023-03-16,08:48,Esporte & Lazer,PROD-0438,93.7,1,93.7,28.15,MG,Entregue,5.0
PED-007010,2024-04-25,21:02,Casa & Decoração,PROD-0317,258.04,1,258.04,15.38,PA,Cancelado,
PED-007011,2023-02-25,06:01,Esporte & Lazer,PROD-0142,233.04,1,233.04,40.19,MA,Entregue,4.0
PED-007012,2024-06-24,10:37,Beleza & Saúde,PROD-0116,83.51,1,83.51,24.85,PB,Entregue,4.0
PED-007013,2024-08-24,03:00,Casa & Decoração,PROD-0419,160.38,1,160.38,9.59,RJ,Entregue,5.0
PED-007014,2023-09-07,18:30,Casa & Decoração,PROD-0097,212.63,1,212.63,25.46,BA,Entregue,5.0
PED-007015,2024-04-19,13:52,Moda Masculina,PROD-0451,185.91,3,557.74,7.83,MA,Em trânsito,
PED-007016,2023-10-29,15:41,Eletrônicos,PROD-0312,294.4,1,294.4,,SP,Entregue,5.0
PED-007017,2023-02-23,14:19,Infantil,PROD-0194,15.0,1,15.0,38.62,CE,Cancelado,
PED-007018,2024-01-22,08:43,Eletrônicos,PROD-0395,301.32,1,301.32,37.08,SP,Cancelado,
PED-007019,2024-07-07,09:31,Casa & Decoração,PROD-0469,167.21,1,167.21,28.3,PA,Em trânsito,
PED-007020,2024-04-13,12:59,Beleza & Saúde,PROD-0073,102.86,1,102.86,19.7,PR,Cancelado,
PED-007021,2024-08-26,17:54,Acessórios,PROD-0039,89.24,1,89.24,7.6,CE,Devolvido,
PED-007022,2023-05-30,08:21,Acessórios,PROD-0059,89.97,2,179.95,19.38,CE,Entregue,5.0
PED-007023,2023-04-28,00:23,Casa & Decoração,PROD-0040,339.99,1,339.99,26.4,PR,Em trânsito,
PED-007024,2024-06-26,21:23,Eletrônicos,PROD-0090,378.03,1,378.03,33.94,RS,Devolvido,
PED-007025,2023-04-20,12:13,Casa & Decoração,PROD-0349,142.74,1,142.74,15.25,RJ,Entregue,5.0
PED-007026,2023-07-14,13:28,Eletrônicos,PROD-0445,285.39,1,285.39,37.63,SP,Entregue,4.0
PED-007027,2023-02-15,22:43,Eletrônicos,PROD-0210,717.21,2,1434.41,31.81,SP,Em trânsito,
PED-007028,2023-10-16,11:06,Eletrônicos,PROD-0267,271.19,2,542.37,42.19,CE,Cancelado,
PED-007029,2023-11-28,09:27,Acessórios,PROD-0220,88.61,1,88.61,33.68,SP,Em trânsito,
PED-007030,2024-09-09,16:16,Infantil,PROD-0214,135.62,1,135.62,27.97,CE,Em trânsito,
PED-007031,2023-08-31,11:33,Moda Masculina,PROD-0414,151.9,1,151.9,12.56,CE,Entregue,5.0
PED-007032,2023-01-06,22:47,Moda Feminina,PROD-0385,88.09,1,88.09,13.17,PE,Entregue,3.0
PED-007033,2024-12-15,16:30,Moda Feminina,PROD-0188,55.62,1,55.62,24.91,PB,Entregue,5.0
PED-007034,2024-10-11,08:16,Casa & Decoração,PROD-0219,322.02,2,644.04,31.5,SE,Entregue,1.0
PED-007035,2023-10-13,12:27,Moda Masculina,PROD-0069,304.7,1,304.7,29.6,GO,Entregue,4.0
PED-007036,2023-03-05,16:09,Esporte & Lazer,PROD-0270,221.53,1,221.53,36.41,PR,Cancelado,
PED-007037,2024-01-13,22:40,Moda Masculina,PROD-0333,217.32,1,217.32,28.02,MG,Em trânsito,
PED-007038,2023-11-11,13:16,Moda Feminina,PROD-0384,173.04,1,173.04,5.78,MG,Entregue,5.0
PED-007039,2023-03-12,21:57,Beleza & Saúde,PROD-0086,69.67,1,69.67,40.21,CE,Entregue,5.0
PED-007040,2023-07-14,21:07,Moda Feminina,PROD-0230,133.03,1,133.03,36.4,PR,Em trânsito,
PED-007041,2024-04-23,09:14,Casa & Decoração,PROD-0290,232.49,1,232.49,23.69,SP,Entregue,3.0
PED-007042,2023-09-13,11:22,Casa & Decoração,PROD-0248,181.56,1,181.56,26.96,CE,Devolvido,
PED-007043,2023-03-08,13:31,Eletrônicos,PROD-0344,501.74,1,501.74,,CE,Entregue,3.0
PED-007044,2023-03-20,16:21,Infantil,PROD-0441,63.51,1,63.51,36.59,MG,Entregue,4.0
PED-007045,2023-12-30,23:46,Moda Feminina,PROD-0162,149.92,2,299.85,8.25,CE,Cancelado,
PED-007046,2023-05-06,14:31,Casa & Decoração,PROD-0182,140.12,1,140.12,19.25,RS,Entregue,4.0
PED-007047,2024-06-14,21:33,Beleza & Saúde,PROD-0037,96.99,1,96.99,35.66,SP,Entregue,2.0
PED-007048,2023-03-12,07:25,Casa & Decoração,PROD-0138,257.27,1,257.27,28.4,MG,Entregue,3.0
PED-007049,2023-06-24,11:17,Casa & Decoração,PROD-0433,278.99,1,278.99,8.63,SP,Em trânsito,
PED-007050,2023-10-23,19:36,Infantil,PROD-0103,130.07,1,130.07,28.5,MG,Entregue,5.0
PED-007051,2023-11-01,10:15,Moda Feminina,PROD-0369,88.09,1,88.09,14.24,SP,Entregue,5.0
PED-007052,2024-08-12,08:58,Casa & Decoração,PROD-0181,236.36,1,236.36,5.47,RS,Cancelado,
PED-007053,2024-07-02,06:35,Beleza & Saúde,PROD-0244,79.61,1,79.61,18.39,SP,Entregue,5.0
PED-007054,2024-06-29,15:53,Moda Feminina,PROD-0310,59.4,2,118.81,25.19,MG,Devolvido,
PED-007055,2024-07-01,22:17,Esporte & Lazer,PROD-0396,298.69,1,298.69,17.5,PR,Devolvido,
PED-007056,2023-07-24,11:59,Moda Masculina,PROD-0083,115.8,1,115.8,11.22,SP,Entregue,2.0
PED-007057,2024-11-13,13:00,Moda Feminina,PROD-0337,164.2,1,164.2,14.52,CE,Em trânsito,
PED-007058,2023-08-04,15:57,Moda Masculina,PROD-0049,215.33,1,215.33,31.37,RS,Entregue,3.0
PED-007059,2024-08-11,12:47,Eletrônicos,PROD-0370,445.04,1,445.04,36.49,MA,Cancelado,
PED-007060,2024-05-21,08:33,Moda Feminina,PROD-0127,112.26,1,112.26,42.82,BA,Cancelado,
PED-007061,2024-11-03,09:29,Infantil,PROD-0130,82.62,1,82.62,34.43,MA,Em trânsito,
PED-007062,2023-09-09,09:23,Esporte & Lazer,PROD-0431,204.69,1,204.69,34.31,CE,Entregue,5.0
PED-007063,2023-12-13,17:40,Eletrônicos,PROD-0242,590.54,1,590.54,18.78,SP,Entregue,1.0
PED-007064,2023-12-31,09:21,Eletrônicos,PROD-0310,300.79,1,300.79,42.41,RN,Devolvido,
PED-007065,2024-11-27,18:35,Esporte & Lazer,PROD-0118,241.97,1,241.97,22.32,PB,Entregue,1.0
PED-007066,2023-01-09,02:30,Beleza & Saúde,PROD-0127,20.59,1,20.59,32.58,PE,Entregue,5.0
PED-007067,2023-12-10,19:14,Casa & Decoração,PROD-0147,180.98,2,361.96,35.36,CE,Devolvido,
PED-007068,2023-05-20,15:17,Esporte & Lazer,PROD-0372,178.12,1,178.12,28.14,CE,Entregue,4.0
PED-007069,2023-12-02,10:19,Moda Feminina,PROD-0414,117.32,1,117.32,31.62,BA,Em trânsito,
PED-007070,2024-12-08,12:37,Casa & Decoração,PROD-0313,103.7,1,103.7,40.74,RJ,Entregue,4.0
PED-007071,2024-08-26,15:13,Eletrônicos,PROD-0325,269.21,1,269.21,41.85,PE,Entregue,2.0
PED-007072,2024-04-25,04:28,Acessórios,PROD-0437,67.42,1,67.42,29.86,RS,Entregue,5.0
PED-007073,2024-03-15,12:18,Moda Feminina,PROD-0054,142.8,2,285.6,23.64,PB,Entregue,4.0
PED-007074,2023-11-16,21:12,Moda Feminina,PROD-0350,125.38,1,125.38,6.06,BA,Entregue,5.0
PED-007075,2023-01-28,10:05,Beleza & Saúde,PROD-0287,91.1,1,91.1,5.71,PR,Entregue,5.0
PED-007076,2023-04-21,14:35,Moda Feminina,PROD-0325,174.9,1,174.9,41.7,PE,Entregue,3.0
PED-007077,2024-10-08,16:00,Eletrônicos,PROD-0121,404.97,1,404.97,11.41,SP,Entregue,4.0
PED-007078,2024-07-31,12:48,Moda Feminina,PROD-0122,156.45,1,156.45,,CE,Entregue,4.0
PED-007079,2023-09-07,12:26,Moda Feminina,PROD-0335,126.98,1,126.98,16.78,CE,Entregue,5.0
PED-007080,2023-01-18,15:55,Moda Masculina,PROD-0124,70.9,1,70.9,8.66,RS,Entregue,3.0
PED-007081,2024-01-12,21:29,Casa & Decoração,PROD-0065,157.08,1,157.08,29.16,CE,Cancelado,
PED-007082,2024-07-14,15:46,Eletrônicos,PROD-0242,174.85,1,174.85,43.88,BA,Entregue,5.0
PED-007083,2023-09-04,12:23,Moda Masculina,PROD-0208,169.46,1,169.46,39.08,MG,Entregue,3.0
PED-007084,2023-03-31,08:00,Eletrônicos,PROD-0446,615.65,1,615.65,13.24,SP,Entregue,5.0
PED-007085,2023-05-18,08:40,Eletrônicos,PROD-0157,461.41,1,461.41,32.3,RS,Entregue,2.0
PED-007086,2024-05-10,14:15,Eletrônicos,PROD-0345,406.18,1,406.18,41.46,SP,Entregue,4.0
PED-007087,2024-02-17,23:13,Moda Feminina,PROD-0452,17.82 ,2,35.64,34.3,MG,Entregue,4.0
PED-007088,2024-02-08,09:49,Casa & Decoração,PROD-0099,137.57,1,137.57,16.1,SE,Entregue,4.0
PED-007089,2023-04-10,15:16,Beleza & Saúde,PROD-0362,63.01,1,63.01,36.8,CE,Entregue,5.0
PED-007090,2023-06-06,07:05,Infantil,PROD-0146,67.51,1,67.51,36.37,CE,Entregue,5.0
PED-007091,2023-02-25,08:09,Beleza & Saúde,PROD-0283,75.79,1,75.79,43.08,RS,Entregue,5.0
PED-007092,2024-03-12,09:42,Moda Feminina,PROD-0301,70.71,1,70.71,25.52,PE,Devolvido,
PED-007093,2024-04-18,19:01,Eletrônicos,PROD-0439,342.32,1,342.32,14.74,PB,Entregue,2.0
PED-007094,2024-03-10,07:05,Beleza & Saúde,PROD-0207,71.65,1,71.65,34.87,RS,Entregue,5.0
PED-007095,2023-11-14,12:22,Eletrônicos,PROD-0391,655.03,1,655.03,43.53,PE,Entregue,2.0
PED-007096,2024-10-09,17:55,Beleza & Saúde,PROD-0410,104.55,1,104.55,22.17,SP,Entregue,5.0
PED-007097,2024-11-23,14:02,Eletrônicos,PROD-0140,500.78,1,500.78,43.07,SP,Cancelado,
PED-007098,2024-03-21,17:02,Beleza & Saúde,PROD-0163,30.34,3,91.01,21.05,MG,Entregue,4.0
PED-007099,2023-01-08,09:08,Acessórios,PROD-0169,60.15,1,60.15,34.55,MA,Entregue,4.0
PED-007100,2024-03-17,18:17,Casa & Decoração,PROD-0367,24.59,1,24.59,21.17,PE,Entregue,5.0
PED-007101,2023-10-14,17:14,Acessórios,PROD-0473,63.87,2,127.74,,MG,Entregue,5.0
PED-007102,2024-07-19,10:21,Beleza & Saúde,PROD-0079,119.9,1,119.9,19.63,PB,Entregue,5.0
PED-007103,2024-07-29,10:07,Moda Feminina,PROD-0397,96.03,1,96.03,19.94,GO,Entregue,5.0
PED-007104,2024-08-30,21:19,Eletrônicos,PROD-0229,544.22,1,544.22,39.58,BA,Entregue,1.0
PED-007105,2023-07-09,14:43,Moda Feminina,PROD-0342,165.09,2,330.18,13.25,SP,Entregue,5.0
PED-007106,2023-04-04,15:13,Moda Masculina,PROD-0371,61.79,1,61.79,22.57,PI,Entregue,2.0
PED-007107,2024-08-15,13:36,Infantil,PROD-0072,94.46,1,94.46,38.12,CE,Entregue,4.0
PED-007108,2023-01-31,11:45,Eletrônicos,PROD-0161,48.4,3,145.19,38.72,BA,Entregue,5.0
PED-007109,2023-11-08,08:30,Esporte & Lazer,PROD-0267,106.35,1,106.35,8.02,CE,Entregue,4.0
PED-007110,2023-08-22,09:33,Moda Feminina,PROD-0220,114.63,1,114.63,22.88,MG,Devolvido,
PED-007111,2024-11-12,23:33,Eletrônicos,PROD-0368,258.33,3,775.0,29.17,PR,Cancelado,
PED-007112,2023-05-19,15:36,Beleza & Saúde,PROD-0457,69.1,1,69.1,38.3,MA,Entregue,3.0
PED-007113,2024-03-15,09:35,Acessórios,PROD-0199,62.6,1,62.6,43.22,SP,Cancelado,
PED-007114,2023-11-27,18:24,Casa & Decoração,PROD-0499,144.49,1,144.49,42.7,CE,Entregue,4.0
PED-007115,2024-07-10,16:39,Casa & Decoração,PROD-0286,179.12,1,179.12,31.51,CE,Em trânsito,
PED-007116,2023-03-20,12:39,Moda Feminina,PROD-0136,138.27,1,138.27,33.01,RJ,Entregue,2.0
PED-007117,2023-05-06,11:22,Eletrônicos,PROD-0444,470.45,1,470.45,38.24,MG,Entregue,2.0
PED-007118,2023-12-14,14:03,Casa & Decoração,PROD-0147,222.07,1,222.07,26.13,MA,Entregue,5.0
PED-007119,2024-02-28,19:42,Acessórios,PROD-0258,27.22,1,27.22,19.93,SP,Entregue,2.0
PED-007120,2023-02-25,18:16,Eletrônicos,PROD-0076,162.67,1,162.67,37.19,RJ,Em trânsito,
PED-007121,2024-05-30,16:34,Moda Masculina,PROD-0057,90.01,2,180.01,20.28,PR,Entregue,3.0
PED-007122,2023-03-13,12:38,Casa & Decoração,PROD-0422,122.78,1,122.78,30.81,RJ,Em trânsito,
PED-007123,2024-12-22,10:01,Moda Masculina,PROD-0125,200.62 ,1,200.62,40.81,PE,Cancelado,
PED-007124,2023-07-02,21:44,Moda Feminina,PROD-0232,97.23,1,97.23,20.1,PE,Entregue,5.0
PED-007125,2023-05-25,12:26,Eletrônicos,PROD-0320,377.46,1,377.46,15.77,CE,Em trânsito,
PED-007126,2023-07-08,11:28,Eletrônicos,PROD-0141,679.86,1,679.86,26.16,CE,Cancelado,
PED-007127,2023-03-02,09:21,Moda Feminina,PROD-0025,133.16,1,133.16,23.86,CE,Entregue,3.0
PED-007128,2023-01-29,19:05,Beleza & Saúde,PROD-0134,73.46,1,73.46,38.19,SP,Entregue,2.0
PED-007129,2023-02-04,17:02,Eletrônicos,PROD-0043,396.07,1,396.07,40.19,RS,Entregue,5.0
PED-007130,2023-09-02,08:13,Moda Feminina,PROD-0283,131.47,2,262.93,14.71,CE,Entregue,4.0
PED-007131,2024-11-07,10:32,Acessórios,PROD-0321,15.0,3,45.0,24.88,PA,Entregue,5.0
PED-007132,2024-05-13,02:38,Moda Masculina,PROD-0045,167.43,1,167.43,26.4,SP,Entregue,3.0
PED-007133,2023-11-12,10:27,Casa & Decoração,PROD-0451,346.96,3,1040.88,5.77,SE,Entregue,3.0
PED-007134,2024-07-12,01:31,Casa & Decoração,PROD-0192,103.75,1,103.75,19.02,RN,Entregue,5.0
PED-007135,2023-08-18,22:49,Eletrônicos,PROD-0111,385.62,1,385.62,7.05,GO,Entregue,5.0
PED-007136,2023-04-07,09:05,Moda Feminina,PROD-0069,75.83,1,75.83,16.29,BA,Entregue,5.0
PED-007137,2024-04-10,16:50,Moda Feminina,PROD-0151,167.43,3,502.3,8.4,CE,Entregue,4.0
PED-007138,2024-08-01,13:59,Casa & Decoração,PROD-0134,181.62,1,181.62,5.16,CE,Cancelado,
PED-007139,2024-03-22,14:29,Eletrônicos,PROD-0221,504.01,2,1008.01,32.44,CE,Devolvido,
PED-007140,2024-09-07,12:28,Casa & Decoração,PROD-0179,279.47,1,279.47,35.84,CE,Em trânsito,
PED-007141,2024-08-07,06:05,Moda Feminina,PROD-0365,126.23,1,126.23,9.26,PE,Cancelado,
PED-007142,2024-03-01,13:00,Moda Feminina,PROD-0189,83.56,1,83.56,42.1,CE,Cancelado,
PED-007143,2024-06-27,17:42,Casa & Decoração,PROD-0331,314.03,1,314.03,38.11,SP,Entregue,5.0
PED-007144,2024-11-19,11:47,Moda Feminina,PROD-0437,84.11,1,84.11,37.78,MG,Entregue,5.0
PED-007145,2023-02-24,13:38,Beleza & Saúde,PROD-0021,86.74,1,86.74,33.55,MA,Em trânsito,
PED-007146,2023-06-09,10:09,Acessórios,PROD-0451,53.11,2,106.21,20.17,SP,Devolvido,
PED-007147,2023-01-26,11:04,Acessórios,PROD-0248,55.49,1,55.49,22.74,BA,Entregue,5.0
PED-007148,2024-01-30,08:10,Eletrônicos,PROD-0002,546.8,1,546.8,33.12,RN,Entregue,4.0
PED-007149,2024-12-10,17:02,Moda Masculina,PROD-0120,179.34,1,179.34,22.78,PR,Entregue,4.0
PED-007150,2024-02-02,10:21,Casa & Decoração,PROD-0290,125.05,1,125.05,15.3,RN,Devolvido,
PED-007151,2024-09-09,13:37,Casa & Decoração,PROD-0163,191.15,2,382.3,18.86,CE,Cancelado,
PED-007152,2024-12-19,12:38,Moda Masculina,PROD-0384,171.58,1,171.58,40.41,PR,Entregue,5.0
PED-007153,2023-10-02,18:54,Eletrônicos,PROD-0495,264.12,1,264.12,9.14,CE,Entregue,3.0
PED-007154,2023-09-21,15:43,Casa & Decoração,PROD-0142,300.14,1,300.14,30.73,CE,Cancelado,
PED-007155,2024-06-20,11:32,Eletrônicos,PROD-0420,45.66,1,45.66,7.36,GO,Entregue,5.0
PED-007156,2024-12-08,15:16,Moda Feminina,PROD-0157,52.1,1,52.1,16.07,BA,Devolvido,
PED-007157,2024-07-30,10:04,Casa & Decoração,PROD-0483,63.69,1,63.69,43.59,GO,Entregue,5.0
PED-007158,2023-04-24,10:05,Eletrônicos,PROD-0301,495.79,1,495.79,23.44,RJ,Cancelado,
PED-007159,2024-08-30,17:56,Esporte & Lazer,PROD-0043,27.68,3,83.04,41.92,PA,Devolvido,
PED-007160,2023-03-19,13:04,Moda Masculina,PROD-0345,182.71,1,182.71,29.38,CE,Em trânsito,
PED-007161,2023-09-23,15:49,Moda Feminina,PROD-0231,35.83,1,35.83,15.68,BA,Entregue,4.0
PED-007162,2024-11-27,16:50,Esporte & Lazer,PROD-0123,160.38,2,320.77,21.69,MG,Entregue,3.0
PED-007163,2023-10-08,20:05,Beleza & Saúde,PROD-0297,109.03,3,327.1,6.97,GO,Entregue,5.0
PED-007164,2024-05-29,15:22,Eletrônicos,PROD-0245,756.23,1,756.23,12.03,SP,Entregue,5.0
PED-007165,2024-12-07,09:42,Moda Feminina,PROD-0336,112.25,1,112.25,19.84,MG,Entregue,4.0
PED-007166,2024-03-10,18:09,Esporte & Lazer,PROD-0370,233.78,2,467.57,10.98,PR,Entregue,1.0
PED-007167,2024-09-25,12:12,Moda Feminina,PROD-0435,178.77,1,178.77,8.87,RJ,Em trânsito,
PED-007168,2023-09-16,10:27,Eletrônicos,PROD-0296,388.11,1,388.11,5.1,PI,Entregue,5.0
PED-007169,2024-06-10,12:34,Moda Feminina,PROD-0008,203.26,1,203.26,36.01,CE,Entregue,3.0
PED-007170,2023-07-02,11:21,Acessórios,PROD-0452,54.84,1,54.84,31.19,CE,Entregue,4.0
PED-007171,2024-09-14,23:58,Moda Feminina,PROD-0290,73.84,1,73.84,11.79,CE,Devolvido,
PED-007172,2024-11-10,11:23,Moda Feminina,PROD-0468,187.54,1,187.54,43.9,RJ,Cancelado,
PED-007173,2024-04-05,12:41,Acessórios,PROD-0026,84.26,3,252.79,38.43,MG,Entregue,4.0
PED-007174,2023-09-09,11:49,Esporte & Lazer,PROD-0122,227.89,1,227.89,35.42,CE,Entregue,3.0
PED-007175,2024-08-12,19:43,Moda Feminina,PROD-0252,118.1,3,354.29,10.11,RS,Em trânsito,
PED-007176,2024-03-03,11:44,Acessórios,PROD-0336,75.37,1,75.37,34.38,PA,Entregue,5.0
PED-007177,2024-12-11,09:40,Moda Feminina,PROD-0295,148.24,1,148.24,44.14,PE,Devolvido,
PED-007178,2023-04-29,13:04,Moda Feminina,PROD-0068,167.14,1,167.14,20.93,PE,Entregue,1.0
PED-007179,2024-06-01,12:16,Eletrônicos,PROD-0452,512.89,1,512.89,8.24,BA,Devolvido,
PED-007180,2024-11-25,07:28,Esporte & Lazer,PROD-0428,258.22,1,258.22,26.64,BA,Entregue,5.0
PED-007181,2023-12-01,18:27,Moda Masculina,PROD-0179,195.94,1,195.94,28.98,SP,Entregue,5.0
PED-007182,2023-04-27,16:24,Moda Feminina,PROD-0471,64.63,1,64.63,32.79,CE,Em trânsito,
PED-007183,2024-08-08,11:58,Moda Feminina,PROD-0059,120.18,2,240.36,41.42,SP,Entregue,4.0
PED-007184,2024-07-21,19:38,Beleza & Saúde,PROD-0069,86.17,1,86.17,19.79,CE,Devolvido,
PED-007185,2024-02-26,13:15,Moda Feminina,PROD-0341,97.82,1,97.82,21.05,SE,Entregue,5.0
PED-007186,2023-09-17,18:46,Infantil,PROD-0482,146.44,1,146.44,21.01,MG,Devolvido,
PED-007187,2023-10-13,15:02,Moda Feminina,PROD-0335,170.71,1,170.71,22.57,MG,Entregue,5.0
PED-007188,2023-05-09,10:21,Moda Feminina,PROD-0347,146.09,1,146.09,8.82,PA,Entregue,4.0
PED-007189,2024-11-17,18:14,Moda Feminina,PROD-0470,159.92,1,159.92,11.2,CE,Devolvido,
PED-007190,2023-06-03,10:36,Moda Feminina,PROD-0078,136.73,1,136.73,30.85,MG,Em trânsito,
